MSMEG_0135	0.1977	0.1725	0.2965	0.3333
MSMEG_0136	0.1505	0.1456	0.3234	0.3805
MSMEG_0137	0.1782	0.1563	0.312	0.3534
MSMEG_0138	0.1912	0.1588	0.3135	0.3365
MSMEG_0139	0.1774	0.1338	0.3289	0.3599
MSMEG_0140	0.197	0.1363	0.3596	0.3071
MSMEG_0141	0.1414	0.161	0.3653	0.3323
MSMEG_0142	0.2113	0.1475	0.3279	0.3133
MSMEG_0143	0.1953	0.1425	0.3288	0.3333
MSMEG_0144	0.183	0.1306	0.2782	0.4082
MSMEG_0145	0.1405	0.2003	0.3363	0.3229
MSMEG_0146	0.1734	0.1526	0.3223	0.3516
MSMEG_0147	0.2098	0.1923	0.2481	0.3497
MSMEG_0148	0.1744	0.1759	0.3225	0.3272
MSMEG_0149	0.1548	0.1422	0.3291	0.3739
MSMEG_0150	0.159	0.1841	0.3278	0.3291
MSMEG_0151	0.1574	0.2006	0.2994	0.3426
MSMEG_0152	0.1717	0.1514	0.3416	0.3352
MSMEG_0153	0.1716	0.1479	0.3363	0.3442
MSMEG_0154	0.1409	0.1583	0.3801	0.3208
MSMEG_0155	0.1911	0.1338	0.3355	0.3397
MSMEG_0156	0.1575	0.1629	0.329	0.3506
MSMEG_0157	0.1811	0.143	0.3264	0.3495
MSMEG_0158	0.194	0.1504	0.3365	0.3191
MSMEG_0159	0.1543	0.144	0.3436	0.358
MSMEG_0160	0.1482	0.1538	0.3583	0.3396
MSMEG_0161	0.1723	0.15	0.3401	0.3376
MSMEG_0162	0.1956	0.1422	0.3111	0.3511
MSMEG_0163	0.1987	0.141	0.2981	0.3622
MSMEG_0164	0.1287	0.1771	0.3296	0.3646
MSMEG_0165	0.1459	0.1566	0.376	0.3215
MSMEG_0166	0.1879	0.1221	0.3169	0.3731
MSMEG_0167	0.1439	0.193	0.3305	0.3326
MSMEG_0168	0.195	0.157	0.3193	0.3287
MSMEG_0169	0.1538	0.265	0.2906	0.2906
MSMEG_0170	0.1482	0.1981	0.3384	0.3153
MSMEG_0171	0.1763	0.1516	0.3419	0.3301
MSMEG_0172	0.1609	0.1592	0.3383	0.3416
MSMEG_0173	0.109	0.1807	0.3583	0.352
MSMEG_0174	0.1129	0.1828	0.3306	0.3737
MSMEG_0175	0.153	0.168	0.3307	0.3483
MSMEG_0176	0.1965	0.152	0.3228	0.3287
MSMEG_0177	0.1461	0.1965	0.3477	0.3097
MSMEG_0178	0.1814	0.1788	0.3346	0.3052
MSMEG_0179	0.1696	0.1652	0.3259	0.3393
MSMEG_0180	0.1647	0.1471	0.3353	0.3529
MSMEG_0181	0.1651	0.1491	0.3152	0.3706
MSMEG_0182	0.1667	0.1727	0.3359	0.3247
MSMEG_0183	0.1522	0.183	0.3062	0.3587
MSMEG_0184	0.1461	0.1596	0.348	0.3463
MSMEG_0185	0.1778	0.1876	0.2942	0.3403
MSMEG_0186	0.1859	0.1414	0.3212	0.3515
MSMEG_0187	0.1656	0.1656	0.348	0.3208
MSMEG_0188	0.1892	0.1269	0.3591	0.3247
MSMEG_0189	0.1431	0.1722	0.3308	0.3539
MSMEG_0190	0.1442	0.2064	0.3147	0.3346
MSMEG_0191	0.1376	0.143	0.3462	0.3731
MSMEG_0192	0.1672	0.1584	0.3101	0.3643
MSMEG_0193	0.1739	0.1338	0.3579	0.3344
MSMEG_0194	0.1645	0.166	0.3305	0.3391
MSMEG_0195	0.1932	0.1737	0.3297	0.3035
MSMEG_0196	0.1706	0.1828	0.3311	0.3155
MSMEG_0197	0.1643	0.1783	0.3132	0.3442
MSMEG_0198	0.1684	0.1675	0.3369	0.3272
MSMEG_0200	0.1935	0.1606	0.3075	0.3384
MSMEG_0201	0.2032	0.1499	0.2998	0.3471
MSMEG_0202	0.1565	0.1519	0.3265	0.3651
MSMEG_0203	0.1467	0.1966	0.386	0.2707
MSMEG_0204	0.1872	0.1676	0.3284	0.3167
MSMEG_0205	0.2099	0.1574	0.2809	0.3519
MSMEG_0206	0.1259	0.1732	0.345	0.3558
MSMEG_0207	0.1746	0.1587	0.3401	0.3265
MSMEG_0208	0.1667	0.1534	0.3201	0.3598
MSMEG_0209	0.1756	0.1828	0.3513	0.2903
MSMEG_0210	0.1662	0.1515	0.337	0.3453
MSMEG_0211	0.181	0.1574	0.3367	0.3249
MSMEG_0212	0.1857	0.1381	0.3095	0.3667
MSMEG_0213	0.1633	0.17	0.3445	0.3221
MSMEG_0214	0.1495	0.1417	0.3419	0.3668
MSMEG_0215	0.1646	0.1437	0.3431	0.3487
MSMEG_0216	0.1802	0.1493	0.332	0.3385
MSMEG_0217	0.2018	0.1618	0.3173	0.3191
MSMEG_0218	0.204	0.1354	0.3414	0.3192
MSMEG_0219	0.1722	0.1541	0.3333	0.3404
MSMEG_0220	0.1548	0.1488	0.3369	0.3595
MSMEG_0221	0.1875	0.1302	0.3031	0.3792
MSMEG_0222	0.1747	0.1317	0.3495	0.3441
MSMEG_0223	0.1573	0.1449	0.3499	0.3478
MSMEG_0224	0.1629	0.1446	0.3531	0.3394
MSMEG_0225	0.1915	0.1701	0.3099	0.3285
MSMEG_0226	0.1865	0.1841	0.2914	0.338
MSMEG_0227	0.1702	0.1982	0.3246	0.307
MSMEG_0228	0.1481	0.1621	0.3593	0.3305
MSMEG_0229	0.1603	0.1527	0.3444	0.3427
MSMEG_0230	0.2059	0.1307	0.3333	0.3301
MSMEG_0231	0.17	0.16	0.3567	0.3133
MSMEG_0232	0.1024	0.1659	0.3829	0.3488
MSMEG_0233	0.1902	0.1402	0.3103	0.3593
MSMEG_0234	0.1724	0.1464	0.3318	0.3493
MSMEG_0235	0.19	0.132	0.3237	0.3543
MSMEG_0236	0.1319	0.1449	0.3623	0.3609
MSMEG_0237	0.1557	0.1294	0.3284	0.3866
MSMEG_0238	0.1677	0.1529	0.327	0.3524
MSMEG_0239	0.1651	0.142	0.3272	0.3657
MSMEG_0240	0.1642	0.1297	0.3415	0.3645
MSMEG_0241	0.1529	0.1661	0.3438	0.3372
MSMEG_0242	0.1667	0.1254	0.3299	0.378
MSMEG_0243	0.1538	0.1624	0.3191	0.3647
MSMEG_0244	0.1538	0.1606	0.3576	0.3279
MSMEG_0245	0.1057	0.1762	0.3659	0.3523
MSMEG_0246	0.1449	0.1434	0.3599	0.3518
MSMEG_0247	0.1844	0.1481	0.3045	0.363
MSMEG_0248	0.1273	0.1941	0.3681	0.3104
MSMEG_0249	0.1281	0.1789	0.3491	0.3439
MSMEG_0250	0.1631	0.1519	0.3406	0.3445
MSMEG_0251	0.1588	0.1831	0.3462	0.3119
MSMEG_0252	0.173	0.1313	0.3308	0.3649
MSMEG_0253	0.1153	0.1417	0.3949	0.348
MSMEG_0254	0.1513	0.1418	0.3681	0.3388
MSMEG_0255	0.1784	0.1538	0.3246	0.3432
MSMEG_0256	0.1661	0.1451	0.3654	0.3234
MSMEG_0257	0.1901	0.1512	0.3241	0.3347
MSMEG_0258	0.1786	0.1406	0.3404	0.3404
MSMEG_0259	0.1391	0.1578	0.3554	0.3477
MSMEG_0260	0.1483	0.1422	0.348	0.3615
MSMEG_0261	0.1561	0.1621	0.3434	0.3384
MSMEG_0262	0.1301	0.1572	0.3713	0.3415
MSMEG_0263	0.1494	0.1462	0.3522	0.3522
MSMEG_0264	0.0992	0.1877	0.3762	0.3369
MSMEG_0265	0.1635	0.1508	0.3444	0.3413
MSMEG_0266	0.1646	0.1591	0.3409	0.3354
MSMEG_0267	0.1524	0.174	0.3402	0.3333
MSMEG_0268	0.1705	0.1462	0.3282	0.3551
MSMEG_0269	0.1731	0.1449	0.3141	0.3679
MSMEG_0270	0.1642	0.1682	0.3095	0.3582
MSMEG_0271	0.1674	0.1476	0.347	0.3379
MSMEG_0272	0.1844	0.1418	0.3333	0.3404
MSMEG_0273	0.1705	0.1553	0.3409	0.3333
MSMEG_0274	0.1762	0.1188	0.3544	0.3506
MSMEG_0275	0.1741	0.1576	0.3202	0.3481
MSMEG_0276	0.1553	0.1313	0.346	0.3674
MSMEG_0277	0.1749	0.1577	0.3286	0.3388
MSMEG_0278	0.1974	0.1184	0.3114	0.3728
MSMEG_0279	0.1602	0.2018	0.3027	0.3353
MSMEG_0280	0.1256	0.17	0.3589	0.3456
MSMEG_0281	0.1749	0.152	0.3416	0.3314
MSMEG_0282	0.1745	0.1495	0.3333	0.3427
MSMEG_0283	0.1518	0.1479	0.3671	0.3333
MSMEG_0284	0.1736	0.1547	0.3107	0.361
MSMEG_0285	0.1642	0.1343	0.3433	0.3582
MSMEG_0286	0.1543	0.1441	0.3362	0.3654
MSMEG_0287	0.1629	0.125	0.3371	0.375
MSMEG_0288	0.1586	0.1495	0.3396	0.3523
MSMEG_0289	0.1564	0.1506	0.3333	0.3597
MSMEG_0290	0.1818	0.1557	0.327	0.3354
MSMEG_0291	0.1844	0.1348	0.3251	0.3558
MSMEG_0292	0.1758	0.1636	0.3061	0.3545
MSMEG_0293	0.184	0.1517	0.3096	0.3547
MSMEG_0294	0.1694	0.1519	0.3387	0.3401
MSMEG_0295	0.1751	0.1554	0.3127	0.3567
MSMEG_0296	0.1754	0.1557	0.3355	0.3333
MSMEG_0297	0.1627	0.1492	0.3413	0.3468
MSMEG_0298	0.1754	0.1813	0.3246	0.3187
MSMEG_0299	0.203	0.1643	0.312	0.3207
MSMEG_0300	0.2014	0.1528	0.2956	0.3502
MSMEG_0301	0.1548	0.1512	0.3456	0.3485
MSMEG_0302	0.1485	0.165	0.3292	0.3573
MSMEG_0303	0.1511	0.1611	0.3535	0.3343
MSMEG_0304	0.1765	0.1489	0.3266	0.348
MSMEG_0305	0.163	0.1617	0.3284	0.3469
MSMEG_0306	0.1505	0.1481	0.3405	0.3608
MSMEG_0307	0.1562	0.1529	0.3597	0.3311
MSMEG_0308	0.1648	0.1761	0.3314	0.3277
MSMEG_0309	0.1707	0.1452	0.3548	0.3293
MSMEG_0311	0.1403	0.1616	0.3597	0.3384
MSMEG_0312	0.1429	0.1476	0.3508	0.3587
MSMEG_0313	0.1492	0.1437	0.3432	0.3639
MSMEG_0314	0.1653	0.1532	0.3273	0.3542
MSMEG_0315	0.0849	0.1752	0.4084	0.3315
MSMEG_0316	0.1498	0.1389	0.3493	0.362
MSMEG_0317	0.1871	0.1512	0.32	0.3417
MSMEG_0318	0.1566	0.1586	0.3421	0.3427
MSMEG_0319	0.1114	0.1734	0.361	0.3543
MSMEG_0320	0.1922	0.1452	0.2975	0.365
MSMEG_0321	0.1486	0.1425	0.3534	0.3555
MSMEG_0323	0.199	0.1715	0.3139	0.3155
MSMEG_0324	0.1974	0.1798	0.2961	0.3268
MSMEG_0325	0.1871	0.152	0.3041	0.3567
MSMEG_0326	0.1821	0.1684	0.3299	0.3196
MSMEG_0327	0.1803	0.153	0.3506	0.316
MSMEG_0328	0.1644	0.1911	0.3556	0.2889
MSMEG_0329	0.1434	0.1899	0.3414	0.3253
MSMEG_0330	0.1877	0.165	0.3148	0.3325
MSMEG_0331	0.17	0.1643	0.3077	0.358
MSMEG_0332	0.1421	0.1549	0.3739	0.3291
MSMEG_0333	0.1826	0.1632	0.3183	0.3358
MSMEG_0334	0.1706	0.1483	0.3498	0.3313
MSMEG_0335	0.1871	0.1542	0.3412	0.3175
MSMEG_0336	0.1686	0.1447	0.3333	0.3535
MSMEG_0337	0.1772	0.1487	0.3442	0.3299
MSMEG_0338	0.1865	0.1574	0.3307	0.3254
MSMEG_0339	0.1681	0.1544	0.35	0.3274
MSMEG_0340	0.1647	0.1806	0.3453	0.3094
MSMEG_0341	0.1681	0.1642	0.3245	0.3432
MSMEG_0342	0.1643	0.2045	0.2943	0.3369
MSMEG_0343	0.2054	0.1706	0.3002	0.3239
MSMEG_0344	0.1362	0.2231	0.3424	0.2983
MSMEG_0345	0.149	0.2039	0.3297	0.3175
MSMEG_0346	0.1782	0.1656	0.3074	0.3488
MSMEG_0347	0.1973	0.1788	0.3042	0.3197
MSMEG_0348	0.1956	0.1558	0.3025	0.3461
MSMEG_0349	0.1966	0.1651	0.3111	0.3272
MSMEG_0350	0.2079	0.15	0.3132	0.3289
MSMEG_0351	0.2016	0.164	0.2964	0.338
MSMEG_0352	0.2172	0.1642	0.3499	0.2687
MSMEG_0353	0.185	0.1813	0.3278	0.3059
MSMEG_0354	0.1725	0.2076	0.3392	0.2807
MSMEG_0355	0.1778	0.1859	0.3091	0.3273
MSMEG_0356	0.1873	0.1619	0.3302	0.3206
MSMEG_0357	0.1217	0.1767	0.3627	0.339
MSMEG_0358	0.1713	0.1568	0.3448	0.3271
MSMEG_0359	0.1307	0.1534	0.3576	0.3583
MSMEG_0360	0.1379	0.2126	0.3333	0.3161
MSMEG_0361	0.1263	0.1443	0.3462	0.3832
MSMEG_0362	0.1323	0.1692	0.3574	0.3411
MSMEG_0363	0.1784	0.1518	0.3443	0.3255
MSMEG_0364	0.15	0.1267	0.38	0.3433
MSMEG_0365	0.1818	0.1409	0.3434	0.3339
MSMEG_0366	0.1742	0.1496	0.3333	0.3428
MSMEG_0367	0.1414	0.1377	0.3581	0.3627
MSMEG_0368	0.1581	0.1513	0.3367	0.3538
MSMEG_0369	0.2061	0.1438	0.2974	0.3527
MSMEG_0370	0.1854	0.1344	0.3369	0.3433
MSMEG_0371	0.1737	0.1434	0.3135	0.3695
MSMEG_0372	0.1545	0.1456	0.3496	0.3503
MSMEG_0373	0.1586	0.1432	0.3464	0.3518
MSMEG_0374	0.1691	0.152	0.3317	0.3472
MSMEG_0375	0.1632	0.1494	0.3396	0.3478
MSMEG_0376	0.1461	0.1729	0.341	0.34
MSMEG_0377	0.1889	0.1768	0.3293	0.305
MSMEG_0378	0.1755	0.1514	0.3333	0.3398
MSMEG_0379	0.1738	0.1738	0.305	0.3475
MSMEG_0380	0.1905	0.1976	0.2976	0.3143
MSMEG_0381	0.1824	0.1963	0.3122	0.3091
MSMEG_0382	0.1809	0.1956	0.3139	0.3095
MSMEG_0383	0.2183	0.1829	0.2861	0.3127
MSMEG_0384	0.2053	0.188	0.2895	0.3172
MSMEG_0385	0.1764	0.1842	0.3343	0.3051
MSMEG_0386	0.1869	0.1817	0.3104	0.321
MSMEG_0387	0.2014	0.1959	0.2993	0.3034
MSMEG_0388	0.1784	0.1881	0.3223	0.3112
MSMEG_0389	0.1805	0.1915	0.3333	0.2947
MSMEG_0390	0.1616	0.2548	0.2881	0.2955
MSMEG_0391	0.18	0.2079	0.3181	0.294
MSMEG_0392	0.1921	0.1888	0.3036	0.3155
MSMEG_0393	0.2097	0.1879	0.3127	0.2897
MSMEG_0394	0.1843	0.2	0.3569	0.2588
MSMEG_0395	0.1556	0.2	0.3407	0.3037
MSMEG_0396	0.2055	0.1404	0.3008	0.3534
MSMEG_0397	0.1565	0.1519	0.3265	0.3651
MSMEG_0398	0.1467	0.1966	0.386	0.2707
MSMEG_0399	0.1948	0.2208	0.342	0.2424
MSMEG_0400	0.1571	0.1667	0.3356	0.3407
MSMEG_0401	0.1683	0.1683	0.3387	0.3247
MSMEG_0402	0.1612	0.1622	0.3368	0.3397
MSMEG_0403	0.1429	0.2381	0.3309	0.2882
MSMEG_0404	0.1727	0.146	0.3674	0.3139
MSMEG_0405	0.1522	0.1369	0.3495	0.3614
MSMEG_0406	0.189	0.159	0.3186	0.3333
MSMEG_0407	0.1534	0.1488	0.3535	0.3444
MSMEG_0408	0.1539	0.1515	0.3452	0.3494
MSMEG_0409	0.2011	0.1906	0.2954	0.3129
MSMEG_0410	0.1602	0.1778	0.3307	0.3313
MSMEG_0411	0.1567	0.1637	0.3439	0.3357
MSMEG_0412	0.1701	0.1432	0.3264	0.3602
MSMEG_0413	0.1003	0.1829	0.3658	0.351
MSMEG_0414	0.1508	0.1549	0.3467	0.3477
MSMEG_0415	0.1564	0.1646	0.323	0.356
MSMEG_0416	0.2407	0.1049	0.2901	0.3642
MSMEG_0417	0.216	0.1613	0.3213	0.3013
MSMEG_0418	0.1871	0.1468	0.3365	0.3297
MSMEG_0419	0.1655	0.2105	0.2798	0.3443
MSMEG_0420	0.229	0.1347	0.2896	0.3468
MSMEG_0421	0.1769	0.1565	0.3605	0.3061
MSMEG_0422	0.1458	0.1432	0.375	0.3359
MSMEG_0423	0.1279	0.1628	0.3779	0.3314
MSMEG_0424	0.1758	0.1484	0.3493	0.3265
MSMEG_0425	0.0968	0.1744	0.3907	0.3381
MSMEG_0426	0.1423	0.149	0.3524	0.3563
MSMEG_0427	0.1671	0.1632	0.3407	0.3291
MSMEG_0428	0.1545	0.1897	0.3496	0.3062
MSMEG_0429	0.2016	0.144	0.3374	0.3169
MSMEG_0430	0.1732	0.1462	0.3282	0.3523
MSMEG_0431	0.1236	0.1595	0.3448	0.3721
MSMEG_0432	0.1408	0.152	0.3549	0.3523
MSMEG_0433	0.1355	0.1943	0.3475	0.3227
MSMEG_0434	0.1485	0.1596	0.3444	0.3476
MSMEG_0435	0.1582	0.1525	0.3379	0.3514
MSMEG_0436	0.1523	0.1478	0.3484	0.3514
MSMEG_0437	0.1645	0.1982	0.2966	0.3407
MSMEG_0438	0.1698	0.1509	0.327	0.3522
MSMEG_0439	0.1451	0.1873	0.3298	0.3377
MSMEG_0440	0.1313	0.202	0.3838	0.2828
MSMEG_0441	0.166	0.1372	0.3265	0.3704
MSMEG_0442	0.1625	0.1559	0.2968	0.3847
MSMEG_0443	0.143	0.1682	0.3444	0.3444
MSMEG_0444	0.1642	0.1476	0.349	0.3392
MSMEG_0445	0.1444	0.1568	0.3581	0.3408
MSMEG_0446	0.1302	0.2254	0.3289	0.3155
MSMEG_0447	0.1833	0.1286	0.2976	0.3905
MSMEG_0448	0.1982	0.1734	0.2995	0.3288
MSMEG_0449	0.1289	0.1749	0.3383	0.3578
MSMEG_0450	0.1991	0.2269	0.3241	0.25
MSMEG_0451	0.2169	0.1406	0.3253	0.3173
MSMEG_0452	0.1307	0.1957	0.3257	0.3479
MSMEG_0453	0.2027	0.1501	0.3002	0.347
MSMEG_0454	0.1646	0.1497	0.3633	0.3224
MSMEG_0455	0.1807	0.1436	0.3326	0.3431
MSMEG_0456	0.1732	0.1447	0.3385	0.3436
MSMEG_0457	0.1647	0.1327	0.3407	0.3618
MSMEG_0458	0.1319	0.1644	0.3387	0.365
MSMEG_0459	0.1519	0.1752	0.3426	0.3302
MSMEG_0460	0.1694	0.1478	0.3139	0.3689
MSMEG_0461	0.1431	0.1561	0.3626	0.3382
MSMEG_0462	0.1802	0.1644	0.3378	0.3176
MSMEG_0463	0.176	0.1843	0.3129	0.3267
MSMEG_0464	0.1599	0.1437	0.3457	0.3507
MSMEG_0465	0.1854	0.1528	0.3285	0.3333
MSMEG_0466	0.2073	0.1602	0.3062	0.3263
MSMEG_0467	0.13	0.1817	0.325	0.3633
MSMEG_0468	0.1266	0.1847	0.3275	0.3612
MSMEG_0469	0.1615	0.1604	0.3414	0.3368
MSMEG_0470	0.1545	0.1664	0.324	0.3551
MSMEG_0471	0.155	0.1632	0.3648	0.317
MSMEG_0472	0.1845	0.1285	0.3232	0.3639
MSMEG_0473	0.1795	0.1648	0.3175	0.3382
MSMEG_0474	0.1756	0.16	0.3423	0.3221
MSMEG_0475	0.1711	0.1695	0.3236	0.3358
MSMEG_0476	0.1829	0.2022	0.304	0.311
MSMEG_0477	0.1694	0.1721	0.3115	0.347
MSMEG_0478	0.1936	0.1623	0.322	0.322
MSMEG_0479	0.1681	0.1723	0.3475	0.3121
MSMEG_0480	0.2015	0.1545	0.3015	0.3424
MSMEG_0481	0.167	0.1826	0.3393	0.3111
MSMEG_0482	0.1735	0.167	0.3445	0.315
MSMEG_0483	0.147	0.2074	0.3355	0.31
MSMEG_0484	0.1694	0.1775	0.3018	0.3514
MSMEG_0485	0.1732	0.1595	0.3235	0.3438
MSMEG_0486	0.2161	0.1734	0.28	0.3304
MSMEG_0487	0.1607	0.229	0.2866	0.3237
MSMEG_0488	0.2161	0.1797	0.3034	0.3008
MSMEG_0489	0.191	0.1867	0.3291	0.2933
MSMEG_0490	0.1903	0.1699	0.341	0.2989
MSMEG_0491	0.1885	0.1798	0.31	0.3217
MSMEG_0492	0.1116	0.2233	0.3538	0.3113
MSMEG_0493	0.1786	0.125	0.2679	0.4286
MSMEG_0494	0.1786	0.1429	0.2798	0.3988
MSMEG_0496	0.1611	0.125	0.3361	0.3778
MSMEG_0497	0.1717	0.1558	0.3369	0.3355
MSMEG_0498	0.1966	0.188	0.3162	0.2991
