,Delay type,Best interval,slope best interval,half-life best interval,mse best interval,Log2 initial abundance,,,half-life best interval,Log2 initial abundance
MSMEG_6418,0,0-2,-1.36086666666666,0.734825846274437,0.0418694965432099,13.8209333333333,,MSMEG_6418,0.734825846274437,13.8209333333333
MSMEG_0485,0,0-2,-1.36081666666666,0.734852845717649,0.0424922975925928,12.6937333333333,,MSMEG_0485,0.734852845717649,12.6937333333333
MSMEG_6321,0,0-2,-1.36076666666666,0.734879847144995,0.040452208148148,13.3115333333333,,MSMEG_6321,0.734879847144995,13.3115333333333
MSMEG_5550,0,0-2,-1.36018333333333,0.735195010476531,0.297280500061728,10.2192,,MSMEG_5550,0.735195010476531,10.2192
MSMEG_1038,0,0-2,-1.35983333333333,0.735384238264495,0.0239178646913579,13.9694333333333,,MSMEG_1038,0.735384238264495,13.9694333333333
MSMEG_2798,0,0-2,-1.3597,0.735456350665588,0.0138451987654321,12.9885,,MSMEG_2798,0.735456350665588,12.9885
MSMEG_4278,0,0-2,-1.35946666666666,0.735582581404476,0.0231820106172839,16.3686333333333,,MSMEG_4278,0.735582581404476,16.3686333333333
MSMEG_2839,1,1-4,-1.35924285714285,0.735703700589618,0.0553605482539682,17.3373,,MSMEG_2839,0.735703700589618,17.3373
MSMEG_4122,0,0-2,-1.35906666666666,0.735799077798493,0.0778541459259258,11.9754,,MSMEG_4122,0.735799077798493,11.9754
MSMEG_4245,0,0-2,-1.35895,0.735862246587439,0.0156277474691358,12.7955,,MSMEG_4245,0.735862246587439,12.7955
MSMEG_6554,1,1-4,-1.3588119047619,0.735937031825775,0.0842141696560846,13.7577,,MSMEG_6554,0.735937031825775,13.7577
MSMEG_3140,0,0-2,-1.35773333333333,0.736521653736622,0.0204470209876542,15.3098666666667,,MSMEG_3140,0.736521653736622,15.3098666666667
MSMEG_2433,0,0-2,-1.3574,0.736702519522617,0.0224432288888888,13.3219666666667,,MSMEG_2433,0.736702519522617,13.3219666666667
MSMEG_0250,1,1-4,-1.35723333333333,0.736792985730778,0.166782011111111,16.8405333333333,,MSMEG_0250,0.736792985730778,16.8405333333333
MSMEG_0921,0,0-2,-1.35708333333333,0.736874424316858,0.0577948353703702,13.7807333333333,,MSMEG_0921,0.736874424316858,13.7807333333333
MSMEG_4468,1,1-4,-1.35635952380952,0.737267650977496,0.11450565547619,12.1291333333333,,MSMEG_4468,0.737267650977496,12.1291333333333
MSMEG_1631,0,0-2,-1.35633333333333,0.737281887441634,0.11725230691358,11.8498,,MSMEG_1631,0.737281887441634,11.8498
MSMEG_6024,0,0-2,-1.35628333333333,0.737309067672686,0.0446628953703702,15.3911,,MSMEG_6024,0.737309067672686,15.3911
MSMEG_2973,1,1-4,-1.35553809523809,0.737714420209162,0.0890838942857144,14.0103666666667,,MSMEG_2973,0.737714420209162,14.0103666666667
MSMEG_2409,0,0-2,-1.35543333333333,0.737771438408383,0.0417936925925925,13.4242666666667,,MSMEG_2409,0.737771438408383,13.4242666666667
MSMEG_6054,0,0-2,-1.35531666666666,0.737834946322511,0.0585663622839507,14.0784333333333,,MSMEG_6054,0.737834946322511,14.0784333333333
MSMEG_6614,0,0-2,-1.3553,0.73784401977422,0.198802752098765,12.9978333333333,,MSMEG_6614,0.73784401977422,12.9978333333333
MSMEG_0410,1,1-4,-1.35499523809523,0.738009973677649,0.0789094172486772,16.5813,,MSMEG_0410,0.738009973677649,16.5813
MSMEG_2813,0,0-2,-1.35481666666666,0.73810724698299,0.0602997541358023,12.6661666666667,,MSMEG_2813,0.73810724698299,12.6661666666667
MSMEG_2540,0,0-2,-1.35438333333333,0.738343403516978,0.0192841775925926,15.2214666666667,,MSMEG_2540,0.738343403516978,15.2214666666667
MSMEG_3742,0,0-2,-1.35426666666666,0.738407009943885,0.0428617125925926,14.0056333333333,,MSMEG_3742,0.738407009943885,14.0056333333333
MSMEG_4646,1,1-4,-1.35347619047619,0.738838264785561,0.0813280245502643,16.7829,,MSMEG_4646,0.738838264785561,16.7829
MSMEG_5325,0,0-2,-1.35323333333333,0.738970859915759,0.077201627654321,14.1244666666667,,MSMEG_5325,0.738970859915759,14.1244666666667
MSMEG_3358,1,1-4,-1.3531119047619,0.739037175329534,0.153836116322751,13.1013666666667,,MSMEG_3358,0.739037175329534,13.1013666666667
MSMEG_0017,0,0-2,-1.3529,0.73915293074137,0.0684761417283951,11.6678333333333,,MSMEG_0017,0.73915293074137,11.6678333333333
MSMEG_1891,0,0-2,-1.3528,0.739207569485512,0.116595031111111,12.9934,,MSMEG_1891,0.739207569485512,12.9934
MSMEG_3203,0,0-2,-1.35166666666666,0.739827373612827,0.137975515061728,12.5410666666667,,MSMEG_3203,0.739827373612827,12.5410666666667
MSMEG_1509,0,0-2,-1.35146666666666,0.739936858721393,0.186080460246913,10.3539666666667,,MSMEG_1509,0.739936858721393,10.3539666666667
MSMEG_2187,0,0-2,-1.35126666666666,0.740046376239581,0.16192589037037,11.3087,,MSMEG_2187,0.740046376239581,11.3087
MSMEG_0053,0,0-2,-1.35095,0.740219845294052,0.0347256889506174,14.2462666666667,,MSMEG_0053,0.740219845294052,14.2462666666667
MSMEG_6210,0,0-2,-1.35091666666666,0.740238109925363,0.23476039537037,12.1378666666667,,MSMEG_6210,0.740238109925363,12.1378666666667
MSMEG_6199,0,0-4,-1.3508238095238,0.740288994722802,0.376709511190476,11.2089,,MSMEG_6199,0.740288994722802,11.2089
MSMEG_6476,0,0-4,-1.35082095238095,0.740290560519812,0.160118785428571,11.1189666666667,,MSMEG_6476,0.740290560519812,11.1189666666667
MSMEG_4362,0,0-2,-1.35056666666666,0.740429942986898,0.108273664691357,12.0294,,MSMEG_4362,0.740429942986898,12.0294
MSMEG_6864,1,1-4,-1.35024523809523,0.740606203811305,0.268078222248677,11.4544333333333,,MSMEG_6864,0.740606203811305,11.4544333333333
MSMEG_2579,1,1-4,-1.34891428571428,0.741336948233503,0.066678855238095,15.8448333333333,,MSMEG_2579,0.741336948233503,15.8448333333333
MSMEG_0178,1,1-4,-1.34831666666666,0.74166553356655,0.311082537592592,9.7833,,MSMEG_0178,0.74166553356655,9.7833
MSMEG_6625,0,0-2,-1.34828333333333,0.741683869611978,0.384600704506172,9.18943333333333,,MSMEG_6625,0.741683869611978,9.18943333333333
MSMEG_1825,0,0-2,-1.34768333333333,0.742014073533596,0.0238844600617283,13.7543333333333,,MSMEG_1825,0.742014073533596,13.7543333333333
MSMEG_5030,0,0-2,-1.34765,0.742032426817052,0.0857755282098766,11.9664333333333,,MSMEG_5030,0.742032426817052,11.9664333333333
MSMEG_4911,0,0-2,-1.34758333333333,0.742069136107849,0.0363345042592592,14.3434666666667,,MSMEG_4911,0.742069136107849,14.3434666666667
MSMEG_5078,0,0-2,-1.34725,0.742252737056968,0.0654852630246912,13.9523666666667,,MSMEG_5078,0.742252737056968,13.9523666666667
MSMEG_3157,0,0-2,-1.34696666666666,0.742408869311296,0.0118797898765432,13.5096666666667,,MSMEG_3157,0.742408869311296,13.5096666666667
MSMEG_6583,0,0-2,-1.34688333333333,0.742454803063865,0.0551467731481481,15.4813333333333,,MSMEG_6583,0.742454803063865,15.4813333333333
MSMEG_5177,1,1-4,-1.34624761904761,0.742805399134106,0.329838169312169,10.7537333333333,,MSMEG_5177,0.742805399134106,10.7537333333333
MSMEG_4215,0,0-2,-1.34578333333333,0.743061661733565,0.0119331933950617,14.4375,,MSMEG_4215,0.743061661733565,14.4375
MSMEG_5050,0,0-2,-1.3457,0.743107676302296,0.103119137777777,13.4617,,MSMEG_5050,0.743107676302296,13.4617
MSMEG_0438,0,0-2,-1.34523333333333,0.74336546324058,0.13127799728395,13.5616666666667,,MSMEG_0438,0.74336546324058,13.5616666666667
MSMEG_1272,0,0-2,-1.3452,0.743383883437407,0.0525835387654321,12.3097666666667,,MSMEG_1272,0.743383883437407,12.3097666666667
MSMEG_1609,0,0-2,-1.34506666666666,0.743457573354484,0.243108329135802,11.6778333333333,,MSMEG_1609,0.743457573354484,11.6778333333333
VBIMycSme59918_1595,0,0-2,-1.34506666666666,0.743457573354484,0.243108329135802,11.6778333333333,,VBIMycSme59918_1595,0.743457573354484,11.6778333333333
MSMEG_1294,1,1-4,-1.34384523809523,0.744133306166566,0.437885164470899,10.5237333333333,,MSMEG_1294,0.744133306166566,10.5237333333333
MSMEG_6416,0,0-2,-1.34381666666666,0.744149127485152,0.0355200487037038,14.2216,,MSMEG_6416,0.744149127485152,14.2216
MSMEG_2739,1,1-4,-1.34380952380952,0.744153082919917,0.0723302512169311,16.2984333333333,,MSMEG_2739,0.744153082919917,16.2984333333333
VBIMycSme59918_3050,1,1-4,-1.34372857142857,0.744197914119561,0.157764372063492,11.7618666666667,,VBIMycSme59918_3050,0.744197914119561,11.7618666666667
MSMEG_4489,1,1-4,-1.34359523809523,0.744271765518957,0.150608248359788,13.1735,,MSMEG_4489,0.744271765518957,13.1735
MSMEG_6762,0,0-2,-1.3435,0.744324525493115,0.0839533572839504,12.1344666666667,,MSMEG_6762,0.744324525493115,12.1344666666667
VBIMycSme59918_3828,1,1-4,-1.3432619047619,0.744456458159777,0.238598455767195,11.2180333333333,,VBIMycSme59918_3828,0.744456458159777,11.2180333333333
MSMEG_2746,0,0-2,-1.3426,0.74482347683599,0.015594051111111,14.2904333333333,,MSMEG_2746,0.74482347683599,14.2904333333333
MSMEG_3264,0,0-2,-1.34235,0.744962193168697,0.164929606728395,12.2038333333333,,MSMEG_3264,0.744962193168697,12.2038333333333
VBIMycSme59918_2332,1,1-4,-1.34232857142857,0.744974085544311,0.0331088653968253,14.9670333333333,,VBIMycSme59918_2332,0.744974085544311,14.9670333333333
MSMEG_6301,1,1-4,-1.34231428571428,0.744982014005665,0.306732893015873,12.3424666666667,,MSMEG_6301,0.744982014005665,12.3424666666667
MSMEG_6435,0,0-2,-1.34175,0.745295323271846,0.0512452408024691,12.7133,,MSMEG_6435,0.745295323271846,12.7133
MSMEG_0680,1,1-4,-1.34153571428571,0.745414370524188,0.0322918557936506,12.8513333333333,,MSMEG_0680,0.745414370524188,12.8513333333333
MSMEG_1937,1,1-4,-1.34104761904761,0.745685675733263,0.0808888907936507,15.2129666666667,,MSMEG_1937,0.745685675733263,15.2129666666667
VBIMycSme59918_5844,1,1-4,-1.34104047619047,0.745689647519609,0.324179818439153,10.4792333333333,,VBIMycSme59918_5844,0.745689647519609,10.4792333333333
MSMEG_2684,0,0-2,-1.34101666666666,0.745702887113015,0.0594785242592593,15.4126,,MSMEG_2684,0.745702887113015,15.4126
MSMEG_3511,0,0-2,-1.33996666666666,0.746287221075155,0.0909614698765431,13.1205666666667,,MSMEG_3511,0.746287221075155,13.1205666666667
MSMEG_2945,1,1-4,-1.33994523809523,0.746299155793507,0.113807020026454,14.1565666666667,,MSMEG_2945,0.746299155793507,14.1565666666667
MSMEG_3887,0,0-2,-1.33971666666666,0.746426483211628,0.0340652842592593,15.1387333333333,,MSMEG_3887,0.746426483211628,15.1387333333333
MSMEG_1354,0,0-2,-1.33965,0.746463628559698,0.151660531666666,10.8694333333333,,MSMEG_1354,0.746463628559698,10.8694333333333
MSMEG_3281,0,0-2,-1.33943333333333,0.746584376477617,0.0180321325925926,13.0406666666667,,MSMEG_3281,0.746584376477617,13.0406666666667
MSMEG_0807,1,1-4,-1.33929999999999,0.746658702307181,0.0897558844444443,13.7884666666667,,MSMEG_0807,0.746658702307181,13.7884666666667
MSMEG_3054,1,1-4,-1.33928095238095,0.746669321490922,0.0341482856084657,16.3773333333333,,MSMEG_3054,0.746669321490922,16.3773333333333
MSMEG_4053,0,0-2,-1.3387,0.746993351759169,0.0555231572839508,12.9086,,MSMEG_4053,0.746993351759169,12.9086
MSMEG_3205,0,0-2,-1.33781666666666,0.747486576386903,0.0466845333950617,15.1913666666667,,MSMEG_3205,0.747486576386903,15.1913666666667
MSMEG_2806,0,0-2,-1.33741666666666,0.747710137703287,0.0635649230246912,11.8155666666667,,MSMEG_2806,0.747710137703287,11.8155666666667
MSMEG_5201,0,0-2,-1.3373,0.747775368279369,0.0858302491358022,13.1024333333333,,MSMEG_5201,0.747775368279369,13.1024333333333
MSMEG_6463,0,0-2,-1.33728333333333,0.74778468786221,0.039422023765432,14.2189666666667,,MSMEG_6463,0.74778468786221,14.2189666666667
MSMEG_5072,0,0-2,-1.33706666666666,0.747905863581974,0.0980113348148148,14.6074,,MSMEG_5072,0.747905863581974,14.6074
MSMEG_0705,0,0-2,-1.33688333333333,0.748008427561619,0.268151130432099,9.78283333333333,,MSMEG_0705,0.748008427561619,9.78283333333333
MSMEG_6724,1,1-4,-1.33644523809523,0.748253629475497,0.10899507484127,14.9953,,MSMEG_6724,0.748253629475497,14.9953
MSMEG_5539,0,0-2,-1.33625,0.748362956033676,0.191080090432098,12.3924,,MSMEG_5539,0.748362956033676,12.3924
MSMEG_6748,1,1-4,-1.33575476190476,0.748640415531081,0.0894026763227512,13.7590666666667,,MSMEG_6748,0.748640415531081,13.7590666666667
MSMEG_3488,0,0-2,-1.33548333333333,0.748792571977688,0.185480488703703,11.4426,,MSMEG_3488,0.748792571977688,11.4426
MSMEG_6154,0,0-2,-1.33531666666666,0.748886032027363,0.0278793956172838,15.4669666666667,,MSMEG_6154,0.748886032027363,15.4669666666667
MSMEG_6359,1,1-4,-1.33515952380952,0.748974172873941,0.205176577698412,11.3236333333333,,MSMEG_6359,0.748974172873941,11.3236333333333
MSMEG_5694,0,0-2,-1.33496666666666,0.749082374091741,0.144053772098765,13.4018333333333,,MSMEG_5694,0.749082374091741,13.4018333333333
MSMEG_2366,1,1-4,-1.3340119047619,0.749618497728837,0.0322990311375661,14.9212333333333,,MSMEG_2366,0.749618497728837,14.9212333333333
MSMEG_3896,1,1-4,-1.33374285714285,0.749769713587973,0.0772138282539682,13.2222666666667,,MSMEG_3896,0.749769713587973,13.2222666666667
MSMEG_0025,0,0-2,-1.33368333333333,0.749803176666127,0.0431972487037037,13.5640666666667,,MSMEG_0025,0.749803176666127,13.5640666666667
MSMEG_5877,0,0-2,-1.33326666666666,0.750037501875098,0.0106839520987654,14.8829333333333,,MSMEG_5877,0.750037501875098,14.8829333333333
MSMEG_0001,0,0-2,-1.3331,0.75013127297277,0.018489604691358,16.3698666666667,,MSMEG_0001,0.75013127297277,16.3698666666667
MSMEG_5418,0,0-2,-1.33303333333333,0.750168787977297,0.0927602824691357,15.3692333333333,,MSMEG_5418,0.750168787977297,15.3692333333333
VBIMycSme59918_3638,0,0-2,-1.33301666666666,0.750178167314741,0.0692624467283949,15.7391,,VBIMycSme59918_3638,0.750178167314741,15.7391
MSMEG_2434,0,0-2,-1.33206666666666,0.750713177518646,0.0712498543209876,13.4756,,MSMEG_2434,0.750713177518646,13.4756
MSMEG_3656,1,1-4,-1.33167619047619,0.750933302819218,0.109697695661375,14.1215666666667,,MSMEG_3656,0.750933302819218,14.1215666666667
MSMEG_1955,1,1-4,-1.3312119047619,0.751195205228321,0.121908131137566,13.0552,,MSMEG_1955,0.751195205228321,13.0552
MSMEG_2377,0,0-2,-1.33033333333333,0.751691305437236,0.0376294970370369,12.5594,,MSMEG_2377,0.751691305437236,12.5594
MSMEG_0760,1,1-4,-1.3301738095238,0.751781453551546,0.114648284365079,14.9234,,MSMEG_0760,0.751781453551546,14.9234
MSMEG_3003,0,0-2,-1.32983333333333,0.751973931570374,0.0450005370370371,15.5915666666667,,MSMEG_3003,0.751973931570374,15.5915666666667
MSMEG_1692,0,0-2,-1.32971666666666,0.752039908251135,0.23510079191358,11.2063666666667,,MSMEG_1692,0.752039908251135,11.2063666666667
MSMEG_1311,1,1-4,-1.32970476190476,0.752046641216454,0.0681128379894179,14.6309333333333,,MSMEG_1311,0.752046641216454,14.6309333333333
MSMEG_5672,0,0-2,-1.32891666666666,0.752492631842984,0.0314538642592593,17.1856666666667,,MSMEG_5672,0.752492631842984,17.1856666666667
MSMEG_1136,0,0-2,-1.32853333333333,0.752709755118428,0.0240057817283951,14.5722333333333,,MSMEG_1136,0.752709755118428,14.5722333333333
MSMEG_2002,0,0-2,-1.32741666666666,0.753342959382263,0.0751400341358022,14.1784,,MSMEG_2002,0.753342959382263,14.1784
MSMEG_5839,1,1-4,-1.32683571428571,0.753672809100063,0.083572646904762,14.9208,,MSMEG_5839,0.753672809100063,14.9208
MSMEG_6105,1,1-4,-1.32678809523809,0.753699858771006,0.0735309763227511,16.5946333333333,,MSMEG_6105,0.753699858771006,16.5946333333333
MSMEG_4656,1,1-4,-1.32633571428571,0.753956927517815,0.240635378015873,12.1525333333333,,MSMEG_4656,0.753956927517815,12.1525333333333
MSMEG_5612,0,0-2,-1.32526666666666,0.754565118969771,0.0650562592592592,13.7358666666667,,MSMEG_5612,0.754565118969771,13.7358666666667
MSMEG_4491,0,0-2,-1.32516666666666,0.754622060118228,0.0716888614814813,14.1738666666667,,MSMEG_4491,0.754622060118228,14.1738666666667
MSMEG_4590,1,1-4,-1.32505476190476,0.754685790165008,0.258121914841269,11.2537666666667,,MSMEG_4590,0.754685790165008,11.2537666666667
MSMEG_0398,0,0-2,-1.32505,0.754688502320667,0.0231839245061728,14.1478,,MSMEG_0398,0.754688502320667,14.1478
MSMEG_3031,1,1-4,-1.32474047619047,0.75486483426224,0.18269401547619,13.8653333333333,,MSMEG_3031,0.75486483426224,13.8653333333333
MSMEG_0977,0,0-2,-1.32445,0.755030389973196,0.016931526728395,14.5541,,MSMEG_0977,0.755030389973196,14.5541
MSMEG_1918,1,1-4,-1.32442142857142,0.755046678064281,0.111061003730158,15.6141333333333,,MSMEG_1918,0.755046678064281,15.6141333333333
MSMEG_5662,0,0-2,-1.32425,0.755144421370587,0.0796957526543212,14.6958666666667,,MSMEG_5662,0.755144421370587,14.6958666666667
MSMEG_2804,0,0-2,-1.32376666666666,0.755420139500923,0.0681464113580246,14.4236,,MSMEG_2804,0.755420139500923,14.4236
MSMEG_6882,0,0-2,-1.32328333333333,0.755696059045054,0.251796638580247,12.6051333333333,,MSMEG_6882,0.755696059045054,12.6051333333333
MSMEG_6376,0,0-4,-1.32314761904761,0.755773570238362,0.398137357539682,11.1455666666667,,MSMEG_6376,0.755773570238362,11.1455666666667
MSMEG_5145,0,0-2,-1.32285,0.755943606606947,0.283138932654321,11.2447666666667,,MSMEG_5145,0.755943606606947,11.2447666666667
MSMEG_4274,0,0-2,-1.32268333333333,0.756038860397426,0.031462809691358,14.4198333333333,,MSMEG_4274,0.756038860397426,14.4198333333333
MSMEG_4982,0,0-2,-1.32256666666666,0.75610555233511,0.103760466172839,12.3475333333333,,MSMEG_4982,0.75610555233511,12.3475333333333
MSMEG_5623,2,2-8,-1.32243214285714,0.756182466829248,0.355649644682539,8.13203333333333,,MSMEG_5623,0.756182466829248,8.13203333333333
MSMEG_2421,0,0-2,-1.32196666666666,0.756448725383902,0.0907412881481479,12.7967666666667,,MSMEG_2421,0.756448725383902,12.7967666666667
ORF39,0,0-2,-1.32073333333333,0.757155115844735,0.444717059259259,8.73226666666667,,ORF39,0.757155115844735,8.73226666666667
MSMEG_4761,0,0-2,-1.32051666666666,0.757279347730059,0.107506730432098,11.342,,MSMEG_4761,0.757279347730059,11.342
MSMEG_5009,1,1-4,-1.31989047619047,0.75763862080909,0.0532326845502645,13.5129666666667,,MSMEG_5009,0.75763862080909,13.5129666666667
MSMEG_3475,1,1-4,-1.31966904761904,0.757765745740729,0.455059069126984,11.3079666666667,,MSMEG_3475,0.757765745740729,11.3079666666667
MSMEG_4601,0,0-2,-1.31901666666666,0.758140533983653,0.0994852531481482,12.9545333333333,,MSMEG_4601,0.758140533983653,12.9545333333333
MSMEG_5462,0,0-2,-1.31871666666666,0.758313006331917,0.051040246728395,12.6125,,MSMEG_5462,0.758313006331917,12.6125
MSMEG_5676,0,0-2,-1.31865,0.758351344177758,0.0145308785802468,14.1552,,MSMEG_5676,0.758351344177758,14.1552
MSMEG_3964,1,1-4,-1.31862857142857,0.758363667880049,0.0995755165079366,13.4432666666667,,MSMEG_3964,0.758363667880049,13.4432666666667
MSMEG_5267,0,0-2,-1.3183,0.758552681483729,0.0499122977777778,13.1597666666667,,MSMEG_5267,0.758552681483729,13.1597666666667
MSMEG_0388,1,1-4,-1.31823571428571,0.758589673427148,0.0746685357936508,15.2871666666667,,MSMEG_0388,0.758589673427148,15.2871666666667
MSMEG_6473,1,1-4,-1.31765238095238,0.758925506040686,0.142090412275132,11.9720666666667,,MSMEG_6473,0.758925506040686,11.9720666666667
MSMEG_0595,0,0-2,-1.3176,0.758955676988464,0.0600516676543209,12.4423,,MSMEG_0595,0.758955676988464,12.4423
MSMEG_1651,1,1-4,-1.31719999999999,0.759186152444585,0.100333293333333,16.0064333333333,,MSMEG_1651,0.759186152444585,16.0064333333333
MSMEG_6574,0,0-2,-1.31718333333333,0.759195758626364,0.124403713395061,12.7574,,MSMEG_6574,0.759195758626364,12.7574
MSMEG_6888,0,0-4,-1.31676571428571,0.759436541482596,0.199235421317459,11.9319,,MSMEG_6888,0.759436541482596,11.9319
MSMEG_3457,0,0-2,-1.31671666666666,0.75946483044948,0.0567879309259258,13.8761666666667,,MSMEG_3457,0.75946483044948,13.8761666666667
MSMEG_1921,0,0-4,-1.31657714285714,0.759545314473463,0.142703452746031,12.8422333333333,,MSMEG_1921,0.759545314473463,12.8422333333333
MSMEG_5544,0,0-4,-1.31635619047619,0.759672805305266,0.0811858555238095,13.0578333333333,,MSMEG_5544,0.759672805305266,13.0578333333333
MSMEG_6698,0,0-2,-1.31603333333333,0.759859172766649,0.0448203387654322,14.0202,,MSMEG_6698,0.759859172766649,14.0202
MSMEG_6278,1,1-4,-1.31558333333333,0.760119085323369,0.0600842642592591,13.7646666666667,,MSMEG_6278,0.760119085323369,13.7646666666667
MSMEG_5502,1,1-4,-1.31554999999999,0.760138345178828,0.249429509444444,13.3139666666667,,MSMEG_5502,0.760138345178828,13.3139666666667
MSMEG_3465,0,0-2,-1.31531666666666,0.76027319150015,0.0411951245061728,15.3921,,MSMEG_3465,0.76027319150015,15.3921
MSMEG_3494,0,0-2,-1.31503333333333,0.760436997794735,0.0373400758024691,16.2938666666667,,MSMEG_3494,0.760436997794735,16.2938666666667
MSMEG_1132,0,0-2,-1.31493333333333,0.760494828635167,0.0915848609876544,13.3807333333333,,MSMEG_1132,0.760494828635167,13.3807333333333
MSMEG_5031,0,0-2,-1.3148,0.76057195010648,0.124931949135802,11.0009333333333,,MSMEG_5031,0.76057195010648,11.0009333333333
MSMEG_0044,0,0-2,-1.3141,0.760977094589453,0.0777053883950618,14.6681333333333,,MSMEG_0044,0.760977094589453,14.6681333333333
MSMEG_3594,0,0-2,-1.31406666666666,0.760996397950387,0.0417778348148147,13.4757,,MSMEG_3594,0.760996397950387,13.4757
MSMEG_3123,1,1-4,-1.31383809523809,0.761128790240157,0.123176046137565,15.4896333333333,,MSMEG_3123,0.761128790240157,15.4896333333333
MSMEG_4932,0,0-2,-1.31303333333333,0.761595288263819,0.0284211572839507,17.2312666666667,,MSMEG_4932,0.761595288263819,17.2312666666667
MSMEG_2095,0,0-2,-1.31295,0.761643626946952,0.0278392778395061,13.6722333333333,,MSMEG_2095,0.761643626946952,13.6722333333333
MSMEG_0890,0,0-2,-1.31198333333333,0.762204804430953,0.0437129889506174,12.0587666666667,,MSMEG_0890,0.762204804430953,12.0587666666667
MSMEG_1110,1,1-4,-1.31139523809523,0.762546615200827,0.0549241298412697,13.178,,MSMEG_1110,0.762546615200827,13.178
MSMEG_1824,0,0-2,-1.31121666666666,0.762650464581245,0.0154244993209876,15.7253,,MSMEG_1824,0.762650464581245,15.7253
MSMEG_0235,0,0-2,-1.31071666666666,0.762941393385302,0.0759374741358024,13.1868666666667,,MSMEG_0235,0.762941393385302,13.1868666666667
MSMEG_5164,1,1-4,-1.31066428571428,0.76297188448606,0.146077486904762,11.6851666666667,,MSMEG_5164,0.76297188448606,11.6851666666667
MSMEG_6497,0,0-2,-1.31009999999999,0.763300511411348,0.043679358765432,11.8590666666667,,MSMEG_6497,0.763300511411348,11.8590666666667
MSMEG_3907,0,0-2,-1.30983333333333,0.763455910421175,0.14384491037037,13.7119666666667,,MSMEG_3907,0.763455910421175,13.7119666666667
MSMEG_1684,0,0-2,-1.3098,0.763475339746526,0.0303817646913579,15.4602333333333,,MSMEG_1684,0.763475339746526,15.4602333333333
MSMEG_4088,0,0-2,-1.3096,0.763591936469151,0.364025048888889,11.0080333333333,,MSMEG_4088,0.763591936469151,11.0080333333333
MSMEG_3692,1,1-4,-1.30930476190476,0.763764120543801,0.209462312063492,11.9877,,MSMEG_3692,0.763764120543801,11.9877
MSMEG_5746,1,1-4,-1.3087119047619,0.764110111905748,0.0599692489153439,11.1187333333333,,MSMEG_5746,0.764110111905748,11.1187333333333
MSMEG_6577,1,1-4,-1.3082238095238,0.764395199598152,0.0882728667724866,12.5677333333333,,MSMEG_6577,0.764395199598152,12.5677333333333
MSMEG_4555,1,1-4,-1.30726904761904,0.764953474436899,0.183747794312169,14.0537,,MSMEG_4555,0.764953474436899,14.0537
MSMEG_6587,1,1-4,-1.30708095238095,0.765063554922457,0.134660525608465,15.4107,,MSMEG_6587,0.765063554922457,15.4107
MSMEG_4454,1,1-4,-1.30680238095238,0.765226643734161,0.21124932542328,12.3508,,MSMEG_4454,0.765226643734161,12.3508
MSMEG_4467,1,1-4,-1.30594761904761,0.765727495815851,0.185987676719576,12.0627333333333,,MSMEG_4467,0.765727495815851,12.0627333333333
MSMEG_6094,0,0-2,-1.30538333333333,0.76605850133422,0.0200051198148148,15.4076666666667,,MSMEG_6094,0.76605850133422,15.4076666666667
MSMEG_6837,0,0-2,-1.30493333333333,0.766322672933485,0.0518624320987653,10.2989666666667,,MSMEG_6837,0.766322672933485,10.2989666666667
MSMEG_3476,0,0-2,-1.30436666666666,0.766655592752553,0.0289455335802468,14.8574333333333,,MSMEG_3476,0.766655592752553,14.8574333333333
MSMEG_6371,0,0-2,-1.30431666666666,0.766684981919016,0.154498247469135,10.9145666666667,,MSMEG_6371,0.766684981919016,10.9145666666667
MSMEG_6320,1,1-4,-1.30410714285714,0.766808161029715,0.290210751031746,10.2116666666667,,MSMEG_6320,0.766808161029715,10.2116666666667
MSMEG_2512,1,1-4,-1.30374523809523,0.767021018202144,0.0969970303968254,13.8751,,MSMEG_2512,0.767021018202144,13.8751
MSMEG_2972,0,0-2,-1.30348333333333,0.767175133296681,0.197089087469135,10.6571,,MSMEG_2972,0.767175133296681,10.6571
MSMEG_3040,0,0-2,-1.3027,0.767636447378522,0.0303194809876543,14.1343,,MSMEG_3040,0.767636447378522,14.1343
MSMEG_2444,0,0-2,-1.30238333333333,0.767823093559246,0.103828824259259,12.5729666666667,,MSMEG_2444,0.767823093559246,12.5729666666667
MSMEG_5435,1,1-4,-1.30220238095238,0.76792978927641,0.149901593571428,17.4768333333333,,MSMEG_5435,0.76792978927641,17.4768333333333
MSMEG_4849,1,1-4,-1.30194285714285,0.768082865168544,0.0820245949206349,11.8588,,MSMEG_4849,0.768082865168544,11.8588
MSMEG_6053,0,0-2,-1.30145,0.76837373698567,0.0330510008024691,13.3478333333333,,MSMEG_6053,0.76837373698567,13.3478333333333
MSMEG_3752,1,1-4,-1.30133095238095,0.768444028915452,0.0818989409788361,13.4104,,MSMEG_3752,0.768444028915452,13.4104
MSMEG_1835,1,1-4,-1.30126666666666,0.768481991905327,0.0811855674074078,14.1094333333333,,MSMEG_1835,0.768481991905327,14.1094333333333
MSMEG_5202,1,1-4,-1.30090476190476,0.768695779494126,0.241092648359788,12.1959666666667,,MSMEG_5202,0.768695779494126,12.1959666666667
MSMEG_4216,1,1-4,-1.30079761904761,0.768759094694652,0.0800241476455026,15.0409333333333,,MSMEG_4216,0.768759094694652,15.0409333333333
