,No zero values in 0-15 minute timepoints,half-life for 0-15 minutes,Fold change half-life hypoxia/con no atc,hyp_1_5_slope,hyp_1_5_r2,hyp_1_5_mse,log2 hypoxia half-life,log2 con no atc half-life,con no atc half-life
MSMEG_0202,pass,18.71,23.14,-0.0534582582582582,0.346590762679355,0.143526507183182,4.23,-0.306645551818966,0.808519485319597
MSMEG_0790,pass,20.60,23.14,-0.0485397897897898,0.211267096224438,0.234330111156156,4.36,-0.167871708029162,0.890154886950329
MSMEG_4289,pass,25.16,23.15,-0.0397441441441441,0.286504244650079,0.104795070042041,4.65,0.120406248550718,1.08704091932604
MSMEG_3503,pass,25.67,23.17,-0.038954054054054,0.16669709381064,0.202075849717717,4.68,0.147974520565861,1.10801277908072
MSMEG_6432,pass,19.56,23.17,-0.0511343843843844,0.480111377652715,0.0754273064594594,4.29,-0.244669638425216,0.844009042954038
MSMEG_0451,pass,25.83,23.17,-0.0387219219219219,0.0891943428798652,0.40788378381982,4.69,0.156460189324805,1.11454911181051
MSMEG_6044,pass,13.41,23.18,-0.074559009009009,0.388710455309149,0.232892348393393,3.75,-0.789506692675651,0.578541881611047
MSMEG_2656,pass,19.41,23.18,-0.0515205705705705,0.481321163561138,0.0762007276606606,4.28,-0.256392475371008,0.83717870775487
MSMEG_0857,pass,54.74,23.19,-0.0182675675675675,0.033800331044216,0.2541216086006,5.77,1.23911198350167,2.36053190652294
MSMEG_2936,pass,37.66,23.19,-0.0265527027027027,0.111189212833646,0.150140669294294,5.23,0.699522009489045,1.62396665455136
MSMEG_4700,pass,29.96,23.20,-0.033377027027027,0.197219083413326,0.120802973762762,4.91,0.369097561567921,1.29154468744619
MSMEG_2675,pass,21.35,23.21,-0.0468357357357357,0.206910632883402,0.223989795135135,4.42,-0.120358260476846,0.919959171335826
MSMEG_1938,pass,20.95,23.21,-0.0477412912912912,0.329889996803876,0.123338737246246,4.39,-0.148078782945127,0.90245144488923
MSMEG_4916,pass,21.30,23.22,-0.0469445945945945,0.466487820008222,0.067144344177177,4.41,-0.124265106319131,0.91747127441129
MSMEG_2417,pass,15.27,23.22,-0.0655001501501501,0.557301004910973,0.0907898966216215,3.93,-0.604814626309314,0.657555864850353
MSMEG_4259,pass,21.15,23.24,-0.04728003003003,0.385946437781191,0.0947477545315314,4.40,-0.135972580638598,0.910056120127411
MSMEG_2423,pass,22.03,23.24,-0.0453869369369369,0.509197589950058,0.0528952063873873,4.46,-0.0771225251222325,0.947946454567413
VBIMycSme59918_2062,pass,14.98,23.26,-0.0667566066066066,0.56869872643087,0.0900370402372372,3.90,-0.634639731305968,0.644101639238672
MSMEG_6507,pass,34.55,23.27,-0.0289418918918919,0.138845343857212,0.138400572981981,5.11,0.570607207744091,1.48514851485149
MSMEG_6322,pass,29.16,23.27,-0.0342893393393392,0.118592006847563,0.232795200261261,4.87,0.325666767162244,1.25324351356964
MSMEG_4242,pass,11.78,23.27,-0.0848725225225225,0.555482857283435,0.153562896153153,3.56,-0.982023088205785,0.506269301517121
MSMEG_3144,pass,11.14,23.27,-0.0897645645645645,0.636780682698715,0.122439947615615,3.48,-1.06289306192229,0.478671208724582
MSMEG_1540,pass,11.93,23.28,-0.0838328828828829,0.4390959846891,0.23916196115015,3.58,-0.964669708941586,0.512395706123984
MSMEG_5037,pass,29.55,23.28,-0.0338426426426426,0.209196008435791,0.11533954018018,4.89,0.343793494205521,1.26908921697195
MSMEG_0935,pass,19.10,23.30,-0.0523647147147147,0.529402197917199,0.0649345534984983,4.26,-0.286923380631382,0.819648136764149
MSMEG_1178,pass,20.02,23.30,-0.0499460960960961,0.245744344372355,0.203972848549549,4.32,-0.219049743363645,0.85913113204846
MSMEG_4906,pass,41.28,23.32,-0.0242223723723724,0.159546009647748,0.0823371006216214,5.37,0.823975159751441,1.77027704835807
MSMEG_1434,pass,18.60,23.33,-0.0537563063063062,0.25973918138234,0.219401885762762,4.22,-0.326479823267392,0.797479963315928
MSMEG_4325,pass,14.58,23.33,-0.0686079579579579,0.643247796227127,0.0695459052462462,3.87,-0.678913231856702,0.624635629216292
MSMEG_0637,pass,47.49,23.34,-0.0210588588588588,0.051699611872604,0.216701807531531,5.57,1.02470522912845,2.03454364459429
MSMEG_3855,pass,36.98,23.35,-0.0270432432432432,0.0987930257569074,0.177725615339339,5.21,0.663471762468887,1.58388958026926
MSMEG_0608,pass,11.16,23.35,-0.0895864864864864,0.710460581239956,0.0871338573573573,3.48,-1.06469893992154,0.478072412034677
MSMEG_6395,pass,19.02,23.36,-0.0525743243243243,0.366187672312971,0.12744963106006,4.25,-0.296173490335665,0.814409620892324
MSMEG_1419,pass,11.02,23.38,-0.090723123123123,0.640119621994778,0.123272792156156,3.46,-1.08457456192551,0.471531297889897
MSMEG_4497,pass,12.07,23.38,-0.0828797297297297,0.634762444146164,0.10529192772072,3.59,-0.954245950652535,0.516111273590588
MSMEG_5241,pass,50.77,23.38,-0.019698048048048,0.104005325441689,0.0890492890540539,5.67,1.11866726574289,2.17146284213465
MSMEG_2272,pass,10.47,23.39,-0.0955318318318318,0.685261290133886,0.111666882606606,3.39,-1.15995204473292,0.447527411053927
MSMEG_6076,pass,27.54,23.41,-0.0363112612612612,0.18951319775869,0.150218484621621,4.78,0.234238966280136,1.1762860727729
ORF1,pass,16.11,23.42,-0.0620858858858859,0.480267231870046,0.111126369981981,4.01,-0.539944581477515,0.687797329053709
MSMEG_4240,pass,20.95,23.44,-0.0477259759759759,0.446025982298988,0.0753655885135135,4.39,-0.161522260821437,0.894081182571383
MSMEG_6482,pass,14.42,23.44,-0.0693441441441441,0.385805348854488,0.203934917153153,3.85,-0.700676448673002,0.615283645760698
MSMEG_5878,pass,16.71,23.44,-0.0598369369369369,0.42141680559126,0.130956449609609,4.06,-0.488069346508611,0.712978586876444
MSMEG_1014,pass,14.39,23.45,-0.0694995495495495,0.539408464948013,0.10987436915015,3.85,-0.704635921419028,0.613597316534404
MSMEG_3575,pass,25.09,23.45,-0.0398564564564564,0.287411099560182,0.104922131711711,4.65,0.0975533304184896,1.06995738003103
MSMEG_6902,pass,22.07,23.46,-0.0453087087087087,0.266350307001789,0.150637510246246,4.46,-0.0880737356756142,0.940778023425373
MSMEG_6590,pass,10.34,23.47,-0.0967466966966966,0.481229363990504,0.268800317642642,3.37,-1.18290413145547,0.44046395536632
MSMEG_5264,pass,24.79,23.47,-0.0403315315315315,0.176834353766374,0.201717810846846,4.63,0.078919181676312,1.05622645495194
MSMEG_2917,pass,27.19,23.49,-0.0367807807807807,0.0866264835327718,0.379991461981981,4.76,0.210884855505582,1.15739783897289
MSMEG_4681,pass,17.18,23.49,-0.058204054054054,0.576972536948976,0.0661689300510511,4.10,-0.451364991096606,0.731350560702098
MSMEG_5807,pass,27.11,23.49,-0.0368864864864865,0.157701371016099,0.193597357357357,4.76,0.206530148603514,1.15390955547008
MSMEG_2874,pass,45.03,23.50,-0.0222094594594594,0.0493561371891783,0.253096933882882,5.49,0.937878288092205,1.91570881226054
MSMEG_4475,pass,27.00,23.52,-0.0370375375375375,0.148127594225463,0.210163363795795,4.75,0.199282982432224,1.14812759524675
MSMEG_0044,pass,17.90,23.52,-0.0558678678678678,0.463805993245458,0.0961266957837837,4.16,-0.394075065625737,0.760977094589453
MSMEG_3290,pass,27.47,23.54,-0.0364043543543543,0.192871846002463,0.147745596561561,4.78,0.222400436331165,1.16667314818416
MSMEG_0837,pass,25.74,23.55,-0.0388435435435435,0.211723998779593,0.149651171711711,4.69,0.128828489334362,1.09340546338263
MSMEG_2392,pass,13.07,23.55,-0.0765187687687687,0.389228130910367,0.244762551948949,3.71,-0.849665726915565,0.554913294797689
MSMEG_5609,pass,27.62,23.55,-0.0362022522522522,0.289102941729318,0.0858538167537537,4.79,0.229849555163456,1.17271265189421
MSMEG_5590,pass,27.58,23.56,-0.0362594594594594,0.143788276306825,0.208561702882882,4.79,0.227381541956567,1.17070821157039
MSMEG_5229,pass,21.88,23.57,-0.045704054054054,0.232121572063755,0.18408594605105,4.45,-0.107377969812372,0.928273623237608
MSMEG_4932,pass,17.96,23.58,-0.0556885885885885,0.43436707836197,0.107583190486486,4.17,-0.392903541687212,0.761595288263819
MSMEG_4251,pass,21.47,23.59,-0.0465701201201201,0.36690876721534,0.099691274171171,4.42,-0.135556758459353,0.910318459741172
MSMEG_1404,pass,19.07,23.60,-0.0524474474474475,0.454161191681995,0.0880718913153155,4.25,-0.307983568015632,0.807769977882489
MSMEG_5538,pass,29.61,23.61,-0.0337752252252252,0.155088075102564,0.165563180981982,4.89,0.326473726691486,1.25394470103868
MSMEG_5901,pass,16.39,23.62,-0.0610280780780781,0.586877127082888,0.0698434468198198,4.03,-0.527573219757102,0.693720671719817
MSMEG_1900,pass,17.26,23.62,-0.0579312312312312,0.406984210438926,0.130271206282282,4.11,-0.452613004867956,0.730718174178859
MSMEG_6920,pass,20.41,23.65,-0.0489968468468468,0.617484046833012,0.0396181594684683,4.35,-0.212797578910674,0.86286240220893
MSMEG_3815,pass,24.53,23.66,-0.0407678678678678,0.342478613988872,0.085005425117117,4.62,0.0518726534441556,1.03660959554949
MSMEG_1501,pass,19.29,23.67,-0.0518394894894895,0.45002312055907,0.0874913782792794,4.27,-0.294958869632558,0.815095569955577
MSMEG_4379,pass,12.19,23.67,-0.0820587087087087,0.632260624328343,0.104334412801801,3.61,-0.957716531664074,0.514871196389038
MSMEG_3530,pass,16.19,23.68,-0.0617518018018018,0.328328454505513,0.207817404513513,4.02,-0.548253413693073,0.6838475215412
MSMEG_2693,pass,27.29,23.69,-0.0366424924924924,0.277571634030219,0.0930944828318316,4.77,0.203983760098069,1.15187467603525
MSMEG_4599,pass,12.77,23.70,-0.0783169669669669,0.368347193652046,0.280199273486486,3.67,-0.892157844235041,0.538807618739729
MSMEG_0119,pass,9.69,23.71,-0.103162312312312,0.707484253651999,0.117221919228228,3.28,-1.29061116750362,0.408777822440541
MSMEG_0374,pass,25.01,23.73,-0.0399786786786787,0.159186913592872,0.224896757045045,4.64,0.0762585924430806,1.05428037833605
MSMEG_6544,pass,16.63,23.75,-0.0601364864864865,0.424813036080291,0.130443223024023,4.06,-0.514214859068796,0.700173876512671
MSMEG_6921,pass,12.08,23.76,-0.0827575075075075,0.490051844106986,0.189859801498498,3.59,-0.975471223073675,0.508573705044204
MSMEG_6180,pass,17.33,23.77,-0.0577015015015015,0.584359746272746,0.0630878546066066,4.12,-0.455772153918775,0.729119830844203
MSMEG_3173,pass,51.59,23.78,-0.0193818318318317,0.0557212269855212,0.169591241162161,5.69,1.11726566434855,2.16935425554993
MSMEG_3644,pass,23.64,23.79,-0.0423036036036035,0.36089085625905,0.084428310942943,4.56,-0.00941883938332725,0.993492623317272
MSMEG_2246,pass,18.35,23.80,-0.0545043543543543,0.257885592371811,0.227740569894895,4.20,-0.375363856402052,0.770910959784149
MSMEG_1063,pass,10.98,23.82,-0.0910719219219219,0.478352140633028,0.240953329486486,3.46,-1.11718524468262,0.460992362893189
MSMEG_3215,pass,22.56,23.83,-0.0443267267267267,0.235619045684871,0.169810683459459,4.50,-0.0789285767964233,0.946760501151895
MSMEG_5166,pass,33.93,23.83,-0.0294704204204204,0.0882399590393517,0.239068380957958,5.08,0.509943375535685,1.42399430402278
MSMEG_6041,pass,29.53,23.83,-0.0338584084084084,0.240180551426093,0.0966139564054055,4.88,0.30938496055603,1.23917930924605
MSMEG_4079,pass,21.22,23.84,-0.0471268768768768,0.223087514777106,0.206047986711711,4.41,-0.168024583505437,0.890060566502365
MSMEG_2268,pass,35.60,23.84,-0.0280864864864864,0.243752199608125,0.0651995546906906,5.15,0.578525972433467,1.49332271414959
MSMEG_4723,pass,22.90,23.87,-0.0436587087087086,0.297490716776403,0.119909790135135,4.52,-0.0594245031648085,0.959646849959215
MSMEG_5969,pass,10.59,23.87,-0.0944313813813813,0.646374039392115,0.129965218387387,3.40,-1.17271151908809,0.44358684321423
MSMEG_3441,pass,37.67,23.89,-0.0265459459459459,0.195709438051144,0.0771492723843843,5.24,0.657066046992333,1.57687253613666
MSMEG_1350,pass,12.22,23.89,-0.0818174174174173,0.427093282325404,0.23921418454054,3.61,-0.967021009697225,0.511561285041948
MSMEG_2686,pass,21.55,23.89,-0.0464025525525525,0.3195083442832,0.122168308981982,4.43,-0.148859748863568,0.90196305817018
MSMEG_2337,pass,29.46,23.90,-0.0339484984984985,0.0688495751537934,0.415234990495495,4.88,0.301692606485376,1.23258967089856
MSMEG_1367,pass,32.34,23.91,-0.0309231231231231,0.295764139869533,0.0606559681561562,5.02,0.435559114501504,1.35243486577084
MSMEG_0391,pass,14.34,23.93,-0.0697591591591591,0.461212591266879,0.151444315831831,3.84,-0.739200040230892,0.599071439269133
MSMEG_2553,pass,10.21,23.95,-0.0979039039039038,0.571152309863254,0.191727927327327,3.35,-1.22924951108209,0.426539273603617
MSMEG_0500,pass,19.07,23.95,-0.0524516516516517,0.31655370535796,0.158237549549549,4.25,-0.32910445593188,0.796030461432326
MSMEG_0867,pass,30.78,23.95,-0.0324855855855856,0.144989747295604,0.165786685753753,4.94,0.361818895850561,1.28504501329104
MSMEG_3779,pass,20.73,23.96,-0.048228078078078,0.257507419638694,0.178663773486486,4.37,-0.208850167024617,0.86522654515041
MSMEG_1165,pass,34.20,23.98,-0.0292417417417417,0.151328315044294,0.127749794738738,5.10,0.512342156441346,1.42636396053726
MSMEG_5286,pass,15.93,23.98,-0.062781081081081,0.221487919770756,0.36906861242042,3.99,-0.590322562768327,0.664194387557427
MSMEG_1834,pass,16.70,23.99,-0.0598692192192192,0.56277721787847,0.0741835623153153,4.06,-0.5220724934352,0.696370747786125
MSMEG_5193,pass,35.21,24.01,-0.0284024024024023,0.111951240616959,0.170471692912912,5.14,0.552262128946438,1.46638316592126
MSMEG_3848,pass,19.14,24.01,-0.0522524024024024,0.283049415932386,0.184235664801801,4.26,-0.327323291604837,0.797013854757511
MSMEG_0925,pass,20.70,24.02,-0.0483178678678678,0.257810487873129,0.17904573345045,4.37,-0.214642921731505,0.861759425493721
MSMEG_6113,pass,23.04,24.02,-0.0434076576576576,0.245475886498123,0.154287666171171,4.53,-0.0600704481544815,0.959217278700586
MSMEG_1738,pass,11.18,24.02,-0.0894250750750751,0.683218912641378,0.0987761768498498,3.48,-1.10311712312039,0.465509616652831
MSMEG_4976,pass,28.75,24.04,-0.0347768768768768,0.23123008199419,0.107119225489489,4.85,0.25819507602528,1.19598150215277
MSMEG_1657,pass,16.94,24.05,-0.0590246246246246,0.50113955369918,0.0923891724684684,4.08,-0.505704654260621,0.704316284966372
VBIMycSme59918_0071,pass,22.88,24.06,-0.0437051051051051,0.372538633242223,0.0857065932612612,4.52,-0.0725037304349176,0.95098617266105
MSMEG_5170,pass,12.34,24.07,-0.0810181681681682,0.560081745906287,0.137347141162162,3.63,-0.963572766417294,0.512785450567483
MSMEG_0073,pass,22.98,24.07,-0.0435207207207206,0.373779587337341,0.0845352843843843,4.52,-0.067031566412683,0.954600127098195
MSMEG_4366,pass,30.57,24.07,-0.0327088588588588,0.306810686489756,0.0643941451981982,4.93,0.344879370069515,1.27004478419822
MSMEG_4563,pass,14.64,24.07,-0.0682993993993994,0.338715131644388,0.242617417945946,3.87,-0.717371174533086,0.608204681148697
MSMEG_3283,pass,25.69,24.08,-0.0389183183183183,0.246533352275529,0.123319201549549,4.68,0.0938790470029049,1.06723585912487
MSMEG_4198,pass,23.09,24.08,-0.0433078078078078,0.393901854558322,0.0768814475315313,4.53,-0.0604328416384122,0.958976361232697
MSMEG_2283,pass,19.49,24.08,-0.0512966966966967,0.382221528360552,0.113300191531531,4.28,-0.305056086762658,0.809410748974751
MSMEG_4338,pass,16.96,24.09,-0.0589611111111111,0.376499244529314,0.153369292333333,4.08,-0.506350467630671,0.70400107276354
MSMEG_0866,pass,11.74,24.09,-0.0851453453453453,0.664595087803226,0.0974694094894896,3.55,-1.03667915423045,0.487448208627833
MSMEG_0523,pass,11.39,24.10,-0.0877975975975976,0.653918644378459,0.108681085801801,3.51,-1.08124871752778,0.472619572751908
MSMEG_6290,pass,26.56,24.10,-0.0376472972972973,0.202965001395402,0.148271630627627,4.73,0.140060732984406,1.10195150363906
MSMEG_0414,pass,40.70,24.11,-0.0245711711711711,0.0518721626498072,0.293980468792792,5.35,0.755310067589827,1.68799434119992
MSMEG_6223,pass,10.10,24.11,-0.0990493993993994,0.626674167205865,0.155698404945945,3.34,-1.25607467563393,0.41868157173062
MSMEG_0241,pass,22.17,24.14,-0.0451117117117117,0.407294933559509,0.0788937255015015,4.47,-0.123016571036164,0.91826561488815
MSMEG_4218,pass,21.77,24.15,-0.0459375375375375,0.377981125075572,0.092513070018018,4.44,-0.149996352329804,0.901252741310427
MSMEG_2124,pass,22.68,24.16,-0.0440863363363363,0.182643816852866,0.231712048981982,4.50,-0.0910566126274773,0.938834905881801
MSMEG_1842,pass,15.35,24.16,-0.065153003003003,0.436053221046064,0.146251967648648,3.94,-0.654771580601912,0.635176049628425
MSMEG_1831,pass,11.99,24.17,-0.0834054054054054,0.807187294199967,0.044267393177177,3.58,-1.01118550240445,0.496138389534789
MSMEG_2768,pass,9.01,24.18,-0.111025525525525,0.595663782473891,0.222905787531531,3.17,-1.42483253266636,0.372462598547396
MSMEG_6414,pass,15.48,24.18,-0.0645891891891892,0.633746057607436,0.0642274860420421,3.95,-0.643379059724683,0.6402116966677
MSMEG_1003,pass,19.21,24.19,-0.0520602102102102,0.37150967438925,0.122144671156156,4.26,-0.332671111461034,0.794064931823858
MSMEG_2360,pass,24.25,24.21,-0.0412322822822822,0.163406838355959,0.231874533126126,4.60,0.00248219559305351,1.00172200783251
MSMEG_2249,pass,19.32,24.22,-0.0517672672672672,0.352065436186995,0.13138701839039,4.27,-0.326395997203851,0.797526301278095
MSMEG_1363,pass,30.14,24.22,-0.0331753753753753,0.0688579303477953,0.396486035135135,4.91,0.315498406010406,1.2444414946572
MSMEG_1435,pass,24.77,24.22,-0.0403651651651652,0.176147737596492,0.203011180828828,4.63,0.0324624639291399,1.02275632830478
MSMEG_0141,pass,63.34,24.22,-0.0157873873873874,0.0220226515882893,0.294858695495495,5.99,1.38679167631716,2.61496507153798
MSMEG_4626,pass,16.95,24.22,-0.0590057057057057,0.350998043370669,0.171499772732732,4.08,-0.515301549925658,0.699646678427398
MSMEG_3960,pass,14.69,24.23,-0.0680894894894895,0.544587778004526,0.103283552612612,3.88,-0.722116237818659,0.606207565470417
MSMEG_1641,pass,24.97,24.23,-0.0400402402402402,0.325059038210095,0.0886811077957957,4.64,0.043808787315267,1.03083168482076
MSMEG_4487,pass,24.57,24.24,-0.0406944444444444,0.107565344111893,0.366023124777777,4.62,0.0198528041893176,1.01385603244339
MSMEG_6156,pass,20.87,24.24,-0.047927027027027,0.255906473790296,0.177926835207207,4.38,-0.216382431084805,0.860720997288734
MSMEG_4684,pass,17.73,24.25,-0.0563941441441442,0.386092927208421,0.134714093042041,4.15,-0.451716653509284,0.731172312941754
MSMEG_3536,pass,33.60,24.25,-0.0297621621621621,0.103011754277778,0.205476967015015,5.07,0.470295639599362,1.38539333625805
MSMEG_3382,pass,11.81,24.25,-0.0846906906906906,0.474070316343084,0.211977853513513,3.56,-1.03851812403269,0.486827265572389
MSMEG_3872,pass,25.22,24.26,-0.0396533033033033,0.316054998947203,0.0906465918648648,4.66,0.0561483123147481,1.03968631178707
MSMEG_6916,pass,16.40,24.26,-0.0609764264264264,0.560887254156321,0.0775458623513515,4.04,-0.564865895087928,0.676018252492817
MSMEG_2732,pass,33.30,24.26,-0.0300276276276276,0.0826824437276505,0.266491072732732,5.06,0.4568199579491,1.37251313691146
MSMEG_0342,pass,22.01,24.28,-0.0454252252252252,0.192884729981286,0.230020273537537,4.46,-0.141258383888348,0.906727921175125
MSMEG_2783,pass,16.70,24.28,-0.0598744744744745,0.533733790719259,0.0834308933093094,4.06,-0.540043806244805,0.687750025790629
MSMEG_3166,pass,20.47,24.29,-0.048840990990991,0.348268435951018,0.118920792393393,4.36,-0.246732365806586,0.842803163321211
MSMEG_5505,pass,7.31,24.29,-0.136842942942942,0.797439501826547,0.126717338606606,2.87,-1.73317354043302,0.300789572628149
MSMEG_4834,pass,19.78,24.30,-0.0505596096096096,0.286286565957043,0.169771406495495,4.31,-0.296839138758257,0.814033945215515
VBIMycSme59918_5503,pass,14.57,24.31,-0.0686448948948949,0.465863051406449,0.143927924705705,3.86,-0.738911918997537,0.599191092025768
MSMEG_0436,pass,30.70,24.32,-0.0325758258258258,0.166563492129699,0.141454833498498,4.94,0.336154452756854,1.26238717414631
MSMEG_3834,pass,17.84,24.32,-0.0560501501501501,0.310272916135454,0.186046366954954,4.16,-0.447173615732031,0.733478399061151
MSMEG_6564,pass,12.24,24.33,-0.0817003003003003,0.408216802075862,0.257782410486486,3.61,-0.991317756900201,0.503018108651911
MSMEG_1261,pass,14.30,24.34,-0.0699352852852852,0.333233118464592,0.26070705572072,3.84,-0.767711290329168,0.58734851302935
MSMEG_1004,pass,16.40,24.36,-0.0609578078078078,0.37802341842879,0.162872674975976,4.04,-0.570576269618699,0.673347772902244
MSMEG_1225,pass,21.01,24.37,-0.0476039039039039,0.395803964986189,0.0921546153273273,4.39,-0.213970814905497,0.862160985983726
MSMEG_3021,pass,27.62,24.37,-0.0362088588588588,0.253645301223924,0.102773783864865,4.79,0.180483625668323,1.13326371856205
MSMEG_0260,pass,22.89,24.38,-0.0436794294294294,0.330122008122219,0.103135781882883,4.52,-0.0910114635055743,0.938864287167296
MSMEG_3505,pass,32.59,24.39,-0.0306864864864864,0.1740619856806,0.11903428669069,5.03,0.418265416610246,1.33631990225775
MSMEG_1940,pass,24.50,24.39,-0.0408082582582583,0.284358822122798,0.111650058183183,4.61,0.00667586410976857,1.00463807913199
MSMEG_1067,pass,13.41,24.40,-0.0745852852852853,0.486125303085533,0.156656903387387,3.74,-0.863819542086401,0.54949583756903
MSMEG_6197,pass,21.61,24.40,-0.0462696696696697,0.341881192510314,0.109788312648648,4.43,-0.175085038134286,0.885715310010905
MSMEG_4217,pass,24.52,24.41,-0.0407873873873873,0.350090346129857,0.0822732870510511,4.62,0.00612037295557096,1.00425133063301
MSMEG_1917,pass,16.54,24.42,-0.0604716216216216,0.526776061019591,0.0875141191681682,4.05,-0.562241842635649,0.677248950264129
MSMEG_4038,pass,26.95,24.42,-0.0371112612612612,0.139958656413045,0.22545777351051,4.75,0.142125138066589,1.10352945504037
MSMEG_5825,pass,30.14,24.42,-0.0331804804804804,0.174061600832962,0.139169557405405,4.91,0.30362033241296,1.23423775533294
MSMEG_3968,pass,38.76,24.42,-0.0258009009009008,0.0538522299206669,0.311572587267267,5.28,0.666499935223181,1.58721760753399
MSMEG_4480,pass,21.79,24.42,-0.045886036036036,0.504109213270221,0.0551768252942942,4.45,-0.164476758941924,0.892252065457314
VBIMycSme59918_3917,pass,18.81,24.43,-0.0531528528528528,0.434579114008903,0.0979242774054055,4.23,-0.37709994535757,0.769983830339564
MSMEG_2376,pass,20.99,24.44,-0.0476423423423423,0.204062512010284,0.235850153393393,4.39,-0.219625094155073,0.858788576476147
MSMEG_2194,pass,14.85,24.45,-0.0673498498498498,0.402976380818652,0.179027358954955,3.89,-0.719344096132104,0.607373514465614
MSMEG_0439,pass,19.32,24.45,-0.0517536036036036,0.375079843711668,0.118882031276276,4.27,-0.339794363484468,0.790153929510744
MSMEG_3105,pass,13.33,24.46,-0.0750229729729729,0.636511178812266,0.0856264195405406,3.74,-0.875570391878074,0.545038334362851
MSMEG_4911,pass,18.19,24.51,-0.0549810810810811,0.357750174469324,0.14457224042042,4.18,-0.430374490691599,0.742069136107849
VBIMycSme59918_3690,pass,52.18,24.51,-0.019166066066066,0.135317696503068,0.0625319766126126,5.71,1.08998740358697,2.12872177859773
MSMEG_4926,pass,20.20,24.52,-0.0495117117117117,0.328801100330258,0.133311641501501,4.34,-0.27968636435262,0.823770081847443
MSMEG_6443,pass,14.70,24.56,-0.0680198198198198,0.489554335311157,0.128514992024023,3.88,-0.740380736066605,0.598581362171656
MSMEG_4044,pass,14.67,24.60,-0.0681503003003002,0.669692271388853,0.0610257628198197,3.88,-0.745366426581169,0.596516344547841
MSMEG_3864,pass,21.65,24.60,-0.0461827327327327,0.495762867475548,0.0577902142792793,4.44,-0.184104944432213,0.880194984146015
MSMEG_4561,pass,32.44,24.61,-0.0308282282282282,0.193232200603348,0.105706187039039,5.02,0.398588723255208,1.31821776957553
MSMEG_2746,pass,18.33,24.61,-0.0545515015015015,0.454535092278608,0.0951364704954954,4.20,-0.425029547526285,0.74482347683599
MSMEG_2613,pass,17.55,24.61,-0.056968018018018,0.523834023876165,0.0785888796846845,4.13,-0.487640695054963,0.713190457511679
MSMEG_0011,pass,15.69,24.62,-0.0637405405405405,0.380242900480183,0.176411178438438,3.97,-0.650020484477127,0.637271265135195
MSMEG_5194,pass,22.22,24.62,-0.0449965465465465,0.139152993801852,0.333676795504504,4.47,-0.147719148557422,0.902676435631653
MSMEG_1279,pass,19.89,24.62,-0.0502836336336336,0.338643880303073,0.131546613486486,4.31,-0.308186105462582,0.807656584420304
MSMEG_0074,pass,24.51,24.62,-0.0407935435435435,0.261057746783446,0.125484764489489,4.62,-0.0064775640712041,0.995520159283226
MSMEG_5726,pass,17.97,24.63,-0.0556399399399399,0.446515203391939,0.102229672792792,4.17,-0.454712353632514,0.72965563728471
MSMEG_5395,pass,23.02,24.65,-0.0434385885885886,0.305898269831037,0.114059572153152,4.52,-0.0985992209090965,0.933939356204473
MSMEG_2774,pass,13.70,24.66,-0.0730096096096096,0.441502557869273,0.179631392828828,3.78,-0.848264047568744,0.555452693945567
MSMEG_5791,pass,15.09,24.66,-0.0662723723723723,0.571728608594212,0.0876452522882881,3.92,-0.70873168534316,0.611857804246296
MSMEG_2010,pass,11.56,24.67,-0.0865364864864865,0.700051947956861,0.0854768510240239,3.53,-1.09424733205817,0.468380418575969
MSMEG_6194,pass,28.68,24.68,-0.0348662162162161,0.18452875263436,0.143116090927927,4.84,0.216858690564363,1.16220026647592
MSMEG_2338,pass,20.65,24.69,-0.0484261261261261,0.220443300936037,0.220924805105105,4.37,-0.257576202454265,0.83649208678486
MSMEG_4980,pass,32.55,24.69,-0.0307232732732733,0.129216041336204,0.169458429126126,5.02,0.398835070885149,1.3184428812874
MSMEG_3742,pass,18.25,24.71,-0.0547972972972973,0.569319948171843,0.0605133022942943,4.19,-0.437511845853735,0.738407009943885
MSMEG_4403,pass,20.22,24.73,-0.0494548048048047,0.382393613180039,0.105233097318318,4.34,-0.290309244309409,0.817726758550599
MSMEG_2590,pass,14.11,24.73,-0.0708478978978979,0.443211122187211,0.167984054615615,3.82,-0.809304677242068,0.570656826006736
ORF7,pass,16.67,24.74,-0.0599732732732733,0.338898498157708,0.186916751903903,4.06,-0.569312850429078,0.673937705691407
MSMEG_3068,pass,13.01,24.74,-0.0768828828828828,0.482348385442326,0.16899361015015,3.70,-0.927871176327509,0.525633388232822
MSMEG_3264,pass,18.45,24.76,-0.0542112612612612,0.329834328991531,0.15907413351051,4.21,-0.424760884228075,0.744962193168697
MSMEG_5156,pass,12.08,24.77,-0.0827774774774774,0.599492444014195,0.121951064708708,3.59,-1.03569428338215,0.487781083849568
MSMEG_5096,pass,33.57,24.77,-0.0297863363363363,0.125394021347429,0.164855716093093,5.07,0.438508365094577,1.35520242852275
VBIMycSme59918_3280,pass,28.67,24.78,-0.0348855855855856,0.11507446653452,0.24931821642042,4.84,0.210241739037303,1.15688201566308
MSMEG_1931,pass,31.72,24.79,-0.0315262762762762,0.0943405621271908,0.254182725606606,4.99,0.355875631274295,1.27976208613408
MSMEG_4849,pass,19.05,24.80,-0.0525015015015015,0.235848667266829,0.237915982162162,4.25,-0.380666129359336,0.768082865168544
