,half-life best interval,Hypoxia half-life,Fold increase in hypoxia
MSMEG_6874,2.35344517086694,18.6925330908356,7.94262527218759
MSMEG_5867,1.49959296762308,11.9682786704069,7.98101813545921
MSMEG_2752,2.76400346158529,22.2132539081652,8.03662304222471
MSMEG_2164,1.32852113455705,10.7471530533372,8.08956122246446
MSMEG_4326,2.75594167902467,22.2960961745121,8.09019158286496
MSMEG_3984,1.18331525490583,9.57515635108915,8.09180504636624
MSMEG_6422,1.81322879925399,14.7477274991973,8.1334068294442
MSMEG_3647,2.24584518640515,18.3519102795498,8.17149391714088
MSMEG_5834,2.80059746079164,23.0356568448068,8.22526520405233
MSMEG_2669,3.05203723485427,25.2506104126541,8.2733625017061
VBIMycSme59918_0718,2.43783520234032,20.2792816384198,8.31856132807981
MSMEG_4747,1.40670058378074,11.7282015700998,8.33738302615779
MSMEG_2429,1.45083934510494,12.1242351810352,8.35670415331771
MSMEG_4290,4.65566939079554,38.9473684210527,8.36557864225783
MSMEG_4072,1.72671808449407,14.4536582295788,8.37059526935674
MSMEG_6347,1.75700606167091,14.7604420153987,8.40090557306418
ORF35,1.31873431648117,11.1324510949418,8.44176947229746
MSMEG_2183,1.67983067306816,14.1961282511478,8.45092810766397
MSMEG_3013,1.9660528212858,16.6221578855417,8.45458357251602
MSMEG_4691,2.64526937659819,22.4331552603392,8.48048046025021
MSMEG_3289,3.73005585758647,31.6783835462667,8.4927370408775
MSMEG_4690,2.60960334029228,22.1667498751872,8.49429855217172
MSMEG_1060,1.93454779945188,16.4337320857515,8.4948700106597
MSMEG_2525,1.75634479557401,14.9482870071105,8.51102075445561
MSMEG_2582,1.88566579716522,16.0559305689489,8.5147275795564
MSMEG_5151,2.50192111800132,21.356832262285,8.53617330643345
MSMEG_0919,1.87688107053721,16.0525250188003,8.55276621986798
MSMEG_3955,2.01877460381549,17.3149818790655,8.57697627379507
MSMEG_4219,1.85850576136786,15.9575615120868,8.58623193093684
MSMEG_2688,1.38574530001386,11.9149636557828,8.59823493946805
MSMEG_3454,1.19120887847684,10.2444201750473,8.60001999661596
MSMEG_0170,1.34818043790185,11.618616303047,8.61799798929649
MSMEG_3657,2.65886732252061,22.9230700392721,8.62136664177022
MSMEG_4830,1.65390794820906,14.31070122436,8.65265883742586
MSMEG_1112,2.69133294672122,23.3070050498511,8.66002293705259
MSMEG_0231,1.69626377709479,14.7138097720906,8.67424628809271
MSMEG_0383,1.46321325113791,12.697323266987,8.67769838546265
MSMEG_2658,1.64852309992994,14.317346346497,8.68495342716488
MSMEG_2941,2.83755024828564,24.6623735868201,8.6914314915552
MSMEG_0497,1.03037900774502,8.99292718429563,8.72778571447861
MSMEG_6557,1.43170754987115,12.5285937876234,8.750805140862
MSMEG_4162,2.3872566165931,20.9078922584291,8.75812516890922
MSMEG_5152,2.48429570216844,21.7654883018671,8.76123091259583
MSMEG_0918,1.39489468545125,12.2800741967246,8.80358519163186
MSMEG_3015,2.27152267736806,19.9989790311006,8.80421720212486
MSMEG_6648,1.06779751508264,9.42955443231539,8.83084507982359
MSMEG_2542,1.5280506439642,13.5084427767355,8.84031090860362
MSMEG_2949,2.28670986007514,20.2236136500283,8.84397885500164
MSMEG_5509,1.31576061928467,11.6812184949118,8.87792074310785
MSMEG_6126,1.20928732666882,10.7757748930917,8.91084745159394
MSMEG_1981,2.06320277844641,18.5380545063338,8.98508605164488
VBIMycSme59918_2263,1.11401994095694,10.0283987387708,9.00199212785763
MSMEG_4109,2.21967370796493,19.9894350133263,9.00557363075372
MSMEG_3084,2.45928633649025,22.2182930612872,9.03444740517522
MSMEG_2443,1.24517494708007,11.2606900469703,9.04346017672181
MSMEG_0520,2.86327845382963,25.8997841684653,9.04549962083652
MSMEG_3103,2.5728987993139,23.3317451865139,9.06827162915838
VBIMycSme59918_1005,1.07378706802441,9.7421262117319,9.07267977221573
MSMEG_2959,1.32292631300437,12.0198815337802,9.08582845138442
MSMEG_1794,2.7157747717456,24.7087630778364,9.0982372083656
MSMEG_4112,2.92754702955805,26.6677344438216,9.10924202910155
MSMEG_2382,2.22271615914648,20.2501778731841,9.11055502514551
MSMEG_5781,1.36594694271804,12.4656072772194,9.12598204760034
MSMEG_4852,1.2402331638348,11.3509312535791,9.15225586976084
MSMEG_0887,1.81055553879115,16.5828395000249,9.1589786365221
MSMEG_2351,2.74129963710414,25.1104709909964,9.16006067017273
MSMEG_4972,1.02967170633763,9.48757142389073,9.21417124069227
MSMEG_5512,1.8120318917613,16.7140985680083,9.22395386306482
VBIMycSme59918_5677,1.5676028739386,14.4626663423787,9.22597590424243
MSMEG_3999,1.67414718145364,15.4586411715143,9.23374082205351
MSMEG_5482,3.27596750240238,30.3303549471269,9.25844194879363
MSMEG_4361,2.93090331714541,27.230576748522,9.29084783835298
MSMEG_5122,2.28675966155957,21.2518148603156,9.29341863841601
MSMEG_5665,2.01041586888259,18.7071820411052,9.30513051088422
MSMEG_2948,1.25828370103179,11.7089225154141,9.30547102041679
MSMEG_3665,1.83116645303058,17.0456726770152,9.308641848918
MSMEG_4954,2.13621960337523,20.0060679064822,9.36517382148941
MSMEG_6399,1.23348379877768,11.55309305444,9.36623007605656
MSMEG_4047,1.78894229212917,16.8690018160772,9.42959529231096
MSMEG_5904,3.05733838754202,28.8326666320329,9.43064292442069
MSMEG_3950,1.60248155715422,15.1336808474861,9.44390328857286
MSMEG_1729,1.76178930677786,16.7063421388633,9.48259935202897
VBIMycSme59918_1714,1.76178930677786,16.7063421388633,9.48259935202897
MSMEG_1519,1.12561909049977,10.6799572801709,9.48807404770387
MSMEG_3803,1.82346275577322,17.4294447701197,9.55843200796768
MSMEG_3254,2.58963612609952,24.7807498967469,9.56920149784571
MSMEG_4714,2.06719363698111,19.7832751122835,9.57011223253116
MSMEG_2942,1.57662392264032,15.1148250107234,9.58682967680149
MSMEG_4367,3.42011188651743,32.8819065581135,9.61427802632384
MSMEG_2723,1.92548377779917,18.5227418107788,9.61978595942798
MSMEG_5492,2.75494742641995,26.5335474077999,9.63123548324122
MSMEG_5777,1.22448979591837,11.7961915659002,9.63355644548514
MSMEG_4544,1.7771985426972,17.1914889223311,9.67336429178031
MSMEG_6025,1.56471201847851,15.151549621325,9.68328321275248
MSMEG_4106,1.96831020568842,19.0892206094793,9.69827853064594
MSMEG_3117,1.52590218966964,14.8065807025345,9.703492663406
MSMEG_4640,1.03506504644485,10.0630527313029,9.72214525634556
MSMEG_2639,1.18226600985222,11.5335659673216,9.75547454735949
MSMEG_3840,1.74164590514167,17.2198478137774,9.88711181930904
MSMEG_1402,1.94906444906445,19.2979151876911,9.90111701896471
MSMEG_5535,0.581074406577762,5.75738085852404,9.90816458847695
MSMEG_4766,1.21901665989435,12.0893303491203,9.9172806630617
MSMEG_2118,1.49242593836281,14.8291640225777,9.93628135332818
MSMEG_6636,2.03011334799526,20.1858553528888,9.94321591591049
MSMEG_2022,1.11920014496307,11.1431052454579,9.95631147441067
MSMEG_3300,1.63248806728961,16.3588533082465,10.02081034222
MSMEG_5707,2.26617889863706,22.714250634362,10.0231498263544
MSMEG_2488,2.19571104442656,22.0294188665765,10.0329316658011
MSMEG_1878,2.33211545082013,23.4402221541775,10.0510556396058
MSMEG_0888,1.83032854397365,18.399213198811,10.0524101311704
MSMEG_2196,1.7186560109994,17.3307068378226,10.0838717735871
MSMEG_6907,1.28501670521717,12.9687795132229,10.09230421719
MSMEG_3461,3.47455992684289,35.0723828682469,10.0940503565051
MSMEG_2426,3.25431293318199,32.9153837409866,10.1143880188568
MSMEG_5518,2.05768373401008,20.8774157144873,10.1460760803123
MSMEG_1534,1.11238829767511,11.2980165704243,10.1565402962591
MSMEG_3077,1.309762596174,13.3377391931269,10.1833257661261
MSMEG_2518,2.39884855269471,24.7243568326094,10.3067602182871
MSMEG_1833,1.09427148875636,11.2799719525022,10.3082023687941
MSMEG_1599,0.875373492690217,9.04038854666937,10.3274643591117
MSMEG_3227,2.31785521131114,23.9410747601399,10.3289776873497
MSMEG_3545,1.73265182361605,17.9362052806774,10.3518808777429
MSMEG_1303,1.16879322099932,12.102269629845,10.3545001908015
MSMEG_6711,3.02681760397119,31.3854853911405,10.369136663525
MSMEG_1953,2.11946730721678,21.9998018035873,10.3798731542959
MSMEG_4141,1.07868105045043,11.2011840290625,10.384148330394
MSMEG_4892,1.27369605366506,13.2765061658008,10.423606265873
MSMEG_2039,2.07246727228766,21.6243595488106,10.4341138882936
MSMEG_5808,1.92737468622799,20.1377592056168,10.4482845756514
MSMEG_3884,1.64681341603996,17.2390586335069,10.4681310375532
MSMEG_2751,2.81067306250937,29.5541582168104,10.5149754380982
MSMEG_6405,2.19050052937096,23.0797220730165,10.5362777883666
MSMEG_4228,1.96960246856843,20.7579455244186,10.539154908506
MSMEG_3542,1.96380060877819,20.7058004221994,10.5437386716576
MSMEG_3518,0.819755322554202,8.65383490925823,10.5566071621158
MSMEG_3580,1.79929313483989,19.0126551201423,10.5667357652838
MSMEG_1475,1.0129659643436,10.7286112408783,10.591285016995
MSMEG_0649,1.28694607695938,13.7073984963025,10.6511055449102
MSMEG_6804,2.30637437947547,24.615430104745,10.6727816280821
MSMEG_0023,2.22791578478334,23.7865638058502,10.6765991642558
MSMEG_6936,1.7711504887532,18.9111601400448,10.6773310682128
MSMEG_5658,2.66014250653277,28.4439129599181,10.69262751528
MSMEG_5671,0.923958237087684,9.88937560323712,10.7032712153835
MSMEG_6022,1.39128591256762,14.9235336955913,10.7264319725986
MSMEG_3620,1.87615249367469,20.1681893750587,10.7497601837027
MSMEG_5690,0.990425883129752,10.6651976664676,10.7682945772434
MSMEG_0673,2.84027510093121,30.669055107595,10.7979171093462
MSMEG_0469,1.71174255391989,18.4979446728142,10.8064992778581
MSMEG_3098,1.68902615577647,18.2587311552623,10.8102121999813
MSMEG_1283,1.45281968086394,15.7125870562256,10.815235547251
MSMEG_5842,0.674293677372953,7.30051026839793,10.8269000783764
MSMEG_1150,1.4546089283896,15.7864795676496,10.8527311083721
MSMEG_3252,1.73911963279731,18.8879372444031,10.8606313724505
MSMEG_2081,1.6300361324676,17.7155457904299,10.8681920833323
MSMEG_0702,2.4862221853893,27.048101759345,10.8791973293046
MSMEG_6439,1.23423775533294,13.448188129248,10.8959461587855
MSMEG_3714,1.46578849649188,15.9788484192696,10.9011964942502
MSMEG_2450,3.05026302992795,33.3068278997194,10.91932976695
MSMEG_3904,1.63697378113661,17.877754811693,10.921222451883
MSMEG_5886,1.48470751262001,16.2244331192813,10.9276965202733
MSMEG_2646,0.901591308659784,9.86662281500979,10.9435646952681
MSMEG_5736,1.65746183398152,18.1429863464493,10.9462468302311
MSMEG_1676,1.73160173160173,19.0084767531467,10.9773953249422
MSMEG_3020,1.95318858035743,21.4635152468305,10.9889620811231
MSMEG_2805,1.76377952755906,19.3950266026378,10.9962874041741
MSMEG_2188,3.69520255600911,40.6633126556929,11.0043528167533
MSMEG_4292,1.54671066199216,17.046021699125,11.0208212292076
MSMEG_0237,0.910837667041127,10.0456428155554,11.0290155744095
MSMEG_0406,2.215739133646,24.4614621783924,11.0398655721448
MSMEG_4756,2.38837204012466,26.3741485822905,11.0427304202213
MSMEG_1480,2.95770482105886,32.7068610744155,11.0581897292599
VBIMycSme59918_0719,1.03014902822608,11.4004200695323,11.0667677754974
MSMEG_5087,2.47066090179123,27.3839676326437,11.0836608993125
MSMEG_4748,0.961630926050582,10.6589162794941,11.0842070390459
MSMEG_0005,0.98158591564438,10.8977023192798,11.1021380254074
MSMEG_1114,1.19896546408528,13.3115604706616,11.1025387047469
MSMEG_3204,0.847488407569284,9.4174740807358,11.1122158092362
MSMEG_0284,2.03968151830008,22.680061297463,11.1194130524677
MSMEG_3569,1.5700230270044,17.5032391504884,11.1483964562511
MSMEG_2940,1.35165577832845,15.103170985584,11.1738293341679
MSMEG_3663,1.25002604220921,13.9830775367948,11.1862289781436
MSMEG_3034,1.36011243596137,15.2146846836557,11.1863433355798
MSMEG_4122,0.735799077798493,8.24057530599018,11.1994912125277
MSMEG_0958,2.03118350292104,22.8035335205095,11.2267224934211
MSMEG_6303,2.22857779593656,25.0264920073051,11.2298040718779
MSMEG_2219,1.22144863808477,13.7732216309893,11.2761365492909
MSMEG_0603,1.89328200435455,21.4509334054806,11.3300255092181
MSMEG_5276,2.14186270660051,24.273525456222,11.3329044767524
VBIMycSme59918_2985,0.990556692861391,11.2508552170351,11.3581133701041
MSMEG_6274,2.46328808261226,27.9941321608865,11.3645384632395
ORF46,0.734618916437098,8.35126472756822,11.3681591104022
MSMEG_5253,10.3073808209093,117.294822120465,11.3796922960801
MSMEG_2921,0.806258098574657,9.1823946196131,11.3889021838617
MSMEG_6273,2.71778694491629,30.9620552110163,11.3923776361248
MSMEG_0698,1.32313469511196,15.0959818848217,11.4092555660362
MSMEG_1426,2.67517627500813,30.5349111232355,11.4141678843734
MSMEG_6282,1.50296836251597,17.1936636444371,11.4398041058262
MSMEG_6431,1.52726161991549,17.5275611688199,11.4764628013043
MSMEG_3764,1.08117848454816,12.4428999803828,11.5086455735224
MSMEG_1213,1.33820525009782,15.4344949374393,11.5337276821407
MSMEG_1403,0.864017971573811,9.98959042679252,11.5617854667959
MSMEG_5773,1.26957257723233,14.681115588435,11.5638253784907
MSMEG_5119,2.02067827434076,23.4010182605244,11.5807739201625
MSMEG_4588,1.7519746213962,20.3125571862534,11.5940932809094
MSMEG_1514,2.32513078860686,26.9813682713694,11.6042368040448
MSMEG_0777,2.63646036364322,30.6538098635308,11.6268806033448
MSMEG_2826,1.2475828083089,14.526133954511,11.6434226712383
MSMEG_3341,1.05235464351486,12.271724730105,11.6612064247823
MSMEG_2407,1.85810287696262,21.6804638186915,11.6680642861561
MSMEG_5610,1.74855744011191,20.4245609946086,11.6808064328166
MSMEG_6779,1.09387249092997,12.8181933661038,11.718178738736
MSMEG_5929,0.855749208431987,10.0425223921107,11.7353569166741
MSMEG_0761,0.911867961519172,10.7158717184654,11.7515607200551
MSMEG_2465,2.26051948890731,26.623280579796,11.7775054408689
MSMEG_2827,1.48824288123822,17.5431664625232,11.7878383183847
MSMEG_5486,2.40158504613045,28.3546631925819,11.8066454645311
VBIMycSme59918_3049,1.17554858934169,13.9047794025538,11.8283323451058
MSMEG_6689,1.6857010409204,20.0027631444584,11.8661391663713
MSMEG_0224,1.58344769344453,18.7922190055361,11.8679127092962
MSMEG_1659,1.46981112926989,17.4691732044917,11.8853183627541
MSMEG_4913,2.10275460853718,24.9984047564533,11.8884080220107
MSMEG_0027,1.53968539095178,18.310939549155,11.8926500548504
MSMEG_0987,1.61320678622321,19.2009410190914,11.9023433220511
MSMEG_3053,0.722682597803047,8.61178314340436,11.9164113949667
MSMEG_6344,0.867395829891287,10.3395437870365,11.9202138524604
MSMEG_5150,1.15798818852048,13.8135011417917,11.9288791360132
MSMEG_2467,2.53936008125952,30.3046849404827,11.9339849295621
MSMEG_5760,1.09798065671792,13.1083267398056,11.9385771139074
MSMEG_1773,2.98378120321626,35.6288818629734,11.9408493573753
MSMEG_2079,2.99778378127599,35.8814940924838,11.9693402561578
MSMEG_1422,3.80367523228605,45.54282119314,11.9733727018982
MSMEG_4303,1.76995625679537,21.2187055952389,11.9882655369443
MSMEG_2490,1.96187424386097,23.5256715943412,11.9914269061623
MSMEG_4270,1.38683431952663,16.6399328406314,11.9985009069513
MSMEG_4982,0.75610555233511,9.07878916761415,12.0073039267808
MSMEG_6456,1.19980803071509,14.4174568125731,12.0164696713859
MSMEG_1496,7.24187875025865,87.1750569386639,12.0376300052732
MSMEG_1883,1.92913638994277,23.2488323221605,12.0514197147306
MSMEG_1238,2.10327058576086,25.3641816623822,12.0594001713796
MSMEG_1310,0.789442522005714,9.52318308819963,12.0631747375406
MSMEG_4246,1.29785853341986,15.6683762292382,12.072483884628
MSMEG_3244,1.32655317267301,16.0275307735811,12.0820869481512
MSMEG_0426,0.857485851483451,10.3691963250074,12.0925567542236
MSMEG_1702,0.870410398502897,10.5318921825212,12.0999153969622
MSMEG_5635,1.24391002384161,15.059423671786,12.1065216801433
MSMEG_4401,2.50715135075764,30.3535781673002,12.1067992796397
MSMEG_5153,2.16463603191292,26.2069562548449,12.1068650195596
MSMEG_6753,1.04640820384032,12.6750672292417,12.1129279976248
MSMEG_1379,0.872943127755227,10.5741812154275,12.113253291333
MSMEG_5242,2.07815855360165,25.1799649144033,12.116479212216
MSMEG_2163,1.26363674655659,15.3141821743839,12.1191333000683
MSMEG_2191,1.01461038961039,12.3023950879086,12.1252405986427
MSMEG_5732,1.67974131983675,20.3840526924702,12.1352332360624
MSMEG_2252,1.31714705946919,15.9854834528644,12.1364454621389
MSMEG_3674,1.0393446387634,12.6185356056802,12.1408579359139
MSMEG_2261,1.40203762801939,17.0395671028898,12.1534306657383
MSMEG_5516,1.05821972168821,12.896579501797,12.1870526862065
MSMEG_6639,1.4256183619645,17.3927577183627,12.2001499015455
MSMEG_6477,1.76761725194438,21.5909901381694,12.2147428208337
MSMEG_3380,0.791153547080419,9.66556562425622,12.2170540218456
MSMEG_4327,1.99615976882569,24.4881750794211,12.2676428319298
MSMEG_5176,2.47310498330654,30.3649262305546,12.2780579213248
VBIMycSme59918_0690,1.46063586347924,17.9604869287568,12.2963480343245
MSMEG_1999,0.925464825726164,11.3885867892393,12.3058018766983
MSMEG_5333,1.89495625809305,23.3694050275802,12.3324245231378
MSMEG_1498,2.37501484384277,29.3079624365215,12.3401175838974
MSMEG_2466,2.54993153988149,31.4741826636799,12.3431481086518
MSMEG_3088,1.1997600479904,14.8170231132212,12.3499887648699
MSMEG_4951,1.26201543865553,15.6234971767449,12.3797987712331
MSMEG_0234,1.8346940647647,22.7282034481347,12.3880072894058
MSMEG_0762,1.79468772433597,22.2363193215586,12.3900771259724
MSMEG_2499,1.41511817921461,17.535960567786,12.3918700398001
MSMEG_0708,1.42127747126312,17.634909707144,12.4077881087297
MSMEG_0547,1.38200400452113,17.15928765768,12.4162358441398
MSMEG_6235,1.87805183423063,23.3257798900957,12.4202002654796
MSMEG_1585,1.06419637970527,13.236846132595,12.4383491477963
MSMEG_5938,2.15959399632869,26.9843199222073,12.4950893399781
MSMEG_4281,3.08864408524658,38.6438671718608,12.5115960613428
MSMEG_4183,1.17338756991434,14.7211274703754,12.545835534503
MSMEG_2918,1.65161858621449,20.7355193842859,12.5546658032056
MSMEG_3225,2.14155691187493,26.9287842826472,12.5743958207821
MSMEG_4125,1.94467852611889,24.4600247538389,12.5779271099657
VBIMycSme59918_2639,0.660160418981814,8.30868382214426,12.5858557757204
MSMEG_1591,0.77003041620144,9.6962285165208,12.5920071629797
MSMEG_4752,1.16836078981189,14.7157929624924,12.5952471965973
MSMEG_6822,2.43496893675342,30.6696200374851,12.5954871844802
MSMEG_3005,1.27000254000508,16.0082685350992,12.6049106445371
MSMEG_1275,0.962703932783097,12.1351483822535,12.6052755878661
MSMEG_4360,1.19577719823708,15.0797460443969,12.6108325753567
MSMEG_4724,1.04648120694166,13.1989654864889,12.6127114361307
MSMEG_6338,0.876323248104645,11.0606241779266,12.621625869049
MSMEG_1932,1.20821586790173,15.2784182019642,12.6454374651591
MSMEG_4324,2.23847783507216,28.3311425617989,12.6564320262236
MSMEG_5799,1.75226626436858,22.2109574056535,12.675560705186
MSMEG_6908,1.40114894213255,17.7698563469871,12.6823464748447
MSMEG_1776,1.19784934705803,15.2054794520548,12.6939831702544
MSMEG_5615,1.63715244617861,20.789177141894,12.6983758845546
MSMEG_1914,0.967476659625593,12.2952862530946,12.708612792636
MSMEG_0399,0.704746467458337,8.96332305108293,12.718507243334
MSMEG_3311,3.23101777059774,41.1093347818305,12.7233391149765
MSMEG_4062,1.23843208600616,15.7744023609496,12.7373979883069
MSMEG_0440,1.66048596889356,21.1529971510153,12.7390399842465
MSMEG_0350,1.37620540848726,17.5329598584727,12.740074810304
MSMEG_3795,1.14137878557297,14.5414847161572,12.7402794759826
MSMEG_2937,2.54420557181021,32.4237482047662,12.7441542318833
MSMEG_1575,1.23933654183794,15.804648844908,12.7525077421421
MSMEG_5303,1.33271140134604,17.0004211816058,12.7562660336179
MSMEG_6739,1.19829841624893,15.2916784339117,12.7611605144065
MSMEG_3578,2.10349179638199,26.846286868296,12.7627247771879
MSMEG_3422,1.65929203539823,21.2172860351391,12.7869510505105
MSMEG_0679,0.988037686580334,12.6419850574014,12.7950433764892
MSMEG_1396,1.11335844575161,14.2516899808052,12.8006304125929
MSMEG_1639,0.917276910611368,11.74907780324,12.8086488031288
MSMEG_6802,2.0947108550909,26.8353614312193,12.811009866111
MSMEG_2459,2.29822161422709,29.479461756374,12.8270753237556
MSMEG_2673,0.610792707135079,7.84033960678228,12.8363346765507
MSMEG_2025,0.785710544235506,10.0928359050364,12.8454886842033
MSMEG_6581,0.803713923769654,10.3777274646713,12.9122156002931
MSMEG_5664,1.97726149283243,25.5407271053843,12.9172227335481
MSMEG_3418,1.65869964266871,21.4279509280619,12.9185238706545
MSMEG_0533,0.603249792812424,7.81125383525529,12.9486224915856
