,mse best interval
MSMEG_3244,0.0269982158024689
MSMEG_0426,0.0802381291358024
MSMEG_1702,0.0149396042592592
MSMEG_5635,0.0240354356172839
MSMEG_4401,0.0289360054285713
MSMEG_5153,0.0270391342857142
MSMEG_6753,0.134510634876543
MSMEG_1379,0.00858112944444443
MSMEG_5242,0.250294094179894
MSMEG_2163,0.0777946814814813
MSMEG_2191,0.128948910617284
MSMEG_5732,0.496417947328042
MSMEG_2252,0.0452410689506172
MSMEG_3674,0.0509374063809523
MSMEG_2261,0.0810537847619048
MSMEG_5516,0.0700596970987655
MSMEG_6639,0.0467239941358023
MSMEG_6477,0.0335737550617283
MSMEG_3380,0.335566264412698
MSMEG_4327,0.238310465291004
MSMEG_5176,0.0433291383333332
VBIMycSme59918_0690,0.0233862696296297
MSMEG_1999,0.347872269841269
MSMEG_5333,0.0759437042592592
MSMEG_1498,0.0461922494444443
MSMEG_2466,0.214003836304347
MSMEG_3088,0.0408840098765433
MSMEG_4951,0.0610169763580248
MSMEG_0234,0.0240272133950617
MSMEG_0762,0.108531199999999
MSMEG_2499,0.278635043809524
MSMEG_0708,0.108994398761904
MSMEG_0547,0.356881073994709
MSMEG_6235,0.0756488970370372
MSMEG_1585,0.454058224523809
MSMEG_5938,0.0506205561111111
MSMEG_4281,0.00971229925925919
MSMEG_4183,0.0867628402469135
MSMEG_2918,0.0185486950617284
MSMEG_3225,0.0368118116666666
MSMEG_4125,0.0434178015873016
VBIMycSme59918_2639,0.0663056887037036
MSMEG_1591,0.0491338827777778
MSMEG_4752,0.0145547777777778
MSMEG_6822,0.0339349218571427
MSMEG_3005,0.230311912098765
MSMEG_1275,0.091059747095238
MSMEG_4360,0.0704944808465608
MSMEG_4724,0.0581377119135802
MSMEG_6338,0.173965946936507
MSMEG_1932,0.00889349802469133
MSMEG_4324,0.352990553571428
MSMEG_5799,0.154486152190476
MSMEG_6908,0.063293478765432
MSMEG_1776,0.109644338857142
MSMEG_5615,0.183581990925926
MSMEG_1914,0.0819170975925928
MSMEG_0399,0.0245640615432099
MSMEG_3311,0.233125918024691
MSMEG_4062,0.399555922989418
MSMEG_0440,0.0541041232098765
MSMEG_0350,0.156181307619047
MSMEG_3795,0.0318781491358024
MSMEG_2937,0.0104914415432098
MSMEG_1575,0.0383758464814814
MSMEG_5303,0.0526962793209876
MSMEG_6739,0.0869400178395061
MSMEG_3578,0.0450710622222222
MSMEG_3422,0.085780188148148
MSMEG_0679,0.0551571799206349
MSMEG_1396,0.0413204704320987
MSMEG_1639,0.0260299953703703
MSMEG_6802,0.348961784126983
MSMEG_2459,0.458032029841269
MSMEG_2673,0.0792202287037036
MSMEG_2025,0.0838914513580248
MSMEG_6581,0.198086417857143
MSMEG_5664,0.0272738849999999
MSMEG_3418,0.40469453615873
MSMEG_0533,0.326187143730158
MSMEG_4715,0.230425199999999
MSMEG_5412,0.0110561965432098
MSMEG_6677,0.0897069556613755
MSMEG_2599,0.168673674841269
MSMEG_6336,0.181213668761904
MSMEG_3087,0.108226172698412
MSMEG_5906,0.144128292098765
MSMEG_1545,0.0406871452469135
MSMEG_5568,0.0569843074691359
MSMEG_4260,0.0165610363580248
MSMEG_4641,0.0743013281481482
MSMEG_2765,0.0128145072222222
MSMEG_5265,0.00976172839506172
MSMEG_1802,0.25727950584656
MSMEG_1654,0.0105051432098765
MSMEG_1015,0.105806627190476
MSMEG_0688,0.0354581304320988
MSMEG_0731,0.0984913111728394
MSMEG_6497,0.043679358765432
MSMEG_6556,0.28159193037037
MSMEG_6202,0.022372576111111
MSMEG_2451,0.32535296
MSMEG_3425,0.0466099685714286
MSMEG_4977,0.0165295925925926
MSMEG_5073,0.0436007928395063
MSMEG_4313,0.315479173439153
MSMEG_3811,0.0287078046913579
MSMEG_3136,0.061549500802469
MSMEG_3862,0.12714266228395
MSMEG_2884,0.326394077098765
MSMEG_5891,0.171289424126984
MSMEG_5522,0.313639664761904
MSMEG_0281,0.140447623380952
MSMEG_6508,0.0301946348148148
MSMEG_5493,0.136240971111111
MSMEG_1785,0.361276129135802
MSMEG_2840,0.0548919778395061
MSMEG_4722,0.0384091316666667
MSMEG_1753,0.0751270175925925
MSMEG_2462,0.198435412619047
MSMEG_4550,0.125962168395061
MSMEG_0810,0.0897429932539682
ORF29,0.168625145246913
MSMEG_4211,0.0557150111904762
MSMEG_3274,0.169628846481481
MSMEG_1037,0.0188995237037037
MSMEG_3383,0.197563038024691
MSMEG_5889,0.0636062946296296
MSMEG_1023,0.0590611765432097
MSMEG_0464,0.024718028174603
MSMEG_2060,0.296212611380952
MSMEG_5401,0.366512343266666
MSMEG_3455,0.010473845
MSMEG_1398,0.0462790083950617
MSMEG_5655,0.0964698726984127
MSMEG_1618,0.226713692619047
MSMEG_5167,0.16852064463492
MSMEG_6278,0.0600842642592591
MSMEG_6454,0.0203376979894179
VBIMycSme59918_4871,0.0102443159788359
MSMEG_1730,0.0479777605555555
MSMEG_3041,0.146177671746031
MSMEG_5678,0.0490740170987653
MSMEG_2475,0.255509333253968
MSMEG_1032,0.0277853055238095
MSMEG_4084,0.358127349841269
MSMEG_2791,0.136487198333333
MSMEG_0445,0.027566151111111
MSMEG_1239,0.079011262095238
MSMEG_3680,0.0422965528306878
MSMEG_3671,0.0272136624691358
MSMEG_3871,0.0495685311728393
MSMEG_4698,0.361906266349206
MSMEG_4145,0.044623973015873
MSMEG_3952,0.427633753253968
MSMEG_0614,0.0160675039506172
MSMEG_6173,0.0394267000000001
MSMEG_6487,0.098309763047619
MSMEG_6641,0.109324045925925
MSMEG_5446,0.089707657984127
MSMEG_5187,0.0743073000617282
MSMEG_4340,0.0144598192592592
MSMEG_5248,0.0319514526543208
MSMEG_6661,0.03808512
MSMEG_1760,0.0383733698412697
MSMEG_4283,0.00607450746913574
VBIMycSme59918_0793,0.242181446349206
MSMEG_5704,0.0380539222222222
MSMEG_3511,0.0909614698765431
MSMEG_3083,0.20111217079365
MSMEG_5573,0.477948852619047
MSMEG_1218,0.202643589126984
MSMEG_0242,0.0351019661728394
MSMEG_4919,0.0199918215432098
MSMEG_2740,0.0358480874691358
MSMEG_1376,0.0548015592592592
MSMEG_5850,0.0690706033333333
MSMEG_0835,0.0355474333950616
MSMEG_5138,0.161253768809523
MSMEG_2308,0.01930316
MSMEG_3515,0.133049364259259
MSMEG_3336,0.179155879259259
MSMEG_5634,0.012048642037037
MSMEG_2312,0.0521300688095238
MSMEG_4396,0.0257986814814814
MSMEG_6060,0.0469477170987653
MSMEG_1028,0.0192197000617283
MSMEG_0548,0.066318810617284
MSMEG_6727,0.291997953270531
MSMEG_2157,0.241452420555555
MSMEG_5921,0.0393150748765433
MSMEG_0964,0.0688588802469136
MSMEG_2634,0.0419788898765433
MSMEG_3595,0.0305318055238096
MSMEG_4032,0.393837909206349
MSMEG_3213,0.18005536095238
MSMEG_3713,0.322280591666666
MSMEG_6538,0.0780367215432099
MSMEG_4092,0.0279499180246914
MSMEG_3331,0.0589287143209877
MSMEG_0693,0.0347652817283949
MSMEG_5416,0.0728491427777777
MSMEG_6196,0.410431812839506
MSMEG_5804,0.0664695847142855
MSMEG_3324,0.0608280252469136
MSMEG_3066,0.0332913690476191
MSMEG_0441,0.020241217037037
MSMEG_1933,0.044259464691358
MSMEG_1492,0.0429126177777778
MSMEG_2428,0.110216757839506
MSMEG_4666,0.187326784682539
MSMEG_5562,0.0326055449999998
MSMEG_2396,0.0352570992592592
MSMEG_6803,0.331699258730158
MSMEG_1106,0.108889406857142
MSMEG_1479,0.0262814245061728
MSMEG_0096,0.165848224429951
MSMEG_5440,0.124013797592592
MSMEG_5774,0.402131092619047
MSMEG_0789,0.0576469126543209
VBIMycSme59918_5410,0.177812249
MSMEG_0913,0.0132670711728394
MSMEG_3353,0.155223737839506
MSMEG_1573,0.0292336933333332
MSMEG_1982,0.0576383600617285
MSMEG_4900,0.0515377064814813
MSMEG_5709,0.0402577909259259
MSMEG_6317,0.0846555883862433
VBIMycSme59918_1825,0.170815302183575
MSMEG_3673,0.39682307079365
MSMEG_1119,0.042142569100529
MSMEG_3914,0.219351398761904
MSMEG_6635,0.068649805925926
MSMEG_2573,0.201361459470899
MSMEG_1666,0.0552705246825396
MSMEG_6318,0.471184096507936
MSMEG_0314,0.0915934022839506
MSMEG_6376,0.398137357539682
MSMEG_4689,0.140010411666666
MSMEG_6506,0.164317877888888
MSMEG_3063,0.0210405861728393
MSMEG_3157,0.0118797898765432
MSMEG_0360,0.0517575667283949
MSMEG_6589,0.25284048510582
MSMEG_6280,0.0289080689506173
MSMEG_5121,0.0233662474691356
MSMEG_3636,0.0421555731481479
MSMEG_6929,0.264324674285714
MSMEG_3435,0.0231551867142858
MSMEG_2483,0.115129231111111
MSMEG_3303,0.0453851765432098
MSMEG_2317,0.0140932459259259
MSMEG_3915,0.0464714630246913
MSMEG_3810,0.141916868857142
MSMEG_0859,0.067895890925926
MSMEG_3618,0.0143011133950617
MSMEG_2273,0.0279541922698413
MSMEG_5398,0.162650833857142
MSMEG_4961,0.0336768082098767
MSMEG_3640,0.00975490524691357
MSMEG_3379,0.0837008469135802
MSMEG_6931,0.128435812698412
ORF32,0.0667188353703701
VBIMycSme59918_1395,0.330283487222222
MSMEG_0086,0.36773605611111
MSMEG_4191,0.0341960720899469
MSMEG_0855,0.142585379259259
MSMEG_3833,0.0556089288095237
MSMEG_0903,0.264134416111111
MSMEG_0712,0.125410428209876
MSMEG_4041,0.0654180377460317
MSMEG_1006,0.0898415832098765
MSMEG_4257,0.0395214476543208
MSMEG_3355,0.220485548174603
MSMEG_6099,0.0243060083950617
MSMEG_2075,0.0545100820370368
MSMEG_6046,0.13400131537037
MSMEG_0699,0.0324696681746032
MSMEG_4625,0.0347536753703704
MSMEG_4064,0.112744779259259
MSMEG_4678,0.0246972580246914
MSMEG_5761,0.463821692098765
MSMEG_1786,0.343654799814814
MSMEG_3051,0.0200417393209877
MSMEG_0704,0.212536223950617
MSMEG_6189,0.0352823128395061
MSMEG_1913,0.0630224963580247
MSMEG_1250,0.194666842412698
MSMEG_3574,0.0269825148148147
MSMEG_0995,0.12893354042328
MSMEG_4212,0.0487721713809523
MSMEG_3551,0.170079914876543
MSMEG_6519,0.0427867141358024
MSMEG_5408,0.0521493504285714
MSMEG_0602,0.367840298024691
MSMEG_6547,0.021433862037037
VBIMycSme59918_5922,0.029762043765432
MSMEG_3741,0.0620140830246912
MSMEG_5735,0.0337025832098764
MSMEG_3836,0.167661281728395
MSMEG_6281,0.0667152513580246
MSMEG_0345,0.0705692852469136
MSMEG_0191,0.0747958343209877
MSMEG_2331,0.0240689096913581
MSMEG_5294,0.138322525432098
MSMEG_2471,0.0689528584920636
MSMEG_3628,0.0655855328395061
MSMEG_1751,0.123938780555555
MSMEG_2850,0.156671327654321
MSMEG_5470,0.0279185637654321
MSMEG_5720,0.0354140965079365
MSMEG_6433,0.0446260844444444
MSMEG_0667,0.126839305246913
MSMEG_5407,0.0379748622222222
MSMEG_5588,0.0156526242592592
MSMEG_3082,0.211884352513227
MSMEG_2456,0.109571153333333
MSMEG_5243,0.448366504259259
VBIMycSme59918_3688,0.0275912104320988
MSMEG_3191,0.0610805017195766
MSMEG_2153,0.0743396874691359
MSMEG_6032,0.287755892654321
MSMEG_1645,0.0192607109259259
MSMEG_2295,0.0791003264814817
MSMEG_2583,0.0240214673333333
MSMEG_3434,0.123318218730158
MSMEG_1552,0.055190901728395
MSMEG_1248,0.116513722222222
VBIMycSme59918_3325,0.128901757592592
MSMEG_5967,0.454274401587302
MSMEG_5506,0.141135194320987
MSMEG_4697,0.31090468095238
MSMEG_2563,0.315114733380952
MSMEG_3799,0.0279309864814814
MSMEG_2819,0.211908372089947
MSMEG_2278,0.0424087672222221
MSMEG_4654,0.220508995767195
MSMEG_2389,0.0362765507936511
MSMEG_5769,0.0498045656084658
MSMEG_5911,0.111684008395061
MSMEG_5915,0.171875844523809
MSMEG_4651,0.18867268691358
MSMEG_2347,0.193620446031745
MSMEG_3276,0.0353746788571428
MSMEG_0015,0.133155923765432
MSMEG_4243,0.0363504338888888
MSMEG_0305,0.128016352098765
MSMEG_5471,0.0650450337619049
MSMEG_6325,0.16409835163492
MSMEG_6042,0.0206392076543209
MSMEG_2326,0.0249141676543209
MSMEG_5868,0.031770564259259
MSMEG_5043,0.0363574482098765
MSMEG_3174,0.0266494713580247
MSMEG_0026,0.0612517282098766
MSMEG_3199,0.0657025350476188
MSMEG_1005,0.0705160778395061
MSMEG_4081,0.114858334814814
MSMEG_3171,0.0680452427777778
MSMEG_2698,0.112671212301587
MSMEG_0492,0.086855656936508
MSMEG_2284,0.0784175187654321
MSMEG_6875,0.291437004652174
MSMEG_3147,0.222408491957671
MSMEG_4657,0.224264871111111
MSMEG_0243,0.166662526904762
MSMEG_2971,0.133864965246913
MSMEG_6938,0.254788563730158
MSMEG_5614,0.258884875984126
MSMEG_2322,0.037419005925926
MSMEG_1188,0.0282041970370372
MSMEG_3783,0.0640460731481481
MSMEG_0182,0.160527604682539
MSMEG_5713,0.0752006409876542
MSMEG_2416,0.0119271252469136
MSMEG_4920,0.0337980519135802
MSMEG_4692,0.259859623941799
MSMEG_3879,0.0434643720952381
MSMEG_6343,0.0272394311111112
MSMEG_5437,0.0334259170370369
MSMEG_1967,0.179556928148148
MSMEG_0662,0.0720398385238096
MSMEG_2692,0.0377886363580246
MSMEG_2381,0.0142177805555555
MSMEG_1656,0.0327109479841269
MSMEG_4466,0.163743672839505
MSMEG_3430,0.0496782763809523
MSMEG_1345,0.0677306017283957
MSMEG_6362,0.0808371504320988
MSMEG_2503,0.243786338015873
MSMEG_0422,0.0169736180246913
MSMEG_6485,0.032160111031746
MSMEG_0530,0.0300014669135803
MSMEG_0776,0.202592159320987
MSMEG_1512,0.0185005293333333
MSMEG_5046,0.0964901263492061
MSMEG_6468,0.0282178709259258
MSMEG_4042,0.0423556131481479
MSMEG_1626,0.20140341728395
MSMEG_0090,0.0156025032098765
MSMEG_3314,0.0450045646825397
MSMEG_1830,0.0418429526543209
MSMEG_4712,0.144150999320987
MSMEG_0210,0.0597364116666667
MSMEG_3573,0.0744596319135802
MSMEG_5778,0.307035111957672
MSMEG_3085,0.0303956201058199
MSMEG_2017,0.0447888687037037
MSMEG_0075,0.42825661579365
MSMEG_0709,0.132770423174603
VBIMycSme59918_2130,0.328589961543209
MSMEG_0376,0.0843082243333333
MSMEG_4222,0.0122448513580246
MSMEG_4214,0.0264072409876543
MSMEG_1282,0.212724177460317
MSMEG_3135,0.382639912063492
MSMEG_4161,0.0363428570370369
ORF59,0.294059738024691
MSMEG_2206,0.121171068915343
MSMEG_2605,0.12485484765432
MSMEG_3386,0.0102789935802468
MSMEG_4229,0.0443177802380951
MSMEG_4253,0.0295879844444444
MSMEG_0069,0.0285847595061728
VBIMycSme59918_2281,0.0188382156172839
MSMEG_5182,0.021722182037037
MSMEG_2484,0.183080034876543
MSMEG_1640,0.0166271728395061
MSMEG_0416,0.0951683963580246
MSMEG_2665,0.0546033711111111
MSMEG_2920,0.0301257046913578
MSMEG_3715,0.0685367896031746
MSMEG_3223,0.405724576322751
MSMEG_1930,0.0160653666666666
MSMEG_4067,0.0655444550617282
MSMEG_2496,0.0502292556172838
MSMEG_6017,0.0273579091358025
MSMEG_6279,0.0213701039506172
MSMEG_2519,0.0976778894444444
MSMEG_2687,0.11805352542328
MSMEG_0045,0.419958874629629
MSMEG_4585,0.023395377037037
MSMEG_6542,0.0549860475132275
MSMEG_2190,0.482970317063492
MSMEG_4974,0.0228741628253969
MSMEG_3233,0.108998652592592
MSMEG_0661,0.0895517711728395
MSMEG_1921,0.142703452746031
MSMEG_2105,0.270086666172839
MSMEG_1245,0.0950711287198067
MSMEG_4572,0.0561684133950616
MSMEG_6092,0.0734886415873014
MSMEG_0650,0.341841680246913
