,mse best interval
MSMEG_5706,0.077317077063492
MSMEG_3589,0.16148060063492
MSMEG_3107,0.025052294920635
MSMEG_6662,0.0300606205555556
MSMEG_3785,0.0428892037037038
MSMEG_6479,0.0946581843174605
MSMEG_2578,0.017713247654321
MSMEG_2823,0.031775760802469
MSMEG_3414,0.138806474179893
MSMEG_2078,0.0221991756172837
MSMEG_4153,0.226311143765432
MSMEG_3684,0.100550929135802
MSMEG_3743,0.067242467654321
MSMEG_0930,0.0681818472698413
MSMEG_5852,0.033701213148148
MSMEG_6630,0.077500818765432
MSMEG_5369,0.120206106349206
MSMEG_6558,0.035776262037037
MSMEG_0755,0.0652491956172841
MSMEG_4022,0.0544466454320987
MSMEG_1821,0.0287376119135801
MSMEG_0950,0.121342145925926
MSMEG_2773,0.0282131446560846
MSMEG_4280,0.027327237839506
MSMEG_2378,0.0116331415432098
MSMEG_3513,0.0154871017283951
MSMEG_1369,0.0190012491358024
MSMEG_2455,0.118402283765432
MSMEG_4902,0.172795613148148
MSMEG_3201,0.134855685
MSMEG_5995,0.0520827217283949
MSMEG_0900,0.0818978869135803
MSMEG_0842,0.179835904656084
MSMEG_5924,0.325812886269841
MSMEG_3797,0.48351618
MSMEG_5256,0.209863885925925
MSMEG_4998,0.0813096592592592
MSMEG_2373,0.111235277460317
MSMEG_2516,0.066058982037037
MSMEG_0438,0.13127799728395
MSMEG_3024,0.119265166728394
MSMEG_2393,0.0439363024691357
MSMEG_5837,0.205908079682539
MSMEG_6146,0.179335959814814
MSMEG_3762,0.129550188068782
MSMEG_3448,0.148222944259259
MSMEG_1673,0.0483241869135802
MSMEG_0975,0.26125876084656
MSMEG_4168,0.133287444506172
MSMEG_4680,0.0296022430246912
MSMEG_5877,0.0106839520987654
MSMEG_3328,0.409252651873015
MSMEG_5751,0.276970950617284
MSMEG_5328,0.0433132165432099
MSMEG_5213,0.0844130814814813
MSMEG_6457,0.325090302469135
MSMEG_3035,0.164007587089947
MSMEG_1882,0.0265449891358023
MSMEG_2691,0.189224444506172
MSMEG_6525,0.0887626350617284
MSMEG_2033,0.0210021395061727
MSMEG_5102,0.0818752676543209
MSMEG_1288,0.137673550432098
MSMEG_0308,0.175890558333333
MSMEG_1561,0.0459298885238094
MSMEG_6922,0.0305360687037037
MSMEG_3708,0.137384452698412
VBIMycSme59918_1826,0.12955813579365
MSMEG_4147,0.318156965190476
MSMEG_0798,0.153721313015872
MSMEG_4946,0.0250766563580247
MSMEG_1387,0.0401362913580247
MSMEG_5675,0.0225590743209876
MSMEG_0212,0.0788683572839506
MSMEG_5068,0.0335763985802468
MSMEG_2715,0.0883299913227513
MSMEG_2318,0.0443618520987653
MSMEG_4631,0.0604998065873015
MSMEG_5582,0.158482698730158
MSMEG_5251,0.0690409420370371
MSMEG_2793,0.0231036201904761
MSMEG_6216,0.0510722587654319
MSMEG_0179,0.0724942876543209
VBIMycSme59918_2792,0.0360837461728396
MSMEG_1863,0.125276653380952
MSMEG_1497,0.262847684365079
MSMEG_0812,0.0199298032098765
MSMEG_0757,0.0716286242592592
MSMEG_3808,0.468524883386243
MSMEG_1042,0.0218440941358024
MSMEG_5453,0.0720645020370372
MSMEG_4192,0.0661082392592595
MSMEG_5272,0.0488429716666665
MSMEG_5268,0.157746511878306
MSMEG_4427,0.137008099682539
MSMEG_2750,0.0202045232098766
MSMEG_2306,0.0340606861728394
MSMEG_5048,0.028318892654321
MSMEG_4045,0.193757625925925
MSMEG_6265,0.16663895728395
MSMEG_0580,0.0567958983333333
MSMEG_3686,0.11455918415873
MSMEG_1169,0.128398294814815
MSMEG_5247,0.0569434992857143
VBIMycSme59918_6695,0.220456479285714
MSMEG_2666,0.082691726031746
MSMEG_0230,0.071848702037037
MSMEG_5607,0.0730832532539681
MSMEG_5315,0.0439336350617283
MSMEG_4713,0.268779988927777
MSMEG_0502,0.0462793642592594
MSMEG_0102,0.0211469531481482
MSMEG_6932,0.0272157393209876
MSMEG_5776,0.122629558624338
MSMEG_5730,0.146795190714285
MSMEG_1852,0.0411061022839506
MSMEG_3235,0.140936098730158
MSMEG_0402,0.118206783730158
MSMEG_0351,0.225827534920634
MSMEG_4227,0.0146100632098765
MSMEG_3661,0.0404306370987654
MSMEG_2595,0.107970813650793
MSMEG_1190,0.154419615767195
MSMEG_2957,0.109471022469136
MSMEG_0700,0.0195914503703703
MSMEG_3139,0.0209695461728394
MSMEG_3800,0.0139905854320987
MSMEG_6291,0.114301728571428
MSMEG_5462,0.051040246728395
MSMEG_1209,0.315909366481481
MSMEG_6048,0.310595450269841
MSMEG_4291,0.0747714156172839
MSMEG_0612,0.0812065163580247
MSMEG_4113,0.0691168273280424
MSMEG_2526,0.413155031666666
MSMEG_6716,0.0808157533950617
MSMEG_3019,0.339365203386243
MSMEG_6259,0.124464272492063
MSMEG_2136,0.106250388253968
MSMEG_5239,0.00598769783950617
MSMEG_5028,0.134166364523809
MSMEG_4323,0.150022171349206
MSMEG_1516,0.0236354474691357
MSMEG_1100,0.336031017063491
MSMEG_4707,0.482928708950617
MSMEG_3467,0.145046021728394
MSMEG_2908,0.133146753580246
MSMEG_3786,0.00529586154320985
MSMEG_0890,0.0437129889506174
MSMEG_6210,0.23476039537037
MSMEG_1520,0.0385619246913579
MSMEG_5081,0.0430757130158729
MSMEG_2668,0.0291381154761905
MSMEG_4346,0.095459525
MSMEG_3750,0.0434395135714286
MSMEG_3751,0.0943804215873015
MSMEG_3648,0.208623093246376
MSMEG_6539,0.419922401693122
MSMEG_1001,0.0225792281481481
MSMEG_2226,0.423217869135801
MSMEG_2457,0.406639286904761
MSMEG_2315,0.0352873624691358
MSMEG_2179,0.0829988874691358
MSMEG_4399,0.050039721728395
MSMEG_1832,0.156888539259259
MSMEG_1366,0.0349210664814814
MSMEG_1358,0.479348462222222
MSMEG_2162,0.0323269432098765
MSMEG_3667,0.0718099765079363
MSMEG_4943,0.097512552839506
MSMEG_3976,0.365958013148147
MSMEG_3483,0.036054670925926
MSMEG_1874,0.0293362575925924
MSMEG_0259,0.0273537074691358
MSMEG_6190,0.239877727619047
MSMEG_5015,0.0160909448677248
VBIMycSme59918_3205,0.132039889691357
MSMEG_6228,0.0878744610793652
VBIMycSme59918_2285,0.0201912741358023
MSMEG_5536,0.0515620963580245
MSMEG_1432,0.0906946824691356
MSMEG_5016,0.0266638189417988
MSMEG_0270,0.0806509469135804
MSMEG_4609,0.0547953809876543
MSMEG_6480,0.281487680714285
MSMEG_6134,0.205040128950617
MSMEG_1007,0.104920679320987
MSMEG_6158,0.0499291563227512
MSMEG_6601,0.0595048689506172
MSMEG_0099,0.0361749409876543
MSMEG_5642,0.0732665417283951
MSMEG_1893,0.0581525555238095
MSMEG_5284,0.0388025451904761
MSMEG_0849,0.293817699320987
MSMEG_3214,0.0609117109259259
MSMEG_0072,0.337783507469135
VBIMycSme59918_0069,0.337783507469135
MSMEG_1675,0.0113011672222221
MSMEG_2596,0.198479510617283
MSMEG_6881,0.0817735520987654
MSMEG_5185,0.0305778200617284
MSMEG_1872,0.0767077906172838
MSMEG_5017,0.0166749792857143
MSMEG_4349,0.0425119609876543
MSMEG_6935,0.014013063765432
MSMEG_2445,0.0635604141358024
MSMEG_6703,0.492431868950617
MSMEG_4007,0.299973051380952
MSMEG_4967,0.0405332824691357
MSMEG_4322,0.0523544577777777
MSMEG_2647,0.0125501504320987
MSMEG_6733,0.0286626683950617
MSMEG_2286,0.0843962511728394
MSMEG_0309,0.0208944185449735
MSMEG_2724,0.0295530894444444
MSMEG_6760,0.0575227942857144
MSMEG_4709,0.0622323283333333
VBIMycSme59918_1027,0.0210136469135804
MSMEG_5031,0.124931949135802
MSMEG_2275,0.268921130582009
MSMEG_5914,0.0736742350476189
MSMEG_6383,0.101935603095238
MSMEG_2928,0.0402253237619047
MSMEG_5685,0.0363593528395061
MSMEG_3459,0.0335250796825397
MSMEG_6286,0.0292431861728396
MSMEG_3284,0.109952929135802
MSMEG_5994,0.230225698941799
MSMEG_6302,0.135736960802469
MSMEG_2182,0.10388364228395
MSMEG_5871,0.0671133694444445
MSMEG_6676,0.156715735428571
MSMEG_3546,0.0823498617142857
MSMEG_3059,0.109825513994708
MSMEG_5996,0.177157395061728
MSMEG_6732,0.217695610925925
MSMEG_0599,0.182517264444444
MSMEG_5038,0.0347599600617282
MSMEG_5018,0.0939913970987656
MSMEG_6024,0.0446628953703702
MSMEG_3064,0.0132016291358023
MSMEG_4917,0.0151235852469134
MSMEG_6410,0.0138466830246913
MSMEG_2667,0.0583560157936507
MSMEG_5032,0.114796358580246
MSMEG_1934,0.0575474838095238
MSMEG_4314,0.00738572376543204
MSMEG_3631,0.0437633487037036
MSMEG_5890,0.095248558015873
MSMEG_2780,0.0304197338888889
MSMEG_3621,0.0432949044708995
MSMEG_5875,0.368312966031746
MSMEG_0634,0.106706982469135
MSMEG_2938,0.0110352563580247
MSMEG_2814,0.0940279386243387
MSMEG_5830,0.0277985022222222
MSMEG_3317,0.13666118691358
MSMEG_5458,0.17394934228395
MSMEG_6888,0.199235421317459
MSMEG_1526,0.0427462338888889
MSMEG_3154,0.0509282131481479
MSMEG_4505,0.0785559150617285
MSMEG_1623,0.0591737531481482
MSMEG_1103,0.097497326728395
MSMEG_6663,0.351641167936507
MSMEG_6914,0.047581628950617
MSMEG_4584,0.00867282172839502
MSMEG_5920,0.147637756507936
MSMEG_0371,0.10663930595238
MSMEG_2269,0.216037414285714
MSMEG_3138,0.012000011031746
MSMEG_4944,0.0936067267283951
MSMEG_2944,0.0243867272222222
MSMEG_2554,0.0624822348148149
MSMEG_3381,0.0649607630246913
MSMEG_0828,0.0642929298765431
MSMEG_5273,0.020834590617284
MSMEG_3200,0.0368408704761904
MSMEG_6038,0.0801277526543211
MSMEG_4705,0.0450845765079365
MSMEG_1059,0.0627229141798941
MSMEG_0043,0.124825281543209
MSMEG_3192,0.300534235793651
MSMEG_5648,0.151257417839506
MSMEG_3528,0.054249435802469
MSMEG_4210,0.0938374254320988
MSMEG_5485,0.172642643386243
MSMEG_0559,0.0277930143121693
MSMEG_0635,0.0444487676543207
MSMEG_5019,0.282625453857142
MSMEG_5062,0.011997883765432
VBIMycSme59918_5985,0.343546627469135
MSMEG_4430,0.136064484126984
MSMEG_5849,0.0352296414814814
MSMEG_6518,0.0623565306172839
MSMEG_0434,0.106311435190476
MSMEG_0984,0.103809254497354
MSMEG_0148,0.155401766728395
MSMEG_2735,0.0230740953703704
MSMEG_5342,0.38105660542328
MSMEG_1046,0.0300579074691357
MSMEG_5797,0.0617616195061727
MSMEG_3531,0.0388896398148147
MSMEG_0366,0.0410836133597883
MSMEG_0091,0.196843878765432
MSMEG_5266,0.0745817627777778
MSMEG_2276,0.188407323941799
MSMEG_0717,0.0346973605555556
MSMEG_1649,0.0191408609876543
MSMEG_1038,0.0239178646913579
MSMEG_2795,0.10879531547619
MSMEG_1068,0.0574652920987653
MSMEG_6145,0.439344905432099
MSMEG_1383,0.0783678696913581
MSMEG_1725,0.105440377777777
MSMEG_2584,0.0252228644126984
MSMEG_0268,0.0555249372486771
MSMEG_4694,0.0905929931481479
MSMEG_4716,0.080195024259259
MSMEG_1220,0.111935263206349
MSMEG_4601,0.0994852531481482
MSMEG_5279,0.0347470374285712
MSMEG_3240,0.0622016574603175
MSMEG_2325,0.0152556903703703
MSMEG_0364,0.0279277533950616
MSMEG_0240,0.0230713488888888
MSMEG_0359,0.0202946854320987
MSMEG_4302,0.167809434320987
MSMEG_4004,0.306434329656084
MSMEG_1292,0.343225236543209
MSMEG_5796,0.0225508911728394
MSMEG_5798,0.027083962037037
MSMEG_3766,0.0616658587654322
MSMEG_1428,0.321732970396825
MSMEG_0415,0.0214829975925926
MSMEG_5056,0.149585938024691
MSMEG_2830,0.105637171172839
MSMEG_6913,0.0306303064814813
MSMEG_5859,0.189817067380952
VBIMycSme59918_2999,0.159468832619047
MSMEG_1133,0.0245089615432097
MSMEG_3980,0.0946428709259261
MSMEG_4132,0.014558222037037
MSMEG_5698,0.0516813911728395
MSMEG_2364,0.0344475770987654
MSMEG_4941,0.0933562926984128
MSMEG_4382,0.0708179690476191
MSMEG_4190,0.0425646177777777
MSMEG_5079,0.334478432830687
MSMEG_6250,0.0457617282098764
MSMEG_1051,0.0112929282098764
MSMEG_3305,0.170175553857142
MSMEG_0009,0.340462400987654
MSMEG_6053,0.0330510008024691
MSMEG_0346,0.0716826969365079
MSMEG_1395,0.0201634911728395
MSMEG_3398,0.262618768703703
MSMEG_5030,0.0857755282098766
MSMEG_1837,0.0233189553703703
MSMEG_1915,0.0419276632098764
MSMEG_3224,0.336721519074073
MSMEG_4686,0.0313968958024691
MSMEG_3835,0.218283385246913
MSMEG_2695,0.0215402249999999
VBIMycSme59918_2061,0.181775879412698
MSMEG_4570,0.190739018024691
MSMEG_4687,0.0690849849999999
MSMEG_6394,0.0160515474691358
VBIMycSme59918_4179,0.0173829242592593
MSMEG_5155,0.0775041666666667
MSMEG_6476,0.160118785428571
MSMEG_4968,0.0837395775925926
MSMEG_3106,0.0280324979894179
MSMEG_2058,0.107603996079365
MSMEG_0816,0.0239454654320987
MSMEG_4672,0.47955839547619
MSMEG_5362,0.0285013083950617
MSMEG_6837,0.0518624320987653
MSMEG_0839,0.0703193402469134
MSMEG_2454,0.0624825864814814
MSMEG_3567,0.0416946461728395
MSMEG_6049,0.0877241488095238
MSMEG_0373,0.283435047830687
MSMEG_2444,0.103828824259259
MSMEG_5956,0.0229753903703703
MSMEG_0936,0.0276945980246912
MSMEG_5639,0.0304284158024691
MSMEG_6811,0.0732669385802466
MSMEG_6227,0.172263458415458
MSMEG_5454,0.0691259148765432
MSMEG_4354,0.110655606481481
MSMEG_0146,0.0757017948148151
MSMEG_4036,0.351929584691357
MSMEG_2211,0.0522182683950616
MSMEG_5158,0.0450986449999999
MSMEG_1211,0.0204231696913579
MSMEG_6882,0.251796638580247
MSMEG_1609,0.243108329135802
VBIMycSme59918_1595,0.243108329135802
MSMEG_1530,0.0129625763580246
MSMEG_3558,0.215832138730158
MSMEG_2293,0.0935394469047618
MSMEG_5863,0.149642282037037
MSMEG_3492,0.132581541190476
MSMEG_1491,0.373058544650793
MSMEG_5287,0.0216051824691357
MSMEG_3758,0.0122524370370371
MSMEG_1247,0.251081524365079
MSMEG_0643,0.0292716731481482
MSMEG_2661,0.11985402765432
MSMEG_4948,0.0580891688095238
MSMEG_1606,0.357493660984126
MSMEG_3641,0.262175272407406
MSMEG_3404,0.070515810925926
MSMEG_2766,0.0383291148765432
MSMEG_1877,0.282807078730158
MSMEG_2982,0.421034413253968
MSMEG_3771,0.303622435026455
MSMEG_3525,0.128391627222222
MSMEG_6426,0.229238202222222
MSMEG_5174,0.0618496355555555
MSMEG_0783,0.0351769706172839
MSMEG_0949,0.0273281022839505
MSMEG_3263,0.0428596037654321
MSMEG_3437,0.0953019054320987
MSMEG_6393,0.121736500238095
MSMEG_0249,0.0443044550617282
MSMEG_0840,0.159846876534391
MSMEG_4082,0.183607172063492
MSMEG_6089,0.0591316676190473
MSMEG_3424,0.208793968148148
MSMEG_6192,0.0533068887037037
MSMEG_6109,0.103789545246913
MSMEG_1822,0.0270544400617281
MSMEG_4717,0.265763607222222
MSMEG_0393,0.0958659731481481
MSMEG_1653,0.434235913395061
MSMEG_6453,0.0326076907936506
MSMEG_4474,0.00949425932098765
MSMEG_5654,0.0373637156172839
MSMEG_6511,0.0392867698765433
MSMEG_6331,0.218507413333333
MSMEG_3504,0.0403710896913579
MSMEG_0944,0.0279178832098765
MSMEG_2447,0.0240435575925926
MSMEG_2262,0.149629100190476
MSMEG_1963,0.0629045821428571
MSMEG_2556,0.138677165987654
MSMEG_2736,0.0965913833862435
MSMEG_4999,0.0250649000617282
MSMEG_2418,0.0768596438095237
MSMEG_5701,0.0799221134391535
MSMEG_0852,0.29439538691358
MSMEG_2357,0.0351834556172839
MSMEG_4993,0.0783322304320985
MSMEG_5472,0.449287109888889
MSMEG_3257,0.0077595577777778
MSMEG_5183,0.217945133888888
MSMEG_3203,0.137975515061728
MSMEG_0567,0.0797540208253967
MSMEG_0977,0.016931526728395
MSMEG_2189,0.0322199482098766
MSMEG_3608,0.0111577446913581
MSMEG_1644,0.147564973994708
MSMEG_6220,0.240538168253968
VBIMycSme59918_3918,0.366666554285714
MSMEG_1762,0.0450869853968254
MSMEG_6176,0.423575891851851
MSMEG_1423,0.288931807645502
MSMEG_6730,0.300618333439153
MSMEG_3792,0.0793364035185183
VBIMycSme59918_4506,0.19452367191358
MSMEG_1098,0.0280684264814815
MSMEG_3861,0.118921508174603
MSMEG_3754,0.0203503578395062
MSMEG_2198,0.025560917063492
MSMEG_3961,0.0383685580246914
MSMEG_1962,0.0324769980246912
MSMEG_4321,0.0478989569576719
MSMEG_4632,0.0484136792857142
VBIMycSme59918_3650,0.0341499979841269
MSMEG_5249,0.0152727400617284
MSMEG_5597,0.0364547224691358
MSMEG_1927,0.0457480872222222
MSMEG_4925,0.108631668603174
MSMEG_3604,0.106102917839506
MSMEG_5645,0.204156417839506
MSMEG_2755,0.0184259180246913
MSMEG_6246,0.437874334179894
MSMEG_0052,0.112826280061728
MSMEG_5237,0.0320392645061728
MSMEG_1410,0.126315600061728
MSMEG_4165,0.195702500238095
MSMEG_3313,0.0447244548765431
MSMEG_0423,0.0963842832098763
MSMEG_6079,0.0140187615432098
MSMEG_5963,0.0647670042592592
MSMEG_1033,0.037454194095238
MSMEG_2365,0.0123308970987654
MSMEG_6757,0.0641259687037037
MSMEG_2810,0.132711500061728
MSMEG_2540,0.0192841775925926
MSMEG_3535,0.100057585925925
MSMEG_5190,0.117612097592592
MSMEG_0206,0.0942193259259259
MSMEG_2201,0.0179910289506172
MSMEG_6101,0.460652906587302
MSMEG_1123,0.216882158024691
MSMEG_1375,0.0734634414814815
MSMEG_6312,0.0426941267283951
MSMEG_6747,0.251263870432098
MSMEG_3014,0.217933318333333
MSMEG_4673,0.0704908465873015
MSMEG_3752,0.0818989409788361
MSMEG_1592,0.0717726830246912
MSMEG_0452,0.361472954814815
MSMEG_4901,0.0465829977777777
MSMEG_6058,0.0264156061640211
MSMEG_5261,0.0913631758024691
MSMEG_4384,0.0672608414814816
MSMEG_4261,0.254708004682539
MSMEG_2313,0.0353174558024691
MSMEG_1062,0.107472605925926
MSMEG_2974,0.0398516380246913
MSMEG_5888,0.0400560814814814
MSMEG_6125,0.106388884444444
MSMEG_3859,0.307426232592592
MSMEG_6229,0.0360047224338625
MSMEG_5980,0.372671940978835
MSMEG_1663,0.00787271950617276
MSMEG_4282,0.0663813600000001
MSMEG_4772,0.104428215802468
MSMEG_3143,0.0245447029629628
MSMEG_3002,0.0986154639506171
MSMEG_2387,0.0131863602469135
MSMEG_3246,0.0705383684920633
MSMEG_6580,0.187026019814814
MSMEG_3694,0.0486006909259257
MSMEG_5805,0.301536560238095
MSMEG_6818,0.0783185503703701
MSMEG_2965,0.0458183489947091
MSMEG_0219,0.0647223125396824
MSMEG_5712,0.0554088839506174
MSMEG_3639,0.0544869363580247
MSMEG_1661,0.0385081756172839
MSMEG_6260,0.331635493539682
MSMEG_3497,0.0936535859259258
MSMEG_3916,0.104407465432098
MSMEG_6919,0.0353886580246914
MSMEG_4247,0.0258379014814814
MSMEG_3247,0.0120709516666666
MSMEG_6934,0.0153239128395061
MSMEG_2458,0.336460323624338
MSMEG_6346,0.181477965761904
MSMEG_6402,0.393010107619047
MSMEG_6509,0.116583114876543
MSMEG_0920,0.0367328466666667
MSMEG_1284,0.060859130617284
MSMEG_4365,0.0563462570987654
MSMEG_5298,0.256793514814815
MSMEG_3630,0.148308416358024
MSMEG_6829,0.142581295617283
MSMEG_3693,0.202176657592593
MSMEG_5184,0.0976308267283952
MSMEG_4893,0.0493410200617284
MSMEG_3376,0.0702749748412695
MSMEG_6191,0.166144624444444
MSMEG_1074,0.119807330925925
MSMEG_5263,0.0263157109259259
MSMEG_4328,0.327700854285714
MSMEG_2799,0.053317595617284
MSMEG_5489,0.0683387459876542
MSMEG_1660,0.306978624365078
MSMEG_5047,0.026912028148148
MSMEG_1809,0.0400214785802469
MSMEG_3308,0.0225002424691358
MSMEG_2287,0.0288696119135802
MSMEG_3540,0.29157976
MSMEG_4923,0.233457163950617
MSMEG_3907,0.14384491037037
MSMEG_2733,0.0223331303703703
MSMEG_4909,0.0267003533950616
MSMEG_1647,0.0211533414814815
MSMEG_1317,0.0705231859259259
MSMEG_2367,0.0156619965432097
MSMEG_2084,0.0627645133950618
MSMEG_1829,0.0577378693121693
MSMEG_3646,0.0442413546296295
MSMEG_1728,0.158951314074074
MSMEG_6923,0.060656895802469
MSMEG_2618,0.0235240869135803
MSMEG_6806,0.095185753968254
MSMEG_0895,0.263774390617284
MSMEG_5483,0.0426589864814814
MSMEG_5435,0.149901593571428
MSMEG_3396,0.104819343857142
MSMEG_4337,0.0279187580246914
MSMEG_4659,0.478883160061728
MSMEG_6621,0.232261212857142
MSMEG_2303,0.120518915238095
MSMEG_5682,0.0320150824691357
MSMEG_1272,0.0525835387654321
MSMEG_3076,0.0888456197142858
MSMEG_6781,0.499012578015873
MSMEG_0764,0.0659303933950617
MSMEG_3045,0.0498342800617285
MSMEG_0743,0.0459966209876543
MSMEG_3851,0.0310430795061728
MSMEG_2607,0.0925991911728394
MSMEG_3634,0.288720045396825
MSMEG_5941,0.0388159254320986
MSMEG_1528,0.0152757689506172
MSMEG_4182,0.155007113015873
MSMEG_1026,0.0535056543121692
MSMEG_6859,0.0486069882098763
MSMEG_4898,0.14298108095238
VBIMycSme59918_4448,0.220486088809523
MSMEG_2200,0.0236728202469135
MSMEG_5643,0.449957245246913
MSMEG_5782,0.0338644845502645
MSMEG_0595,0.0600516676543209
MSMEG_5051,0.0362801170370371
MSMEG_3463,0.0747173039506173
MSMEG_0194,0.0327163378888889
MSMEG_2007,0.046301098015873
MSMEG_6300,0.100586500246913
MSMEG_3776,0.0466107370987655
MSMEG_3802,0.0372081687037037
MSMEG_1735,0.0138246983333332
MSMEG_4701,0.0545680431746029
MSMEG_0703,0.127714669691358
MSMEG_0227,0.127226449876543
MSMEG_6783,0.0597846801058201
MSMEG_4731,0.233775553756613
MSMEG_0252,0.0799550550617285
MSMEG_3881,0.0360994291358024
MSMEG_1701,0.0569466553703703
MSMEG_3112,0.045419912968254
MSMEG_1242,0.0374016445061728
MSMEG_0539,0.0334483799999999
MSMEG_3534,0.278483035617283
MSMEG_5285,0.118268552513227
MSMEG_5545,0.0545370313580249
MSMEG_0877,0.0170944869135802
MSMEG_4595,0.0354324963580247
MSMEG_5222,0.0180543674691357
MSMEG_4343,0.430334524259259
MSMEG_3969,0.243631795761904
MSMEG_6310,0.0399155837654321
MSMEG_4159,0.0800054261728393
MSMEG_1721,0.0551887433015871
MSMEG_6800,0.0142302244444443
MSMEG_5164,0.146077486904762
MSMEG_0947,0.101636722142856
MSMEG_2684,0.0594785242592593
MSMEG_6188,0.334154242283951
MSMEG_4232,0.272699776957672
VBIMycSme59918_3192,0.490255059074073
MSMEG_2588,0.012587234179894
MSMEG_6654,0.0743874795061727
MSMEG_2197,0.0947770550617284
MSMEG_0719,0.163558001728394
MSMEG_2489,0.0893479125132274
MSMEG_5770,0.00700963037037034
MSMEG_6077,0.0279969316666667
MSMEG_1204,0.14912915537037
MSMEG_4353,0.0371325755555555
MSMEG_4200,0.027598844691358
MSMEG_3990,0.0817671698765433
VBIMycSme59918_0649,0.344937424691357
MSMEG_1954,0.0556142408024691
MSMEG_6933,0.0140238459259259
MSMEG_2700,0.0345008533950616
MSMEG_1088,0.229989859497354
MSMEG_2636,0.342284749876542
MSMEG_1813,0.143825670793651
MSMEG_0244,0.026519287654321
MSMEG_4668,0.0461993585396826
MSMEG_3433,0.0572460642592592
MSMEG_6372,0.0361126598148147
MSMEG_5679,0.0997167993209876
MSMEG_1236,0.223724587089947
MSMEG_5740,0.12135253191358
MSMEG_5475,0.0304723720987654
MSMEG_4942,0.0328000363580247
MSMEG_5072,0.0980113348148148
MSMEG_1890,0.0136519864814814
MSMEG_0167,0.0762678592592593
MSMEG_5661,0.0394783059876543
MSMEG_1717,0.0344338037619047
MSMEG_3183,0.0190037854320987
MSMEG_1736,0.0552009852910053
MSMEG_0833,0.190186287469136
MSMEG_5686,0.0817457944973547
MSMEG_3000,0.0467297178395061
MSMEG_1184,0.175150322142857
MSMEG_5124,0.0541596084920634
MSMEG_4671,0.0244335239506173
MSMEG_4394,0.0709970032098764
MSMEG_4470,0.041682518765432
MSMEG_6645,0.260376807533333
MSMEG_5441,0.0266619506172839
MSMEG_0806,0.0425758141358025
MSMEG_6758,0.0797693214814814
MSMEG_6478,0.169709980802469
MSMEG_4803,0.169582329523809
MSMEG_2515,0.0441325503703703
MSMEG_2818,0.0864765968571428
MSMEG_1655,0.0148882383333333
MSMEG_5520,0.0365346287619047
MSMEG_4924,0.0262100104320988
MSMEG_0387,0.17582211968254
MSMEG_4483,0.0685646765432097
MSMEG_2781,0.0678969761111113
MSMEG_5677,0.0879865533333332
MSMEG_1807,0.0560790889947089
MSMEG_1885,0.0369232491358024
MSMEG_5715,0.0400678706172839
MSMEG_0744,0.160266382469135
MSMEG_6320,0.290210751031746
MSMEG_6504,0.160693418178743
MSMEG_2664,0.0174576778395062
VBIMycSme59918_5004,0.0481218839506172
MSMEG_1385,0.038991932839506
VBIMycSme59918_2521,0.0152978027777778
MSMEG_2092,0.0389674737566138
MSMEG_6221,0.0412268209876542
MSMEG_5894,0.244587016216931
MSMEG_2202,0.110661064506173
MSMEG_2624,0.0724962283950615
MSMEG_6546,0.222247952098765
MSMEG_4437,0.113632699999999
MSMEG_3522,0.0799569187654321
MSMEG_0997,0.0930008735714286
MSMEG_4765,0.330759246728394
MSMEG_3259,0.045483676111111
MSMEG_1558,0.266423847513227
MSMEG_4268,0.0161385925925924
MSMEG_5201,0.0858302491358022
MSMEG_0943,0.0301421044444444
MSMEG_1574,0.0233079765079364
MSMEG_3489,0.150725181693121
MSMEG_3659,0.139559046031746
MSMEG_2080,0.057132842142857
MSMEG_1508,0.113576634814814
MSMEG_2263,0.303561488888888
VBIMycSme59918_3349,0.26591574931746
MSMEG_4336,0.0177709325925925
MSMEG_0400,0.446930053888888
MSMEG_0188,0.0802452580246915
MSMEG_5250,0.0418024343209876
MSMEG_6366,0.0256972000617283
MSMEG_3787,0.0632043083597884
MSMEG_1349,0.0502835200264551
MSMEG_5436,0.027327026728395
MSMEG_2598,0.4245279
MSMEG_2117,0.0808378713580247
MSMEG_3637,0.0787378081481483
MSMEG_6523,0.077644127089947
MSMEG_6078,0.071243217037037
MSMEG_3612,0.088347937037037
MSMEG_4975,0.037189263765432
MSMEG_0878,0.102086806481481
MSMEG_6776,0.243090335555555
MSMEG_6253,0.0239334195061728
MSMEG_0053,0.0347256889506174
MSMEG_2294,0.0690180148148149
MSMEG_5537,0.048993247654321
MSMEG_0048,0.0267713531481481
MSMEG_3819,0.0375810600617283
MSMEG_2146,0.12780424584656
MSMEG_5892,0.0804935992857144
MSMEG_4945,0.0405043507936508
MSMEG_2521,0.0742791698412698
MSMEG_1849,0.0323726037301586
MSMEG_0433,0.111073292650793
MSMEG_0924,0.0895018920987653
MSMEG_3070,0.0327732913580246
MSMEG_1045,0.0143479461728395
MSMEG_6161,0.0873652176984127
MSMEG_5741,0.203684600987654
MSMEG_2895,0.128450031172839
MSMEG_6673,0.0857120222222223
MSMEG_0978,0.0508527548765432
MSMEG_0024,0.317552617275132
MSMEG_0670,0.0710487657142858
MSMEG_4973,0.203056917592592
MSMEG_3880,0.0999668437654318
MSMEG_6462,0.0789021913492062
MSMEG_3594,0.0417778348148147
MSMEG_4633,0.0290732991798942
MSMEG_2006,0.296944749735449
