MSMEG_0001	0.607	0.6276	0.6967	0.5954
MSMEG_0002	0.6179	0.6278	0.2054	0.6223
MSMEG_0003	0.3373	0.3405	0.1313	0.3394
MSMEG_0004	0.5175	0.5292	0.2929	0.5133
MSMEG_0005	0.5276	0.5419	0.4253	0.5256
MSMEG_0006	0.6025	0.6139	0.6152	0.592
MSMEG_0007	0.8214	0.8346	0.4129	0.8185
MSMEG_0009	3.6767	3.8336	1.764	3.9012
MSMEG_0011	0.5411	0.5568	0.3041	0.5422
MSMEG_0012	0.3495	0.3576	0.2545	0.3398
MSMEG_0014	0.8096	0.8274	0.8234	0.7956
MSMEG_0015	0.7373	0.7472	0.1842	0.7361
MSMEG_0016	1.3613	1.3868	0.5745	1.3835
MSMEG_0017	0.35	0.3617	0.6034	0.3428
MSMEG_0018	0.3002	0.3073	0.2796	0.296
MSMEG_0019	0.3767	0.3823	0.677	0.3735
MSMEG_0020	0.3223	0.332	0.5978	0.3056
MSMEG_0021	0.9849	1.0295	0.7081	0.9729
MSMEG_0022	0.5852	0.5989	0.438	0.5815
MSMEG_0023	1.4812	1.5589	1.7031	1.4562
MSMEG_0024	0.9032	0.9243	4.8937	0.8839
MSMEG_0025	0.2131	0.2156	0.0736	0.2155
MSMEG_0026	1.1694	1.207	0.8903	1.1609
MSMEG_0027	0.5229	0.5497	0.9677	0.5045
MSMEG_0028	0.4624	0.4796	1.1538	0.4411
MSMEG_0029	1.1033	1.1285	1.5553	1.0882
MSMEG_0030	0.5256	0.5417	0.3646	0.525
MSMEG_0031	0.2548	0.2611	0.2548	0.2511
MSMEG_0032	0.4311	0.4416	0.413	0.4163
MSMEG_0033	0.4558	0.4608	0.111	0.4587
MSMEG_0034	0.3806	0.3813	0.1483	0.3864
MSMEG_0035	0.964	0.9884	0.35	0.969
MSMEG_0036	6.7913	4117.0238	7979.5609	8.0282
MSMEG_0039	0.3823	0.3931	0.5368	0.3708
MSMEG_0040	0.6004	0.604	0.379	0.6006
MSMEG_0041	0.8655	0.8817	0.3692	0.8783
MSMEG_0042	0.5021	0.512	3.7045	0.4849
MSMEG_0043	0.4923	0.5018	0.8326	0.4866
MSMEG_0044	0.5723	0.5876	0.448	0.5709
MSMEG_0045	0.5753	0.5849	0.2	0.5753
MSMEG_0046	0.5637	0.577	0.2286	0.562
MSMEG_0047	0.3112	0.3716	1.2272	0.2928
MSMEG_0048	0.8972	0.98	2.2134	0.8513
MSMEG_0049	0.6667	0.6806	0.6353	0.6609
MSMEG_0050	1.2351	1.2124	0.4519	1.2161
MSMEG_0051	1.5346	1.7723	3.5866	1.2992
MSMEG_0052	0.4764	0.4907	0.3484	0.4692
MSMEG_0053	0.4248	0.4363	0.7415	0.4233
MSMEG_0054	0.1005	0.0993	0.0661	0.0986
MSMEG_0055	0.4906	0.504	0.8894	0.481
MSMEG_0056	0.9176	0.9356	0.6991	0.8762
MSMEG_0057	0.983	1.0087	0.6997	0.9744
MSMEG_0058	1.2685	1.2904	0.5317	1.2767
MSMEG_0059	0.4883	0.5242	2.5262	0.4594
MSMEG_0060	0.2959	0.2999	0.1079	0.2949
