,No zero values in 0-15 minute timepoints,half-life for 0-15 minutes,hyp_1_5_slope,hyp_1_5_r2,hyp_1_5_mse
MSMEG_0128,pass,22.49,-0.0444617117117117,0.113785106138576,0.410166515168168
MSMEG_3646,pass,22.50,-0.0444481981981982,0.443203285461194,0.0661205160690691
MSMEG_3193,pass,22.50,-0.0444361861861862,0.11893215091233,0.389688739516516
MSMEG_6589,pass,22.52,-0.0444075075075075,0.217090121838488,0.18946052072072
MSMEG_4029,pass,22.52,-0.0444064564564564,0.258372115744031,0.150788029822822
MSMEG_4427,pass,22.52,-0.0443963963963964,0.28638855016693,0.130838579387387
MSMEG_1623,pass,22.53,-0.044390990990991,0.116273283585024,0.398989942726726
MSMEG_5080,pass,22.54,-0.0443687687687687,0.252603488051014,0.155167476948948
MSMEG_5015,pass,22.55,-0.044351051051051,0.290745919318233,0.127829258126125
MSMEG_2679,pass,22.55,-0.04435,0.387257318581848,0.0829086736666665
MSMEG_1565,pass,22.55,-0.0443372372372372,0.192288514386181,0.219975538882883
MSMEG_5837,pass,22.56,-0.0443313813813813,0.302296261284248,0.120835633498498
MSMEG_3215,pass,22.56,-0.0443267267267267,0.235619045684871,0.169810683459459
MSMEG_0047,pass,22.57,-0.0442992492492492,0.235529618655047,0.169684466651651
MSMEG_6000,pass,22.58,-0.0442882882882883,0.141107487785353,0.318053931279279
MSMEG_6923,pass,22.58,-0.0442857357357357,0.245968164892277,0.160166885246246
MSMEG_2729,pass,22.58,-0.0442815315315314,0.394136700850699,0.0802984671801802
MSMEG_2032,pass,22.58,-0.0442776276276276,0.145472081870509,0.306795870399399
MSMEG_2758,pass,22.59,-0.0442726726726726,0.372326294254828,0.0880270057057056
MSMEG_6914,pass,22.60,-0.0442493993993993,0.457779583692417,0.0617829196126126
MSMEG_1829,pass,22.61,-0.0442346846846847,0.383757148459766,0.0837057916846846
MSMEG_6852,pass,22.61,-0.0442295795795795,0.129543177027383,0.35018096318018
MSMEG_6094,pass,22.62,-0.0442135135135135,0.55464292819314,0.0418156786906906
MSMEG_1934,pass,22.62,-0.0442006006006005,0.323148421145475,0.109013923279279
MSMEG_0812,pass,22.63,-0.0441963963963964,0.204773331753046,0.202080998942942
MSMEG_3423,pass,22.63,-0.0441824324324324,0.120207190543482,0.3806128316006
MSMEG_2007,pass,22.63,-0.0441807807807807,0.119516656959325,0.383083724648648
MSMEG_6676,pass,22.64,-0.0441783783783783,0.18598437066126,0.227567404168168
MSMEG_4071,pass,22.64,-0.0441779279279279,0.286660009202121,0.129382150843843
MSMEG_2772,pass,22.64,-0.0441603603603603,0.307047731816929,0.117245684096096
MSMEG_3784,pass,22.65,-0.0441524024024024,0.470181039568906,0.058520130135135
MSMEG_5920,pass,22.65,-0.0441412912912913,0.127850147684216,0.354090410579579
MSMEG_5614,pass,22.67,-0.0441139639639639,0.141000073695548,0.315834941738738
MSMEG_3958,pass,22.68,-0.0440947447447447,0.266520100477209,0.142549643264264
MSMEG_0284,pass,22.68,-0.0440915915915915,0.32494962296347,0.107588516516516
MSMEG_2124,pass,22.68,-0.0440863363363363,0.182643816852866,0.231712048981982
MSMEG_4245,pass,22.69,-0.0440819819819819,0.317845884318518,0.111102122906907
MSMEG_5537,pass,22.69,-0.044072072072072,0.385098203223698,0.0826219478438438
VBIMycSme59918_4448,pass,22.69,-0.0440669669669669,0.141168936778426,0.314723477153153
MSMEG_4065,pass,22.69,-0.0440636636636636,0.185922413657599,0.226479801981982
MSMEG_2776,pass,22.71,-0.044042042042042,0.406127342562088,0.0755614382462462
MSMEG_4968,pass,22.71,-0.0440295795795795,0.264965623275106,0.143265432957957
MSMEG_2780,pass,22.71,-0.0440283783783784,0.335798848147723,0.102145684501501
MSMEG_5707,pass,22.71,-0.0440252252252252,0.166746158382084,0.258023273537537
MSMEG_2895,pass,22.72,-0.0440211711711711,0.166668264586678,0.258120450015014
MSMEG_4315,pass,22.72,-0.0440193693693693,0.250039222705709,0.15482898396096
VBIMycSme59918_4507,pass,22.72,-0.0440091591591591,0.126119953880358,0.357510154831831
MSMEG_0234,pass,22.73,-0.0439981981981981,0.469770595872247,0.0582079068468469
MSMEG_2277,pass,22.74,-0.0439779279279279,0.223969290656661,0.17852300151051
MSMEG_5682,pass,22.76,-0.0439433933933933,0.34150074399288,0.0991939162372371
MSMEG_6363,pass,22.78,-0.0438941441441441,0.25001406071335,0.153969989042042
MSMEG_3448,pass,22.79,-0.0438882882882883,0.138479378235059,0.319236160612612
MSMEG_5247,pass,22.79,-0.0438867867867867,0.347692740903007,0.0962627751711711
VBIMycSme59918_5004,pass,22.79,-0.0438755255255255,0.320417558701429,0.108768897198198
MSMEG_0958,pass,22.80,-0.0438528528528528,0.305819308967877,0.116288709405405
MSMEG_2753,pass,22.80,-0.0438507507507507,0.24754735636944,0.155707368984984
MSMEG_2399,pass,22.81,-0.0438493993993994,0.358730701181359,0.0915658267237238
MSMEG_6325,pass,22.82,-0.0438268768768768,0.164677712036191,0.259558056045045
MSMEG_6048,pass,22.82,-0.0438189189189189,0.116509633319398,0.387880119531531
MSMEG_5016,pass,22.83,-0.0438055555555555,0.243546406870374,0.158779038999999
MSMEG_1243,pass,22.83,-0.0437989489489489,0.540616859168663,0.0434257237927927
MSMEG_1610,pass,22.87,-0.0437313813813814,0.357670703478798,0.091494497054054
MSMEG_4280,pass,22.87,-0.0437195195195195,0.303018318279827,0.117121725405405
MSMEG_4569,pass,22.87,-0.0437168168168168,0.190048544661121,0.216983008288288
MSMEG_6863,pass,22.88,-0.0437124624624624,0.241100756566764,0.160225011684684
VBIMycSme59918_0071,pass,22.88,-0.0437051051051051,0.372538633242223,0.0857065932612612
MSMEG_5089,pass,22.88,-0.0436981981981981,0.381269519173133,0.0825525904024025
MSMEG_0260,pass,22.89,-0.0436794294294294,0.330122008122219,0.103135781882883
MSMEG_6385,pass,22.90,-0.043665015015015,0.223708058256023,0.176256400993994
ORF4,pass,22.90,-0.0436614114114114,0.162861608634725,0.261040745486486
MSMEG_4723,pass,22.90,-0.0436587087087086,0.297490716776403,0.119909790135135
MSMEG_3657,pass,22.92,-0.0436241741741741,0.266360595656823,0.13963726372072
MSMEG_0633,pass,22.93,-0.0436139639639639,0.226883521886022,0.172674145738738
MSMEG_3895,pass,22.93,-0.0436052552552552,0.362242322268753,0.0891801899309308
MSMEG_3030,pass,22.94,-0.0435870870870871,0.337339444787704,0.0994200339579581
MSMEG_0601,pass,22.95,-0.0435666666666666,0.111104191999371,0.404541703555555
MSMEG_0984,pass,22.96,-0.0435531531531531,0.167833600765717,0.250555932024024
MSMEG_0073,pass,22.98,-0.0435207207207206,0.373779587337341,0.0845352843843843
MSMEG_5817,pass,22.98,-0.0435196696696697,0.136885379035555,0.318138926759759
MSMEG_3115,pass,22.98,-0.0435124624624625,0.297594807887577,0.119048494351351
MSMEG_1576,pass,22.98,-0.0435078078078078,0.481115129131659,0.0543864381981981
MSMEG_2002,pass,22.99,-0.0434983483483483,0.217105040881848,0.181766290327327
VBIMycSme59918_4179,pass,23.00,-0.0434833333333333,0.433786351806857,0.0657482696666666
MSMEG_5686,pass,23.00,-0.0434741741741741,0.121129918447205,0.365317231831831
MSMEG_5148,pass,23.01,-0.0434632132132132,0.121211872298952,0.364852143948949
MSMEG_5395,pass,23.02,-0.0434385885885886,0.305898269831037,0.114059572153152
MSMEG_4353,pass,23.03,-0.043415015015015,0.199450857854838,0.201542304216216
MSMEG_5834,pass,23.04,-0.0434109609609609,0.13441575572504,0.323289935288288
MSMEG_2724,pass,23.04,-0.0434082582582582,0.443476036464186,0.0629930524054054
MSMEG_6113,pass,23.04,-0.0434076576576576,0.245475886498123,0.154287666171171
MSMEG_2793,pass,23.04,-0.043398048048048,0.253280167975525,0.14792143572072
MSMEG_6074,pass,23.06,-0.0433629129129129,0.464523540311809,0.0577435889579579
MSMEG_0948,pass,23.06,-0.0433567567567567,0.303522352708934,0.114911713117117
MSMEG_1807,pass,23.07,-0.0433536036036035,0.423254557127077,0.0682287090540541
MSMEG_0978,pass,23.07,-0.0433513513513513,0.330612165410252,0.101367441573573
MSMEG_6415,pass,23.08,-0.0433328828828829,0.376701010200958,0.082769250927928
MSMEG_6405,pass,23.08,-0.043328078078078,0.464101151228567,0.0577488379309309
MSMEG_2377,pass,23.08,-0.0433223723723723,0.239795630172955,0.158506756621621
MSMEG_5468,pass,23.08,-0.0433193693693694,0.285064138507933,0.125378470627627
MSMEG_4198,pass,23.09,-0.0433078078078078,0.393901854558322,0.0768814475315313
MSMEG_5705,pass,23.10,-0.0432839339339339,0.421757924715552,0.0684280413903903
MSMEG_2054,pass,23.10,-0.0432833333333333,0.0971672691223615,0.463727570555555
MSMEG_3327,pass,23.13,-0.0432402402402402,0.299923028931991,0.116264303795795
MSMEG_2162,pass,23.17,-0.0431656156156156,0.207072262735907,0.190073590903903
MSMEG_6538,pass,23.18,-0.0431456456456456,0.194789843416024,0.204998697117117
MSMEG_3223,pass,23.18,-0.0431390390390391,0.371458565332914,0.0838877776216215
MSMEG_4697,pass,23.20,-0.0431108108108107,0.325251496941885,0.102713902042042
VBIMycSme59918_2364,pass,23.20,-0.0430974474474473,0.293416408751787,0.119156151648648
MSMEG_1890,pass,23.21,-0.0430828828828828,0.313444752265963,0.108307422594594
MSMEG_3358,pass,23.21,-0.0430810810810811,0.206180460995855,0.190362624864864
MSMEG_5126,pass,23.22,-0.0430693693693693,0.474914211757491,0.054636936960961
MSMEG_1663,pass,23.23,-0.0430524024024024,0.195716173039658,0.202913818135135
MSMEG_5202,pass,23.24,-0.0430244744744744,0.201287809734662,0.195676290975975
MSMEG_5782,pass,23.24,-0.0430244744744744,0.273927340170168,0.130710378531531
MSMEG_1883,pass,23.25,-0.0430129129129128,0.266483748659762,0.135665975291291
MSMEG_0366,pass,23.26,-0.0429855855855856,0.301826139395578,0.11386405642042
MSMEG_1112,pass,23.31,-0.0429055555555555,0.2087821878197,0.185850567444444
MSMEG_6106,pass,23.31,-0.0429025525525526,0.165512123438823,0.247224043648648
MSMEG_2623,pass,23.31,-0.0429022522522522,0.250639094863607,0.14660089542042
MSMEG_4581,pass,23.32,-0.0428900900900901,0.471158806557976,0.055005498006006
MSMEG_6674,pass,23.32,-0.0428809309309309,0.157966477913119,0.261112147912913
MSMEG_6235,pass,23.33,-0.042871021021021,0.296231972462334,0.11632136145045
MSMEG_3103,pass,23.33,-0.04286006006006,0.400574528147635,0.0732304385705705
VBIMycSme59918_5849,pass,23.34,-0.0428486486486486,0.123146985033064,0.348266335351351
MSMEG_5173,pass,23.36,-0.042804054054054,0.149115239549995,0.278517663384384
MSMEG_5280,pass,23.37,-0.0427911411411411,0.12739898541681,0.334111713198198
MSMEG_5333,pass,23.37,-0.0427909909909909,0.293660763614857,0.117329256060059
MSMEG_4149,pass,23.38,-0.0427776276276276,0.242243412265225,0.152491401954954
MSMEG_5272,pass,23.39,-0.0427602102102102,0.215559020540177,0.177258861378378
MSMEG_0372,pass,23.39,-0.0427584084084083,0.382555418144291,0.0786105635165166
MSMEG_6149,pass,23.39,-0.0427558558558558,0.214298593969348,0.178551555375375
MSMEG_3187,pass,23.39,-0.0427498498498498,0.374373218510084,0.0813605669549547
MSMEG_6135,pass,23.39,-0.0427459459459459,0.184058401413257,0.215788111495495
MSMEG_5914,pass,23.40,-0.0427339339339339,0.328795486592305,0.0993136606126126
MSMEG_5119,pass,23.40,-0.0427331831831831,0.268651854673659,0.132433857954954
MSMEG_5786,pass,23.40,-0.0427324324324324,0.242247938727435,0.152165601045045
MSMEG_4163,pass,23.40,-0.0427304804804805,0.326909884681488,0.100150917738738
MSMEG_4045,pass,23.41,-0.0427169669669669,0.0990826208212456,0.442000252597597
MSMEG_1854,pass,23.43,-0.0426875375375375,0.233673730201098,0.159198968129129
MSMEG_4550,pass,23.44,-0.0426683183183183,0.245392266854252,0.149143953882882
MSMEG_1626,pass,23.44,-0.0426647147147147,0.261164738909944,0.137184481498498
MSMEG_1878,pass,23.44,-0.0426617117117117,0.28842516312812,0.119618460501501
MSMEG_3174,pass,23.44,-0.0426585585585586,0.285691368789342,0.12120913487087
MSMEG_3000,pass,23.49,-0.042569069069069,0.352052071975353,0.0888496511351351
MSMEG_5725,pass,23.50,-0.0425519519519519,0.220721587174768,0.170302502498498
MSMEG_2490,pass,23.53,-0.0425067567567567,0.267834019753317,0.13158123745045
MSMEG_1479,pass,23.54,-0.0424881381381381,0.197615476590466,0.19526805954054
MSMEG_2193,pass,23.54,-0.0424873873873874,0.368309197581411,0.0824795461621623
MSMEG_3886,pass,23.54,-0.0424842342342342,0.394216379797217,0.0738877889339339
MSMEG_0409,pass,23.54,-0.0424728228228228,0.311821039962366,0.10606020139039
MSMEG_6871,pass,23.55,-0.0424702702702702,0.0930829311268741,0.468168074942943
ORF20,pass,23.55,-0.0424675675675675,0.288928285004721,0.118242155267267
MSMEG_0923,pass,23.56,-0.042448048048048,0.380291331611753,0.0782205407207208
MSMEG_1011,pass,23.56,-0.0424462462462462,0.308705680684191,0.10748086818018
MSMEG_3274,pass,23.56,-0.0424387387387387,0.194824248812775,0.198292749177177
MSMEG_0441,pass,23.57,-0.0424286786786786,0.278876739949119,0.124008212045045
MSMEG_1531,pass,23.60,-0.042368168168168,0.138325087105737,0.297890114606606
MSMEG_2664,pass,23.61,-0.0423478978978978,0.283367982979795,0.120821260837837
VBIMycSme59918_6423,pass,23.61,-0.0423466966966967,0.30877180658768,0.106944166975975
MSMEG_0997,pass,23.62,-0.042328078078078,0.102016808748969,0.420133965486486
MSMEG_4293,pass,23.63,-0.0423183183183183,0.469669350383049,0.0538698206606606
MSMEG_1618,pass,23.63,-0.0423148648648648,0.19966331334451,0.191202949846846
MSMEG_4035,pass,23.64,-0.0423096096096096,0.201611391701333,0.188847622162162
MSMEG_3644,pass,23.64,-0.0423036036036035,0.36089085625905,0.084428310942943
MSMEG_2325,pass,23.65,-0.0422845345345345,0.150218949700308,0.269450907228228
MSMEG_3394,pass,23.66,-0.0422644144144144,0.142903619907567,0.285410774087087
MSMEG_6746,pass,23.66,-0.0422567567567567,0.290320275384905,0.116281754006006
MSMEG_1249,pass,23.67,-0.0422435435435435,0.26032108065392,0.135079301489489
MSMEG_1745,pass,23.67,-0.0422408408408408,0.195692919850715,0.195364706054053
MSMEG_1608,pass,23.68,-0.0422334834834834,0.312349629113294,0.104610364621621
MSMEG_1552,pass,23.68,-0.0422294294294294,0.2326609138714,0.156685402882882
MSMEG_4672,pass,23.70,-0.0421993993993993,0.430896266374726,0.0626564037237236
MSMEG_5850,pass,23.70,-0.0421972972972973,0.157065487963279,0.25457547296096
MSMEG_2391,pass,23.71,-0.0421729729729729,0.350513418698159,0.0877946778738738
MSMEG_2021,pass,23.73,-0.0421489489489489,0.314154196541514,0.103321651459459
MSMEG_2370,pass,23.73,-0.0421475975975975,0.255208355259365,0.138108299468468
MSMEG_5681,pass,23.73,-0.0421448948948949,0.368419369352728,0.0811167455945946
MSMEG_2853,pass,23.76,-0.0420959459459459,0.0864494575178312,0.49886734205105
MSMEG_0764,pass,23.76,-0.0420857357357357,0.146032188749097,0.275928763468468
MSMEG_4239,pass,23.77,-0.0420749249249249,0.437087887380304,0.0607369168498499
MSMEG_5071,pass,23.77,-0.0420674174174173,0.279868923447251,0.121306143984984
MSMEG_1001,pass,23.78,-0.0420451951951952,0.160142878051422,0.24698168354054
MSMEG_0023,pass,23.79,-0.0420405405405405,0.247342636406103,0.143274576216216
MSMEG_5160,pass,23.79,-0.0420297297297297,0.16783950670203,0.233324484276276
MSMEG_1360,pass,23.80,-0.0420213213213212,0.134364660499849,0.303056461489489
MSMEG_3868,pass,23.81,-0.0420009009009009,0.208071234200156,0.178865057933934
MSMEG_1763,pass,23.81,-0.0420001501501501,0.112186132976017,0.371893555288288
MSMEG_1394,pass,23.86,-0.0419057057057057,0.114730087513126,0.360976489621621
MSMEG_2038,pass,23.88,-0.0418777777777778,0.284075919900928,0.117742709333333
MSMEG_6816,pass,23.88,-0.0418729729729729,0.325574404874914,0.0967577147627628
MSMEG_5812,pass,23.89,-0.0418665165165165,0.0987442165678668,0.426190996621621
MSMEG_4755,pass,23.90,-0.0418373873873874,0.303379422840177,0.107071407384384
MSMEG_2365,pass,23.91,-0.0418151651651651,0.343279199196518,0.0891117838288288
MSMEG_3766,pass,23.92,-0.041806006006006,0.376652841682673,0.077054909261261
MSMEG_5557,pass,23.93,-0.0417929429429429,0.1044814571524,0.39881867893994
MSMEG_3227,pass,23.94,-0.0417692192192192,0.400346161789093,0.0696164516486487
MSMEG_4967,pass,23.95,-0.0417525525525525,0.404011648983763,0.0685084539819818
MSMEG_5107,pass,23.96,-0.0417319819819819,0.310371454570967,0.10308742724024
MSMEG_2713,pass,23.97,-0.0417178678678679,0.453183152007475,0.0559431041171171
MSMEG_2521,pass,23.97,-0.041716966966967,0.35397302675556,0.0846135961531532
MSMEG_3626,pass,23.98,-0.0416954954954955,0.25511958217022,0.135224461681681
MSMEG_3686,pass,23.98,-0.0416948948948949,0.297695612387021,0.109257921705705
MSMEG_2541,pass,23.99,-0.0416788288288288,0.531430095917854,0.0408031300150151
MSMEG_4431,pass,24.00,-0.0416660660660661,0.452158576315168,0.0560355077237237
MSMEG_6758,pass,24.01,-0.0416545045045045,0.344483194856763,0.0879577184594594
VBIMycSme59918_3999,pass,24.01,-0.0416542042042042,0.19872203817158,0.186375606351351
MSMEG_5103,pass,24.01,-0.0416498498498498,0.268617395821261,0.125826348288288
MSMEG_1058,pass,24.01,-0.0416454954954955,0.176011537117896,0.216296894015015
MSMEG_3407,pass,24.01,-0.041642042042042,0.0877580777179928,0.480198923135134
MSMEG_5362,pass,24.03,-0.0416126126126125,0.20355590934165,0.180491089717717
MSMEG_4630,pass,24.04,-0.0416042042042042,0.457414145576781,0.0546975073513513
MSMEG_4692,pass,24.05,-0.0415795795795795,0.283944361651157,0.116146981513513
MSMEG_3492,pass,24.05,-0.0415786786786786,0.222002334862564,0.161397327711711
MSMEG_1568,pass,24.05,-0.0415774774774775,0.24625911473392,0.140954924708708
MSMEG_2737,pass,24.05,-0.0415738738738738,0.222392607101281,0.160996058438438
MSMEG_5594,pass,24.06,-0.0415693693693693,0.344387192573918,0.0876357947387387
MSMEG_5216,pass,24.07,-0.0415399399399399,0.227247158067763,0.156317679459459
MSMEG_4769,pass,24.08,-0.0415364864864865,0.0983960832041833,0.421145063024024
VBIMycSme59918_3881,pass,24.08,-0.0415333333333333,0.175624876932725,0.215708192888888
MSMEG_5884,pass,24.11,-0.0414698198198198,0.159459175281067,0.24149481769069
MSMEG_5748,pass,24.13,-0.0414336336336336,0.423626485153879,0.0622244655975976
MSMEG_2517,pass,24.14,-0.0414325825825825,0.360044031018289,0.081285430207207
MSMEG_5597,pass,24.14,-0.04143003003003,0.227653744037819,0.155132204864864
MSMEG_4669,pass,24.14,-0.0414199699699699,0.554931881582807,0.0366556216426425
MSMEG_2660,pass,24.15,-0.0414132132132132,0.182864366820218,0.204163047615615
MSMEG_3165,pass,24.16,-0.0413887387387387,0.194339769241483,0.189185936177177
MSMEG_6849,pass,24.18,-0.0413546546546546,0.107216066743368,0.379375702378378
MSMEG_5591,pass,24.20,-0.0413283783783783,0.313025446032254,0.0998600911681682
MSMEG_6229,pass,24.20,-0.0413256756756756,0.271183843653244,0.122272368837837
MSMEG_1258,pass,24.20,-0.041319069069069,0.25776297941918,0.130965632801801
MSMEG_2526,pass,24.25,-0.0412367867867868,0.178900418894507,0.207916199504504
MSMEG_4620,pass,24.25,-0.0412355855855855,0.253519867167453,0.133378186531531
MSMEG_2360,pass,24.25,-0.0412322822822822,0.163406838355959,0.231874533126126
MSMEG_4347,pass,24.25,-0.0412321321321321,0.325471801709978,0.093862593117117
MSMEG_1034,pass,24.26,-0.0412262762762763,0.401348698847015,0.0675358718288288
MSMEG_6696,pass,24.26,-0.0412148648648648,0.235482761113281,0.146916354735735
MSMEG_1694,pass,24.27,-0.0412108108108108,0.194606052180816,0.187244279375375
VBIMycSme59918_4503,pass,24.27,-0.0412009009009009,0.231905333007925,0.1497792526006
MSMEG_5276,pass,24.27,-0.0411971471471471,0.286295280488863,0.112712708405405
MSMEG_2451,pass,24.28,-0.0411851351351351,0.334961307212468,0.089715500069069
MSMEG_5641,pass,24.29,-0.0411752252252252,0.212875113837491,0.167003255648648
MSMEG_2078,pass,24.30,-0.0411543543543543,0.423818192510171,0.0613402797837838
MSMEG_6452,pass,24.30,-0.0411489489489489,0.241714814754433,0.141508007459459
MSMEG_2500,pass,24.30,-0.0411484984984984,0.256060901614076,0.131049786939939
MSMEG_4583,pass,24.31,-0.0411381381381381,0.478164682151936,0.0492016263183181
MSMEG_5265,pass,24.31,-0.0411333333333333,0.336641399245608,0.0888183848888888
MSMEG_6292,pass,24.33,-0.041102102102102,0.38743930976621,0.0711553778378377
MSMEG_3197,pass,24.33,-0.0411003003003003,0.431533775479748,0.0592808038198197
MSMEG_5520,pass,24.33,-0.0410972972972972,0.147067272878998,0.260951311627627
MSMEG_5065,pass,24.34,-0.0410926426426426,0.212713715400496,0.16649437118018
MSMEG_1312,pass,24.34,-0.0410809309309309,0.0838213441769579,0.491405850135135
MSMEG_3696,pass,24.35,-0.041065015015015,0.17632529109291,0.209854996549549
MSMEG_4335,pass,24.35,-0.0410621621621621,0.10344710672055,0.389291943459459
MSMEG_0240,pass,24.36,-0.0410546546546546,0.297952960096079,0.105798018822822
MSMEG_3155,pass,24.36,-0.0410493993993994,0.374269326494794,0.0750500600570568
MSMEG_1502,pass,24.36,-0.0410477477477477,0.378092588024894,0.0738312897537536
MSMEG_1311,pass,24.36,-0.0410460960960961,0.269110979519713,0.121898386327327
MSMEG_0678,pass,24.37,-0.0410421921921922,0.243308332929989,0.139558819864864
MSMEG_5940,pass,24.38,-0.0410216216216216,0.20438395654451,0.174508505501501
MSMEG_3424,pass,24.38,-0.0410159159159159,0.325980534918431,0.0926658725405404
MSMEG_1066,pass,24.39,-0.0410006006006006,0.39156133463155,0.0695875686126126
MSMEG_3186,pass,24.39,-0.041,0.351993343510112,0.0824417022222222
MSMEG_2999,pass,24.39,-0.0409972972972972,0.371902453813634,0.0756210542942943
MSMEG_5245,pass,24.43,-0.0409337837837838,0.52511112438611,0.040368143816817
MSMEG_0544,pass,24.43,-0.0409331831831831,0.337547295143903,0.0876002819549549
MSMEG_2314,pass,24.44,-0.0409226726726726,0.395555421342777,0.0681728335945945
MSMEG_2408,pass,24.44,-0.0409174174174174,0.233669822137216,0.146272926318318
MSMEG_4687,pass,24.44,-0.0409163663663663,0.227665410226959,0.151299248597597
MSMEG_0969,pass,24.45,-0.0409073573573573,0.289713874492312,0.109295204513513
MSMEG_6059,pass,24.45,-0.0409004504504504,0.153233620440034,0.246263442483483
MSMEG_1322,pass,24.46,-0.0408858858858859,0.1629346958048,0.228784612648648
MSMEG_1865,pass,24.46,-0.0408851351351351,0.303726105366762,0.10208527118018
MSMEG_4125,pass,24.46,-0.0408830330330329,0.205455863555858,0.172194756597597
MSMEG_0406,pass,24.46,-0.0408806306306306,0.350608064680954,0.0824620986276275
MSMEG_4925,pass,24.47,-0.040865015015015,0.220746467604504,0.157044439216216
MSMEG_0024,pass,24.47,-0.0408647147147147,0.338765328570478,0.0868336037207207
MSMEG_0874,pass,24.47,-0.0408627627627627,0.198060277081229,0.180108420216215
MSMEG_2516,pass,24.47,-0.0408594594594594,0.15278680716845,0.246618873105105
MSMEG_4327,pass,24.49,-0.0408360360360361,0.480192524019329,0.0480893054054053
MSMEG_5006,pass,24.49,-0.0408337837837837,0.199307891067748,0.178449166927927
MSMEG_0203,pass,24.49,-0.0408283783783784,0.189185723165556,0.190323103168168
MSMEG_1203,pass,24.50,-0.0408157657657657,0.282422823615205,0.112761006711711
MSMEG_0351,pass,24.50,-0.0408133633633633,0.269562648371971,0.120243677642642
MSMEG_1940,pass,24.50,-0.0408082582582583,0.284358822122798,0.111650058183183
MSMEG_0074,pass,24.51,-0.0407935435435435,0.261057746783446,0.125484764489489
MSMEG_4217,pass,24.52,-0.0407873873873873,0.350090346129857,0.0822732870510511
MSMEG_4288,pass,24.52,-0.0407852852852852,0.195051190736673,0.18287775672072
MSMEG_5223,pass,24.53,-0.0407714714714714,0.293250223287116,0.10672700454054
MSMEG_3815,pass,24.53,-0.0407678678678678,0.342478613988872,0.085005425117117
MSMEG_4089,pass,24.53,-0.0407659159159159,0.0853739161243377,0.474293320873874
MSMEG_6898,pass,24.55,-0.0407406906906907,0.221526782973453,0.15538476318018
MSMEG_3590,pass,24.56,-0.0407211711711711,0.179396465985023,0.202066463348348
MSMEG_2375,pass,24.57,-0.0407037537537537,0.181547014849082,0.198979240957958
MSMEG_4487,pass,24.57,-0.0406944444444444,0.107565344111893,0.366023124777777
MSMEG_4632,pass,24.57,-0.0406935435435435,0.256441949383831,0.127911929378378
MSMEG_5902,pass,24.58,-0.0406867867867867,0.331429559757185,0.0889604431711711
MSMEG_5168,pass,24.58,-0.0406801801801802,0.188246882492626,0.190106133357357
MSMEG_5038,pass,24.60,-0.0406573573573573,0.210328416019095,0.165333581513513
MSMEG_3746,pass,24.60,-0.0406542042042041,0.365159631119489,0.0765467796846845
MSMEG_4948,pass,24.61,-0.0406292792792793,0.218406283759731,0.157372334495495
MSMEG_6804,pass,24.62,-0.0406249249249249,0.39711234306714,0.0667486320720721
MSMEG_6453,pass,24.62,-0.040616066066066,0.149203872152077,0.250596698279279
MSMEG_5693,pass,24.64,-0.0405921921921921,0.229623650872573,0.147267039531531
MSMEG_5730,pass,24.64,-0.0405872372372372,0.124972124748804,0.30727125566066
MSMEG_2710,pass,24.65,-0.040564114114114,0.160507311445119,0.229266346315315
MSMEG_2941,pass,24.66,-0.0405475975975975,0.152003022199838,0.244346744801801
MSMEG_2546,pass,24.67,-0.0405361861861862,0.157021440554405,0.235005249738738
MSMEG_3944,pass,24.68,-0.0405267267267267,0.384984045395392,0.0698973847927928
MSMEG_5029,pass,24.68,-0.0405258258258258,0.36487962343032,0.0761560487207208
MSMEG_5900,pass,24.68,-0.0405156156156156,0.409073241493941,0.0631701181261261
MSMEG_0753,pass,24.69,-0.0405097597597597,0.160887657862931,0.228008446351351
MSMEG_0015,pass,24.69,-0.0405007507507507,0.0897080378936372,0.44341432354054
MSMEG_4727,pass,24.70,-0.0404869369369369,0.131953712499043,0.28726673172072
MSMEG_2692,pass,24.70,-0.0404855855855855,0.267177270174968,0.119766261753753
MSMEG_2788,pass,24.70,-0.0404848348348348,0.131317292607953,0.288840587828829
MSMEG_1285,pass,24.70,-0.0404797297297297,0.338468026366786,0.0853183837207207
MSMEG_1794,pass,24.71,-0.0404714714714714,0.117759912571037,0.326904969873873
MSMEG_4631,pass,24.72,-0.0404536036036036,0.35646041902108,0.0787068623873872
MSMEG_2518,pass,24.72,-0.0404459459459459,0.0946896302705466,0.416657581717717
VBIMycSme59918_0949,pass,24.75,-0.0404025525525525,0.204221196069632,0.169450704981982
MSMEG_0897,pass,24.76,-0.0403851351351351,0.262333178392563,0.122175557846846
MSMEG_2902,pass,24.76,-0.0403804804804804,0.127668767209588,0.296806865405405
MSMEG_0807,pass,24.77,-0.040377027027027,0.307457356894397,0.0978283048738738
MSMEG_1435,pass,24.77,-0.0403651651651652,0.176147737596492,0.203011180828828
MSMEG_3254,pass,24.78,-0.0403539039039039,0.319874275156476,0.0922391343273273
MSMEG_4283,pass,24.79,-0.0403414414414414,0.303421487542223,0.0995315539819818
MSMEG_5660,pass,24.79,-0.0403321321321321,0.450284735867237,0.0529038348948948
MSMEG_5264,pass,24.79,-0.0403315315315315,0.176834353766374,0.201717810846846
MSMEG_3857,pass,24.81,-0.0403025525525525,0.146154883636722,0.252793028981981
