locus_tag,name,tnseq_ess,crispr_ess
MSMEG0520,MSMEG0520,NonEssential,NonEssential
MSMEG0521,MSMEG0521,Uncertain,NonEssential
MSMEG0522,MSMEG0522,NonEssential,NonEssential
MSMEG0523,MSMEG0523,NonEssential,NonEssential
MSMEG0524,MSMEG0524,NonEssential,NonEssential
MSMEG0525,MSMEG0525,NonEssential,NonEssential
MSMEG0526,MSMEG0526,NonEssential,NonEssential
MSMEG0527,MSMEG0527,NonEssential,NonEssential
MSMEG0528,MSMEG0528,NonEssential,NonEssential
MSMEG0529,MSMEG0529,NonEssential,NonEssential
MSMEG0530,MSMEG0530,NonEssential,NonEssential
MSMEG0531,MSMEG0531,NonEssential,NonEssential
MSMEG0532,MSMEG0532,NonEssential,NonEssential
MSMEG0533,MSMEG0533,NonEssential,NonEssential
MSMEG0534,MSMEG0534,NonEssential,NonEssential
MSMEG0535,MSMEG0535,NonEssential,NonEssential
MSMEG0536,MSMEG0536,NonEssential,NonEssential
MSMEG0537,MSMEG0537,NonEssential,NonEssential
MSMEG0538,MSMEG0538,NonEssential,NonEssential
MSMEG0539,MSMEG0539,NonEssential,NonEssential
MSMEG0540,MSMEG0540,NonEssential,NonEssential
MSMEG0541,MSMEG0541,NonEssential,NonEssential
MSMEG0542,MSMEG0542,NonEssential,NonEssential
MSMEG0543,MSMEG0543,NonEssential,NonEssential
MSMEG0544,MSMEG0544,NonEssential,NonEssential
MSMEG0545,MSMEG0545,NonEssential,NonEssential
MSMEG0546,MSMEG0546,NonEssential,NonEssential
MSMEG0548,MSMEG0548,NonEssential,NonEssential
MSMEG0549,MSMEG0549,NonEssential,NonEssential
MSMEG0550,MSMEG0550,NonEssential,NonEssential
MSMEG0551,MSMEG0551,NonEssential,NonEssential
MSMEG0552,MSMEG0552,NonEssential,NonEssential
MSMEG0553,MSMEG0553,NonEssential,NonEssential
MSMEG0554,MSMEG0554,NonEssential,NonEssential
MSMEG0555,MSMEG0555,NonEssential,NonEssential
MSMEG0556,MSMEG0556,NonEssential,NonEssential
MSMEG0557,MSMEG0557,NonEssential,NonEssential
MSMEG0558,MSMEG0558,NonEssential,NonEssential
MSMEG0559,MSMEG0559,NonEssential,NonEssential
MSMEG0560,dapB,NonEssential,NonEssential
MSMEG0561,MSMEG0561,NonEssential,NonEssential
MSMEG0562,MSMEG0562,NonEssential,NonEssential
MSMEG0563,MSMEG0563,NonEssential,NonEssential
MSMEG0564,MSMEG0564,NonEssential,NonEssential
MSMEG0565,MSMEG0565,NonEssential,NonEssential
MSMEG0566,MSMEG0566,NonEssential,NonEssential
MSMEG0567,MSMEG0567,NonEssential,NonEssential
MSMEG0568,MSMEG0568,NonEssential,NonEssential
MSMEG0569,MSMEG0569,NonEssential,NonEssential
MSMEG0570,MSMEG0570,NonEssential,NonEssential
MSMEG0571,MSMEG0571,NonEssential,NonEssential
MSMEG0572,MSMEG0572,NonEssential,NonEssential
MSMEG0573,MSMEG0573,NonEssential,NonEssential
MSMEG0574,MSMEG0574,NonEssential,NonEssential
MSMEG0575,MSMEG0575,NonEssential,NonEssential
MSMEG0576,MSMEG0576,NonEssential,NonEssential
MSMEG0577,MSMEG0577,NonEssential,NonEssential
MSMEG0578,MSMEG0578,NonEssential,NonEssential
MSMEG0579,MSMEG0579,NonEssential,NonEssential
MSMEG0580,MSMEG0580,NonEssential,NonEssential
MSMEG0581,gabT,NonEssential,NonEssential
MSMEG0582,MSMEG0582,NonEssential,NonEssential
MSMEG0583,MSMEG0583,NonEssential,NonEssential
MSMEG0584,MSMEG0584,NonEssential,NonEssential
MSMEG0585,MSMEG0585,NonEssential,NonEssential
MSMEG0586,MSMEG0586,NonEssential,NonEssential
MSMEG0587,rhaU,NonEssential,NonEssential
MSMEG0588,MSMEG0588,NonEssential,NonEssential
MSMEG0589,rhaI,NonEssential,NonEssential
MSMEG0590,rhaD,NonEssential,NonEssential
MSMEG0591,rhaB,NonEssential,NonEssential
MSMEG0592,MSMEG0592,NonEssential,NonEssential
MSMEG0593,MSMEG0593,NonEssential,NonEssential
MSMEG0594,MSMEG0594,NonEssential,NonEssential
MSMEG0595,MSMEG0595,NonEssential,NonEssential
MSMEG0596,MSMEG0596,NonEssential,NonEssential
MSMEG0597,MSMEG0597,NonEssential,NonEssential
MSMEG0598,MSMEG0598,NonEssential,NonEssential
MSMEG0599,MSMEG0599,NonEssential,NonEssential
MSMEG0600,MSMEG0600,NonEssential,NonEssential
MSMEG0601,MSMEG0601,NonEssential,NonEssential
MSMEG0602,MSMEG0602,NonEssential,NonEssential
MSMEG0603,MSMEG0603,NonEssential,NonEssential
MSMEG0604,MSMEG0604,NonEssential,NonEssential
MSMEG0605,MSMEG0605,NonEssential,NonEssential
MSMEG0606,MSMEG0606,NonEssential,NonEssential
MSMEG0607,MSMEG0607,NonEssential,NonEssential
MSMEG0608,MSMEG0608,NonEssential,NonEssential
MSMEG0609,MSMEG0609,NonEssential,NonEssential
MSMEG0610,MSMEG0610,NonEssential,NonEssential
MSMEG0611,MSMEG0611,NonEssential,NonEssential
MSMEG0612,MSMEG0612,NonEssential,NonEssential
MSMEG0613,MSMEG0613,NonEssential,NonEssential
MSMEG0614,MSMEG0614,NonEssential,NonEssential
MSMEG0615,MSMEG0615,NonEssential,NonEssential
MSMEG0616,MSMEG0616,NonEssential,NonEssential
MSMEG0617,MSMEG0617,NonEssential,NonEssential
MSMEG0618,MSMEG0618,NonEssential,NonEssential
MSMEG0619,MSMEG0619,NonEssential,NonEssential
MSMEG0620,MSMEG0620,NonEssential,NonEssential
MSMEG0621,MSMEG0621,NonEssential,NonEssential
MSMEG0622,MSMEG0622,NonEssential,NonEssential
MSMEG0623,snm,NonEssential,NonEssential
MSMEG0624,MSMEG0624,NonEssential,NonEssential
MSMEG0625,MSMEG0625,NonEssential,NonEssential
MSMEG0626,MSMEG0626,NonEssential,NonEssential
MSMEG0627,MSMEG0627,NonEssential,NonEssential
MSMEG0628,MSMEG0628,NonEssential,NonEssential
MSMEG0629,MSMEG0629,NonEssential,NonEssential
MSMEG0630,MSMEG0630,NonEssential,NonEssential
MSMEG0631,MSMEG0631,Uncertain,NonEssential
MSMEG0632,MSMEG0632,NonEssential,NonEssential
MSMEG0633,MSMEG0633,NonEssential,NonEssential
MSMEG0634,MSMEG0634,NonEssential,NonEssential
MSMEG0635,MSMEG0635,NonEssential,NonEssential
MSMEG0636,MSMEG0636,NonEssential,NonEssential
MSMEG0637,MSMEG0637,NonEssential,NonEssential
MSMEG0638,MSMEG0638,NonEssential,NonEssential
MSMEG0639,MSMEG0639,NonEssential,NonEssential
MSMEG0640,MSMEG0640,NonEssential,NonEssential
MSMEG0641,MSMEG0641,NonEssential,NonEssential
MSMEG0642,MSMEG0642,NonEssential,NonEssential
MSMEG0643,MSMEG0643,NonEssential,NonEssential
MSMEG0644,MSMEG0644,NonEssential,NonEssential
MSMEG0645,MSMEG0645,NonEssential,NonEssential
MSMEG0646,MSMEG0646,NonEssential,NonEssential
MSMEG0647,phnC,NonEssential,NonEssential
MSMEG0649,MSMEG0649,NonEssential,NonEssential
MSMEG0650,MSMEG0650,NonEssential,NonEssential
MSMEG0651,MSMEG0651,NonEssential,NonEssential
MSMEG0652,MSMEG0652,NonEssential,NonEssential
MSMEG0653,MSMEG0653,Uncertain,NonEssential
MSMEG0654,MSMEG0654,NonEssential,NonEssential
MSMEG0655,MSMEG0655,NonEssential,NonEssential
MSMEG0656,MSMEG0656,NonEssential,NonEssential
MSMEG0657,MSMEG0657,NonEssential,NonEssential
MSMEG0658,MSMEG0658,NonEssential,NonEssential
MSMEG0659,MSMEG0659,NonEssential,NonEssential
MSMEG0660,MSMEG0660,NonEssential,NonEssential
MSMEG0661,MSMEG0661,NonEssential,NonEssential
MSMEG0662,MSMEG0662,NonEssential,NonEssential
MSMEG0663,MSMEG0663,NonEssential,NonEssential
MSMEG0664,MSMEG0664,NonEssential,NonEssential
MSMEG0665,MSMEG0665,NonEssential,NonEssential
MSMEG0666,MSMEG0666,NonEssential,NonEssential
MSMEG0667,MSMEG0667,NonEssential,NonEssential
MSMEG0668,MSMEG0668,Unknown,NonEssential
MSMEG0669,MSMEG0669,NonEssential,NonEssential
MSMEG0670,MSMEG0670,NonEssential,NonEssential
MSMEG0671,MSMEG0671,NonEssential,NonEssential
MSMEG0672,MSMEG0672,NonEssential,NonEssential
MSMEG0673,MSMEG0673,NonEssential,NonEssential
MSMEG0674,MSMEG0674,NonEssential,NonEssential
MSMEG0675,MSMEG0675,NonEssential,NonEssential
MSMEG0676,MSMEG0676,NonEssential,NonEssential
MSMEG0677,MSMEG0677,Uncertain,NonEssential
MSMEG0678,dcd,NonEssential,NonEssential
MSMEG0679,MSMEG0679,NonEssential,NonEssential
MSMEG0680,MSMEG0680,NonEssential,NonEssential
MSMEG0681,MSMEG0681,NonEssential,NonEssential
MSMEG0682,MSMEG0682,NonEssential,NonEssential
MSMEG0683,MSMEG0683,NonEssential,NonEssential
MSMEG0684,MSMEG0684,NonEssential,NonEssential
MSMEG0685,MSMEG0685,NonEssential,NonEssential
MSMEG0686,MSMEG0686,NonEssential,NonEssential
MSMEG0687,MSMEG0687,NonEssential,NonEssential
MSMEG0688,MSMEG0688,Essential,NonEssential
MSMEG0689,MSMEG0689,NonEssential,NonEssential
MSMEG0690,MSMEG0690,Essential,NonEssential
MSMEG0691,MSMEG0691,NonEssential,NonEssential
MSMEG0692,MSMEG0692,NonEssential,NonEssential
MSMEG0693,MSMEG0693,NonEssential,NonEssential
MSMEG0694,MSMEG0694,Uncertain,NonEssential
MSMEG0695,MSMEG0695,NonEssential,NonEssential
MSMEG0696,MSMEG0696,Unknown,NonEssential
MSMEG0697,MSMEG0697,NonEssential,NonEssential
MSMEG0698,MSMEG0698,NonEssential,NonEssential
MSMEG0699,MSMEG0699,NonEssential,NonEssential
MSMEG0700,MSMEG0700,NonEssential,NonEssential
MSMEG0701,MSMEG0701,NonEssential,NonEssential
MSMEG0702,MSMEG0702,NonEssential,NonEssential
MSMEG0703,MSMEG0703,NonEssential,NonEssential
MSMEG0704,MSMEG0704,NonEssential,NonEssential
MSMEG0705,MSMEG0705,NonEssential,NonEssential
MSMEG0706,MSMEG0706,NonEssential,NonEssential
MSMEG0707,MSMEG0707,NonEssential,NonEssential
MSMEG0708,MSMEG0708,NonEssential,NonEssential
MSMEG0709,dnaK,Essential,NonEssential
MSMEG0710,grpE,NonEssential,NonEssential
MSMEG0711,dnaJ,NonEssential,NonEssential
MSMEG0712,MSMEG0712,NonEssential,NonEssential
MSMEG0713,MSMEG0713,NonEssential,NonEssential
MSMEG0714,MSMEG0714,NonEssential,NonEssential
MSMEG0715,MSMEG0715,NonEssential,NonEssential
MSMEG0716,MSMEG0716,NonEssential,NonEssential
MSMEG0717,MSMEG0717,NonEssential,NonEssential
MSMEG0718,MSMEG0718,NonEssential,NonEssential
MSMEG0719,MSMEG0719,NonEssential,NonEssential
MSMEG0720,MSMEG0720,NonEssential,NonEssential
MSMEG0721,MSMEG0721,Uncertain,NonEssential
MSMEG0722,MSMEG0722,NonEssential,NonEssential
MSMEG0723,MSMEG0723,NonEssential,NonEssential
MSMEG0727,MSMEG0727,NonEssential,NonEssential
MSMEG0728,MSMEG0728,NonEssential,NonEssential
MSMEG0729,MSMEG0729,NonEssential,NonEssential
MSMEG0730,MSMEG0730,NonEssential,NonEssential
MSMEG0731,MSMEG0731,NonEssential,NonEssential
MSMEG0732,MSMEG0732,NonEssential,NonEssential
MSMEG0733,dapB,NonEssential,NonEssential
MSMEG0734,MSMEG0734,NonEssential,NonEssential
MSMEG0735,MSMEG0735,NonEssential,NonEssential
MSMEG0736,MSMEG0736,NonEssential,Essential
MSMEG0737,MSMEG0737,NonEssential,NonEssential
MSMEG0738,MSMEG0738,NonEssential,NonEssential
MSMEG0739,MSMEG0739,NonEssential,NonEssential
MSMEG0740,MSMEG0740,NonEssential,NonEssential
MSMEG0741,MSMEG0741,NonEssential,NonEssential
MSMEG0742,MSMEG0742,NonEssential,NonEssential
MSMEG0743,MSMEG0743,NonEssential,NonEssential
MSMEG0744,MSMEG0744,NonEssential,NonEssential
MSMEG0745,MSMEG0745,NonEssential,NonEssential
MSMEG0746,MSMEG0746,NonEssential,NonEssential
MSMEG0747,MSMEG0747,NonEssential,NonEssential
MSMEG0748,MSMEG0748,NonEssential,NonEssential
MSMEG0749,MSMEG0749,NonEssential,NonEssential
MSMEG0750,MSMEG0750,Essential,Essential
MSMEG0751,MSMEG0751,NonEssential,NonEssential
MSMEG0752,fbaA,NonEssential,NonEssential
MSMEG0753,MSMEG0753,NonEssential,NonEssential
MSMEG0754,MSMEG0754,NonEssential,NonEssential
MSMEG0755,MSMEG0755,NonEssential,NonEssential
MSMEG0756,MSMEG0756,NonEssential,NonEssential
MSMEG0757,MSMEG0757,NonEssential,NonEssential
MSMEG0758,MSMEG0758,NonEssential,NonEssential
MSMEG0759,purA,Essential,Essential
MSMEG0760,MSMEG0760,NonEssential,NonEssential
MSMEG0761,MSMEG0761,NonEssential,NonEssential
MSMEG0762,MSMEG0762,NonEssential,NonEssential
MSMEG0763,MSMEG0763,NonEssential,NonEssential
MSMEG0764,MSMEG0764,NonEssential,NonEssential
MSMEG0765,MSMEG0765,NonEssential,NonEssential
MSMEG0766,purT,NonEssential,NonEssential
MSMEG0767,MSMEG0767,NonEssential,NonEssential
MSMEG0768,MSMEG0768,NonEssential,NonEssential
MSMEG0769,metZ,NonEssential,NonEssential
MSMEG0771,MSMEG0771,NonEssential,NonEssential
MSMEG0772,MSMEG0772,NonEssential,NonEssential
MSMEG0773,MSMEG0773,NonEssential,NonEssential
MSMEG0774,MSMEG0774,Uncertain,NonEssential
MSMEG0775,MSMEG0775,NonEssential,NonEssential
MSMEG0776,MSMEG0776,NonEssential,NonEssential
MSMEG0777,MSMEG0777,NonEssential,NonEssential
MSMEG0778,MSMEG0778,NonEssential,NonEssential
MSMEG0779,MSMEG0779,NonEssential,NonEssential
MSMEG0780,MSMEG0780,NonEssential,NonEssential
MSMEG0781,MSMEG0781,NonEssential,NonEssential
MSMEG0782,MSMEG0782,NonEssential,NonEssential
MSMEG0783,pta,NonEssential,NonEssential
MSMEG0784,ackA,NonEssential,NonEssential
MSMEG0785,MSMEG0785,NonEssential,NonEssential
MSMEG0786,MSMEG0786,NonEssential,NonEssential
MSMEG0787,MSMEG0787,NonEssential,NonEssential
MSMEG0788,MSMEG0788,NonEssential,NonEssential
MSMEG0789,thiE,NonEssential,NonEssential
MSMEG0790,MSMEG0790,NonEssential,NonEssential
MSMEG0791,thiO,NonEssential,NonEssential
MSMEG0792,thiS,NonEssential,NonEssential
MSMEG0793,thiG,NonEssential,NonEssential
MSMEG0794,MSMEG0794,NonEssential,NonEssential
MSMEG0795,MSMEG0795,NonEssential,NonEssential
MSMEG0796,MSMEG0796,NonEssential,NonEssential
MSMEG0797,MSMEG0797,Uncertain,NonEssential
MSMEG0798,MSMEG0798,NonEssential,NonEssential
MSMEG0799,MSMEG0799,NonEssential,NonEssential
MSMEG0800,MSMEG0800,NonEssential,NonEssential
MSMEG0803,MSMEG0803,NonEssential,NonEssential
MSMEG0804,MSMEG0804,NonEssential,NonEssential
MSMEG0805,MSMEG0805,NonEssential,NonEssential
MSMEG0806,MSMEG0806,NonEssential,NonEssential
MSMEG0807,MSMEG0807,NonEssential,NonEssential
MSMEG0808,MSMEG0808,NonEssential,NonEssential
MSMEG0809,MSMEG0809,NonEssential,NonEssential
MSMEG0810,MSMEG0810,NonEssential,NonEssential
MSMEG0811,MSMEG0811,NonEssential,NonEssential
MSMEG0812,MSMEG0812,NonEssential,NonEssential
MSMEG0813,MSMEG0813,NonEssential,NonEssential
MSMEG0814,MSMEG0814,NonEssential,NonEssential
MSMEG0815,MSMEG0815,NonEssential,NonEssential
MSMEG0816,MSMEG0816,NonEssential,NonEssential
MSMEG0817,MSMEG0817,NonEssential,NonEssential
MSMEG0818,MSMEG0818,NonEssential,NonEssential
MSMEG0819,MSMEG0819,NonEssential,NonEssential
MSMEG0820,MSMEG0820,NonEssential,NonEssential
MSMEG0821,MSMEG0821,NonEssential,NonEssential
MSMEG0822,MSMEG0822,NonEssential,NonEssential
MSMEG0823,MSMEG0823,NonEssential,NonEssential
MSMEG0824,MSMEG0824,NonEssential,NonEssential
MSMEG0825,thiD,NonEssential,NonEssential
MSMEG0826,thiC,NonEssential,Essential
MSMEG0827,MSMEG0827,NonEssential,NonEssential
MSMEG0828,MSMEG0828,NonEssential,NonEssential
MSMEG0829,xth,NonEssential,NonEssential
MSMEG0830,MSMEG0830,NonEssential,NonEssential
MSMEG0831,MSMEG0831,NonEssential,NonEssential
MSMEG0832,def,Essential,NonEssential
MSMEG0833,MSMEG0833,NonEssential,NonEssential
MSMEG0834,MSMEG0834,NonEssential,NonEssential
MSMEG0835,sodC,NonEssential,NonEssential
MSMEG0836,MSMEG0836,NonEssential,NonEssential
MSMEG0837,MSMEG0837,NonEssential,NonEssential
MSMEG0838,MSMEG0838,NonEssential,NonEssential
MSMEG0839,MSMEG0839,NonEssential,NonEssential
MSMEG0840,MSMEG0840,NonEssential,NonEssential
MSMEG0841,MSMEG0841,Uncertain,NonEssential
MSMEG0842,MSMEG0842,NonEssential,NonEssential
MSMEG0843,MSMEG0843,NonEssential,NonEssential
MSMEG0844,MSMEG0844,NonEssential,NonEssential
MSMEG0845,MSMEG0845,NonEssential,NonEssential
MSMEG0846,MSMEG0846,NonEssential,NonEssential
MSMEG0847,MSMEG0847,NonEssential,NonEssential
MSMEG0848,MSMEG0848,NonEssential,NonEssential
MSMEG0849,MSMEG0849,NonEssential,NonEssential
MSMEG0850,MSMEG0850,NonEssential,NonEssential
MSMEG0851,MSMEG0851,NonEssential,NonEssential
MSMEG0852,MSMEG0852,NonEssential,NonEssential
MSMEG0853,MSMEG0853,NonEssential,NonEssential
MSMEG0854,MSMEG0854,NonEssential,NonEssential
MSMEG0855,MSMEG0855,NonEssential,NonEssential
MSMEG0856,MSMEG0856,NonEssential,NonEssential
MSMEG0857,MSMEG0857,NonEssential,NonEssential
MSMEG0858,MSMEG0858,NonEssential,NonEssential
MSMEG0859,MSMEG0859,NonEssential,NonEssential
MSMEG0860,MSMEG0860,NonEssential,NonEssential
MSMEG0861,psd,NonEssential,NonEssential
MSMEG0862,MSMEG0862,NonEssential,NonEssential
MSMEG0863,MSMEG0863,NonEssential,NonEssential
MSMEG0864,MSMEG0864,NonEssential,NonEssential
MSMEG0865,MSMEG0865,NonEssential,NonEssential
MSMEG0866,MSMEG0866,NonEssential,NonEssential
MSMEG0867,MSMEG0867,NonEssential,NonEssential
MSMEG0868,MSMEG0868,NonEssential,NonEssential
MSMEG0869,MSMEG0869,NonEssential,NonEssential
MSMEG0870,MSMEG0870,NonEssential,NonEssential
MSMEG0871,MSMEG0871,NonEssential,NonEssential
MSMEG0872,MSMEG0872,NonEssential,NonEssential
MSMEG0873,MSMEG0873,NonEssential,NonEssential
MSMEG0874,MSMEG0874,NonEssential,NonEssential
MSMEG0875,MSMEG0875,NonEssential,NonEssential
MSMEG0876,MSMEG0876,NonEssential,NonEssential
MSMEG0877,MSMEG0877,NonEssential,NonEssential
MSMEG0878,MSMEG0878,NonEssential,NonEssential
MSMEG0879,MSMEG0879,Essential,NonEssential
MSMEG0880,groEL,Essential,Essential
MSMEG0881,MSMEG0881,NonEssential,NonEssential
MSMEG0882,MSMEG0882,NonEssential,NonEssential
MSMEG0883,MSMEG0883,NonEssential,NonEssential
MSMEG0884,MSMEG0884,NonEssential,NonEssential
MSMEG0885,MSMEG0885,NonEssential,NonEssential
MSMEG0886,MSMEG0886,NonEssential,NonEssential
MSMEG0887,MSMEG0887,NonEssential,NonEssential
MSMEG0888,MSMEG0888,NonEssential,NonEssential
MSMEG0889,MSMEG0889,NonEssential,NonEssential
MSMEG0890,MSMEG0890,NonEssential,NonEssential
MSMEG0891,MSMEG0891,NonEssential,NonEssential
MSMEG0892,MSMEG0892,NonEssential,NonEssential
MSMEG0893,MSMEG0893,NonEssential,NonEssential
MSMEG0894,MSMEG0894,NonEssential,NonEssential
MSMEG0895,MSMEG0895,NonEssential,NonEssential
MSMEG0896,MSMEG0896,NonEssential,NonEssential
MSMEG0897,MSMEG0897,NonEssential,NonEssential
MSMEG0898,MSMEG0898,NonEssential,NonEssential
MSMEG0899,MSMEG0899,NonEssential,NonEssential
MSMEG0900,MSMEG0900,NonEssential,NonEssential
MSMEG0901,MSMEG0901,NonEssential,NonEssential
MSMEG0902,MSMEG0902,NonEssential,NonEssential
MSMEG0903,lpdA,Essential,Essential
MSMEG0904,MSMEG0904,NonEssential,NonEssential
MSMEG0905,pcaC,NonEssential,NonEssential
MSMEG0906,MSMEG0906,NonEssential,NonEssential
MSMEG0907,MSMEG0907,Unknown,NonEssential
MSMEG0908,MSMEG0908,NonEssential,NonEssential
MSMEG0909,MSMEG0909,NonEssential,NonEssential
MSMEG0910,MSMEG0910,NonEssential,NonEssential
MSMEG0911,aceA,NonEssential,NonEssential
MSMEG0912,MSMEG0912,NonEssential,NonEssential
MSMEG0913,MSMEG0913,NonEssential,NonEssential
MSMEG0914,MSMEG0914,NonEssential,NonEssential
MSMEG0915,MSMEG0915,NonEssential,NonEssential
MSMEG0916,MSMEG0916,NonEssential,NonEssential
MSMEG0917,MSMEG0917,NonEssential,NonEssential
MSMEG0918,MSMEG0918,NonEssential,NonEssential
MSMEG0919,MSMEG0919,NonEssential,NonEssential
MSMEG0920,MSMEG0920,NonEssential,NonEssential
MSMEG0921,MSMEG0921,NonEssential,NonEssential
MSMEG0922,deoC,NonEssential,NonEssential
MSMEG0923,MSMEG0923,NonEssential,NonEssential
MSMEG0924,MSMEG0924,NonEssential,NonEssential
MSMEG0925,MSMEG0925,NonEssential,NonEssential
MSMEG0926,MSMEG0926,NonEssential,NonEssential
MSMEG0927,MSMEG0927,NonEssential,NonEssential
MSMEG0928,murB,Essential,Essential
MSMEG0929,MSMEG0929,NonEssential,NonEssential
MSMEG0930,MSMEG0930,NonEssential,NonEssential
MSMEG0931,MSMEG0931,NonEssential,NonEssential
MSMEG0932,MSMEG0932,NonEssential,NonEssential
MSMEG0933,MSMEG0933,NonEssential,NonEssential
MSMEG0934,MSMEG0934,NonEssential,NonEssential
MSMEG0935,MSMEG0935,NonEssential,NonEssential
MSMEG0936,senX3,NonEssential,NonEssential
MSMEG0937,regX3,Essential,NonEssential
MSMEG0938,MSMEG0938,NonEssential,NonEssential
MSMEG0939,MSMEG0939,NonEssential,NonEssential
MSMEG0940,MSMEG0940,NonEssential,NonEssential
MSMEG0941,MSMEG0941,NonEssential,NonEssential
MSMEG0942,MSMEG0942,NonEssential,NonEssential
MSMEG0943,proC,NonEssential,Essential
MSMEG0944,MSMEG0944,NonEssential,NonEssential
MSMEG0945,MSMEG0945,NonEssential,NonEssential
MSMEG0946,MSMEG0946,NonEssential,NonEssential
MSMEG0947,MSMEG0947,NonEssential,NonEssential
MSMEG0948,MSMEG0948,NonEssential,NonEssential
MSMEG0949,MSMEG0949,Essential,NonEssential
MSMEG0950,MSMEG0950,NonEssential,NonEssential
MSMEG0951,MSMEG0951,NonEssential,NonEssential
MSMEG0952,hemA,Essential,Essential
MSMEG0953,hemC,Essential,Essential
MSMEG0954,hemD,Essential,Essential
MSMEG0955,MSMEG0955,NonEssential,NonEssential
MSMEG0956,hemB,Essential,Essential
MSMEG0957,MSMEG0957,NonEssential,NonEssential
MSMEG0958,MSMEG0958,NonEssential,NonEssential
MSMEG0959,MSMEG0959,NonEssential,NonEssential
MSMEG0960,MSMEG0960,NonEssential,NonEssential
MSMEG0961,MSMEG0961,Uncertain,NonEssential
MSMEG0962,MSMEG0962,NonEssential,NonEssential
MSMEG0963,MSMEG0963,NonEssential,NonEssential
MSMEG0964,MSMEG0964,NonEssential,NonEssential
MSMEG0965,MSMEG0965,NonEssential,NonEssential
MSMEG0966,MSMEG0966,NonEssential,NonEssential
MSMEG0967,MSMEG0967,NonEssential,NonEssential
MSMEG0968,MSMEG0968,NonEssential,NonEssential
MSMEG0969,hemL,Essential,Essential
MSMEG0970,MSMEG0970,Essential,NonEssential
MSMEG0971,MSMEG0971,Essential,Essential
MSMEG0972,MSMEG0972,Essential,Essential
MSMEG0973,MSMEG0973,Essential,Essential
MSMEG0974,ccsB,Essential,Essential
MSMEG0975,MSMEG0975,NonEssential,NonEssential
MSMEG0976,MSMEG0976,NonEssential,NonEssential
MSMEG0977,MSMEG0977,NonEssential,NonEssential
MSMEG0978,MSMEG0978,NonEssential,NonEssential
MSMEG0979,MSMEG0979,NonEssential,NonEssential
MSMEG0980,MSMEG0980,NonEssential,NonEssential
MSMEG0981,MSMEG0981,NonEssential,NonEssential
MSMEG0982,MSMEG0982,NonEssential,NonEssential
MSMEG0983,MSMEG0983,NonEssential,NonEssential
MSMEG0984,MSMEG0984,NonEssential,NonEssential
MSMEG0985,MSMEG0985,NonEssential,NonEssential
MSMEG0986,MSMEG0986,NonEssential,NonEssential
MSMEG0987,MSMEG0987,NonEssential,NonEssential
MSMEG0988,menA,Essential,Essential
MSMEG0990,mtaP,NonEssential,NonEssential
MSMEG0991,MSMEG0991,NonEssential,NonEssential
MSMEG0992,MSMEG0992,NonEssential,NonEssential
MSMEG0993,MSMEG0993,NonEssential,NonEssential
MSMEG0994,resD,NonEssential,NonEssential
MSMEG0995,MSMEG0995,NonEssential,NonEssential
MSMEG0996,MSMEG0996,Unknown,NonEssential
MSMEG0997,MSMEG0997,NonEssential,NonEssential
MSMEG0998,MSMEG0998,NonEssential,NonEssential
